chartId,slug,chartType,queryStr,md5,svgFilename,durationReceiveData,durationTotal,heapUsed,totalDataFileSize
114,airliner-hijackings-and-fatalities-from-them,StackedBar,tab=chart&time=earliest..latest&stackMode=absolute&facet=none&uniformYAxis=0,82431b8dd9a85a8ad60b71b538c78642,airliner-hijackings-and-fatalities-from-them?tab=chart&time=earliest..latest&stackMode=absolute&facet=none&uniformYAxis=0_v22_850x600.svg,161,552,96165368,4328
114,airliner-hijackings-and-fatalities-from-them,StackedBar,tab=chart&time=earliest..latest&stackMode=absolute&facet=entity&uniformYAxis=1,1069e26354622c0c9e45947279092520,airliner-hijackings-and-fatalities-from-them?tab=chart&time=earliest..latest&stackMode=absolute&facet=entity&uniformYAxis=1_v22_850x600.svg,59,486,95156920,4328
114,airliner-hijackings-and-fatalities-from-them,StackedBar,tab=chart&time=earliest..latest&stackMode=absolute&facet=entity&uniformYAxis=0,d5f33a88eb75e0130320c8918d160c10,airliner-hijackings-and-fatalities-from-them?tab=chart&time=earliest..latest&stackMode=absolute&facet=entity&uniformYAxis=0_v22_850x600.svg,213,639,95735888,4328
114,airliner-hijackings-and-fatalities-from-them,StackedBar,tab=chart&time=earliest..latest&stackMode=absolute&facet=metric&uniformYAxis=1,dca6bf8b447a470efb0b1a1ca3acc5f0,airliner-hijackings-and-fatalities-from-them?tab=chart&time=earliest..latest&stackMode=absolute&facet=metric&uniformYAxis=1_v22_850x600.svg,241,788,93280496,4328
114,airliner-hijackings-and-fatalities-from-them,StackedBar,tab=chart&time=earliest..latest&stackMode=absolute&facet=metric&uniformYAxis=0,661d811f057c7111c3e78a95afa24f24,airliner-hijackings-and-fatalities-from-them?tab=chart&time=earliest..latest&stackMode=absolute&facet=metric&uniformYAxis=0_v22_850x600.svg,132,662,94620864,4328
114,airliner-hijackings-and-fatalities-from-them,StackedBar,tab=chart&time=earliest..latest&stackMode=relative&facet=none&uniformYAxis=0,f7f13a0706611b7ff97bd1c5c8c2b04d,airliner-hijackings-and-fatalities-from-them?tab=chart&time=earliest..latest&stackMode=relative&facet=none&uniformYAxis=0_v22_850x600.svg,36,573,93971808,4328
114,airliner-hijackings-and-fatalities-from-them,StackedBar,tab=chart&time=earliest..latest&stackMode=relative&facet=entity&uniformYAxis=1,7bd9cc585f88d2d1ee0b2724352eb1d8,airliner-hijackings-and-fatalities-from-them?tab=chart&time=earliest..latest&stackMode=relative&facet=entity&uniformYAxis=1_v22_850x600.svg,153,547,95305264,4328
114,airliner-hijackings-and-fatalities-from-them,StackedBar,tab=chart&time=earliest..latest&stackMode=relative&facet=entity&uniformYAxis=0,4e534447f08b4edc89b266e5806fad0f,airliner-hijackings-and-fatalities-from-them?tab=chart&time=earliest..latest&stackMode=relative&facet=entity&uniformYAxis=0_v22_850x600.svg,16,233,96070464,4328
114,airliner-hijackings-and-fatalities-from-them,StackedBar,tab=chart&time=earliest..latest&stackMode=relative&facet=metric&uniformYAxis=1,e5528b5e3452362d6e2ee3416667f963,airliner-hijackings-and-fatalities-from-them?tab=chart&time=earliest..latest&stackMode=relative&facet=metric&uniformYAxis=1_v22_850x600.svg,15,361,96923512,4328
114,airliner-hijackings-and-fatalities-from-them,StackedBar,tab=chart&time=earliest..latest&stackMode=relative&facet=metric&uniformYAxis=0,348e5a254fbbd1aef17ca10176a2df23,airliner-hijackings-and-fatalities-from-them?tab=chart&time=earliest..latest&stackMode=relative&facet=metric&uniformYAxis=0_v22_850x600.svg,16,406,99583672,4328
