country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7,income_spell_8
Albania,1996,11.875356,,,,,,,,,,,,,,,
Albania,2002,,15.062597,,,,,,,,,,,,,,
Albania,2005,,9.42284,,,,,,,,,,,,,,
Albania,2008,,5.8769546,,,,,,,,,,,,,,
Albania,2012,,6.5356,,,,,,,,,,,,,,
Albania,2014,,,12.498381,,,,,,,,,,,,,
Albania,2015,,,4.719039,,,,,,,,,,,,,
Albania,2016,,,5.8496895,,,,,,,,,,18.23161,,,
Albania,2017,,,4.712046,,,,,,,,,,16.029428,,,
Albania,2018,,,,3.532371,,,,,,,,,13.085302,,,
Albania,2019,,,,1.7715371,,,,,,,,,,,,
Albania,2020,,,,2.1230366,,,,,,,,,,,,
Algeria,1988,25.952,,,,,,,,,,,,,,,
Algeria,1995,,24.9,,,,,,,,,,,,,,
Algeria,2011,,,4.671,,,,,,,,,,,,,
Angola,2000,40.345615,,,,,,,,,,,,,,,
Angola,2008,,38.2233,,,,,,,,,,,,,,
Angola,2018,,,53.67018,,,,,,,,,,,,,
Argentina (urban),1980,,,,,,,,,0.0,,,,,,,
Argentina (urban),1986,,,,,,,,,2.126355,,,,,,,
Argentina (urban),1987,,,,,,,,,2.1182628,,,,,,,
Argentina (urban),1991,,,,,,,,,3.9066985,,,,,,,
Argentina (urban),1992,,,,,,,,,,4.4772735,,,,,,
Argentina (urban),1993,,,,,,,,,,5.1584134,,,,,,
Argentina (urban),1994,,,,,,,,,,5.3862395,,,,,,
Argentina (urban),1995,,,,,,,,,,8.233276,,,,,,
Argentina (urban),1996,,,,,,,,,,8.978668,,,,,,
Argentina (urban),1997,,,,,,,,,,8.478396,,,,,,
Argentina (urban),1998,,,,,,,,,,,9.771539,,,,,
Argentina (urban),1999,,,,,,,,,,,10.154031,,,,,
Argentina (urban),2000,,,,,,,,,,,12.123374,,,,,
Argentina (urban),2001,,,,,,,,,,,17.047226,,,,,
Argentina (urban),2002,,,,,,,,,,,25.404942,,,,,
Argentina (urban),2003,,,,,,,,,,,,13.781968,,,,
Argentina (urban),2004,,,,,,,,,,,,10.593869,,,,
Argentina (urban),2005,,,,,,,,,,,,8.73385,,,,
Argentina (urban),2006,,,,,,,,,,,,6.7526636,,,,
Argentina (urban),2007,,,,,,,,,,,,5.607572,,,,
Argentina (urban),2008,,,,,,,,,,,,5.286607,,,,
Argentina (urban),2009,,,,,,,,,,,,4.4959497,,,,
Argentina (urban),2010,,,,,,,,,,,,3.4799309,,,,
Argentina (urban),2011,,,,,,,,,,,,2.327746,,,,
Argentina (urban),2012,,,,,,,,,,,,2.5493875,,,,
Argentina (urban),2013,,,,,,,,,,,,2.2445886,,,,
Argentina (urban),2014,,,,,,,,,,,,2.4929688,,,,
Argentina (urban),2016,,,,,,,,,,,,2.5829701,,,,
Argentina (urban),2017,,,,,,,,,,,,2.5241,,,,
Argentina (urban),2018,,,,,,,,,,,,3.2455258,,,,
Argentina (urban),2019,,,,,,,,,,,,3.832258,,,,
Argentina (urban),2020,,,,,,,,,,,,4.2328777,,,,
Argentina (urban),2021,,,,,,,,,,,,3.276598,,,,
Argentina (urban),2022,,,,,,,,,,,,2.900393,,,,
Argentina (urban),2023,,,,,,,,,,,,3.1111338,,,,
Argentina (urban),2024,,,,,,,,,,,,2.7599232,,,,
Armenia,1996,,,,,,,,,37.052,,,,,,,
Armenia,1999,,44.841946,,,,,,,,,,,,,,
Armenia,2001,,47.34153,,,,,,,,,,,,,,
Armenia,2002,,43.733044,,,,,,,,,,,,,,
Armenia,2003,,39.68906,,,,,,,,,,,,,,
Armenia,2004,,29.04448,,,,,,,,,,,,,,
Armenia,2005,,19.423965,,,,,,,,,,,,,,
