country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8
Albania,1996,11.875356,,,,,,,
Albania,2002,,15.062597,,,,,,
Albania,2005,,9.42284,,,,,,
Albania,2008,,5.8769546,,,,,,
Albania,2012,,6.5356,,,,,,
Albania,2014,,,12.498381,,,,,
Albania,2015,,,4.719039,,,,,
Albania,2016,,,5.8496895,,,,,
Albania,2017,,,4.712046,,,,,
Albania,2018,,,,3.532371,,,,
Albania,2019,,,,1.7715371,,,,
Albania,2020,,,,2.1230366,,,,
Algeria,1988,25.952,,,,,,,
Algeria,1995,,24.9,,,,,,
Algeria,2011,,,4.671,,,,,
Angola,2000,40.345615,,,,,,,
Angola,2008,,38.2233,,,,,,
Angola,2018,,,53.67018,,,,,
Armenia,1999,,44.841946,,,,,,
Armenia,2001,,47.34153,,,,,,
Armenia,2002,,43.733044,,,,,,
Armenia,2003,,39.68906,,,,,,
Armenia,2004,,29.04448,,,,,,
Armenia,2005,,19.423965,,,,,,
Armenia,2006,,15.503426,,,,,,
Armenia,2007,,13.744018,,,,,,
Armenia,2008,,9.306331,,,,,,
Armenia,2009,,13.882336,,,,,,
Armenia,2010,,14.107673,,,,,,
Armenia,2011,,13.144565,,,,,,
Armenia,2012,,11.238299,,,,,,
Armenia,2013,,11.369174,,,,,,
Armenia,2014,,11.412307,,,,,,
Armenia,2015,,9.462474,,,,,,
Armenia,2016,,9.570899,,,,,,
Armenia,2017,,8.083149,,,,,,
Armenia,2018,,9.429496,,,,,,
Armenia,2019,,,9.828052,,,,,
Armenia,2020,,,6.724199,,,,,
Armenia,2021,,,8.771098,,,,,
Armenia,2022,,,10.049393,,,,,
Armenia,2023,,,8.418391,,,,,
Azerbaijan,1995,37.798347,,,,,,,
Azerbaijan,2001,,27.90798,,,,,,
Azerbaijan,2002,,2.4868424,,,,,,
Azerbaijan,2003,,3.0624547,,,,,,
Azerbaijan,2004,,0.89909637,,,,,,
Azerbaijan,2005,,0.28934294,,,,,,
Bangladesh,1983,77.319,,,,,,,
Bangladesh,1985,71.908,,,,,,,
Bangladesh,1988,77.506,,,,,,,
Bangladesh,1991,,77.8161,,,,,,
Bangladesh,1995,,69.61701,,,,,,
Bangladesh,2000,,,66.46198,,,,,
Bangladesh,2005,,,59.024704,,,,,
Bangladesh,2010,,,52.129776,,,,,
Bangladesh,2016,,,44.749573,,,,,
Bangladesh,2022,,,,20.457706,,,,
Barbados,2016,3.1580217,,,,,,,
Belarus,1998,,62.229687,,,,,,
Belarus,1999,,56.58242,,,,,,
Belarus,2000,,49.46166,,,,,,
Belarus,2001,,33.040367,,,,,,
Belarus,2002,,26.688763,,,,,,
Belarus,2003,,22.568308,,,,,,
Belarus,2004,,13.639448,,,,,,
Belarus,2005,,8.185132,,,,,,
Belarus,2006,,4.921986,,,,,,
Belarus,2007,,3.3251622,,,,,,
Belarus,2008,,2.425913,,,,,,
Belarus,2009,,2.2363298,,,,,,
Belarus,2010,,1.3157495,,,,,,
Belarus,2011,,0.8936637,,,,,,
Belarus,2012,,0.26264074,,,,,,
Belarus,2013,,0.14919321,,,,,,
Belarus,2014,,0.053419843,,,,,,
Belarus,2015,,0.29748327,,,,,,
Belarus,2016,,0.28041762,,,,,,
Belarus,2017,,0.15320748,,,,,,
Belarus,2018,,0.14818172,,,,,,
Belarus,2019,,0.018242965,,,,,,
Belarus,2020,,0.06587854,,,,,,
Belize,1995,,26.525726,,,,,,
Belize,2018,,,,4.0121174,,,,
Benin,2003,84.15462,,,,,,,
Benin,2011,,80.31035,,,,,,
Benin,2015,,83.396484,,,,,,
Benin,2018,,,58.47279,,,,,
Benin,2021,,,49.998627,,,,,
Bhutan,2003,41.619167,,,,,,,
Bhutan,2007,,26.758873,,,,,,
Bhutan,2012,,12.067408,,,,,,
