country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7,income_spell_8
Albania,1996,0.0,,,,,,,,,,,,,,,
Albania,2002,,0.046370625,,,,,,,,,,,,,,
Albania,2005,,0.0,,,,,,,,,,,,,,
Albania,2008,,0.0,,,,,,,,,,,,,,
Albania,2012,,0.024100756,,,,,,,,,,,,,,
Albania,2014,,,0.0,,,,,,,,,,,,,
Albania,2015,,,0.0,,,,,,,,,,,,,
Albania,2016,,,0.0,,,,,,,,,,1.5220032,,,
Albania,2017,,,0.0,,,,,,,,,,1.0063288,,,
Albania,2018,,,,0.0,,,,,,,,,0.6158349,,,
Albania,2019,,,,0.0,,,,,,,,,,,,
Albania,2020,,,,0.0,,,,,,,,,,,,
Algeria,1988,0.0,,,,,,,,,,,,,,,
Algeria,1995,,0.0,,,,,,,,,,,,,,
Algeria,2011,,,0.0,,,,,,,,,,,,,
Angola,2000,6.2640824,,,,,,,,,,,,,,,
Angola,2008,,0.96480685,,,,,,,,,,,,,,
Angola,2018,,,6.860514,,,,,,,,,,,,,
Argentina (urban),1980,,,,,,,,,0.0,,,,,,,
Argentina (urban),1986,,,,,,,,,1.1022475,,,,,,,
Argentina (urban),1987,,,,,,,,,0.7880118,,,,,,,
Argentina (urban),1991,,,,,,,,,0.5253178,,,,,,,
Argentina (urban),1992,,,,,,,,,,0.98293054,,,,,,
Argentina (urban),1993,,,,,,,,,,0.9487288,,,,,,
Argentina (urban),1994,,,,,,,,,,1.2191643,,,,,,
Argentina (urban),1995,,,,,,,,,,1.6950723,,,,,,
Argentina (urban),1996,,,,,,,,,,2.526913,,,,,,
Argentina (urban),1997,,,,,,,,,,1.9900504,,,,,,
Argentina (urban),1998,,,,,,,,,,,1.5370125,,,,,
Argentina (urban),1999,,,,,,,,,,,1.8731941,,,,,
Argentina (urban),2000,,,,,,,,,,,2.1581407,,,,,
Argentina (urban),2001,,,,,,,,,,,3.6277764,,,,,
Argentina (urban),2002,,,,,,,,,,,2.8241467,,,,,
Argentina (urban),2003,,,,,,,,,,,,1.0228592,,,,
Argentina (urban),2004,,,,,,,,,,,,0.738852,,,,
Argentina (urban),2005,,,,,,,,,,,,0.5061208,,,,
Argentina (urban),2006,,,,,,,,,,,,0.41215965,,,,
Argentina (urban),2007,,,,,,,,,,,,0.44327766,,,,
Argentina (urban),2008,,,,,,,,,,,,0.36466894,,,,
Argentina (urban),2009,,,,,,,,,,,,0.249373,,,,
Argentina (urban),2010,,,,,,,,,,,,0.1877294,,,,
Argentina (urban),2011,,,,,,,,,,,,0.14686188,,,,
Argentina (urban),2012,,,,,,,,,,,,0.2386204,,,,
Argentina (urban),2013,,,,,,,,,,,,0.21571194,,,,
Argentina (urban),2014,,,,,,,,,,,,0.2009028,,,,
Argentina (urban),2016,,,,,,,,,,,,0.21381767,,,,
Argentina (urban),2017,,,,,,,,,,,,0.1687226,,,,
Argentina (urban),2018,,,,,,,,,,,,0.22240314,,,,
Argentina (urban),2019,,,,,,,,,,,,0.26823872,,,,
Argentina (urban),2020,,,,,,,,,,,,0.24592224,,,,
Argentina (urban),2021,,,,,,,,,,,,0.29755497,,,,
Argentina (urban),2022,,,,,,,,,,,,0.14470191,,,,
Argentina (urban),2023,,,,,,,,,,,,0.2100599,,,,
Argentina (urban),2024,,,,,,,,,,,,0.17353791,,,,
Armenia,1996,,,,,,,,,0.0,,,,,,,
