country,year,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7,income_spell_8
Albania,2016,,,,,1.5220032,,,
Albania,2017,,,,,1.0063288,,,
Albania,2018,,,,,0.6158349,,,
Argentina (urban),1980,0.0,,,,,,,
Argentina (urban),1986,1.1022475,,,,,,,
Argentina (urban),1987,0.7880118,,,,,,,
Argentina (urban),1991,0.5253178,,,,,,,
Argentina (urban),1992,,0.98293054,,,,,,
Argentina (urban),1993,,0.9487288,,,,,,
Argentina (urban),1994,,1.2191643,,,,,,
Argentina (urban),1995,,1.6950723,,,,,,
Argentina (urban),1996,,2.526913,,,,,,
Argentina (urban),1997,,1.9900504,,,,,,
Argentina (urban),1998,,,1.5370125,,,,,
Argentina (urban),1999,,,1.8731941,,,,,
Argentina (urban),2000,,,2.1581407,,,,,
Argentina (urban),2001,,,3.6277764,,,,,
Argentina (urban),2002,,,2.8241467,,,,,
Argentina (urban),2003,,,,1.0228592,,,,
Argentina (urban),2004,,,,0.738852,,,,
Argentina (urban),2005,,,,0.5061208,,,,
Argentina (urban),2006,,,,0.41215965,,,,
Argentina (urban),2007,,,,0.44327766,,,,
Argentina (urban),2008,,,,0.36466894,,,,
Argentina (urban),2009,,,,0.249373,,,,
Argentina (urban),2010,,,,0.1877294,,,,
Argentina (urban),2011,,,,0.14686188,,,,
Argentina (urban),2012,,,,0.2386204,,,,
Argentina (urban),2013,,,,0.21571194,,,,
Argentina (urban),2014,,,,0.2009028,,,,
Argentina (urban),2016,,,,0.21381767,,,,
Argentina (urban),2017,,,,0.1687226,,,,
Argentina (urban),2018,,,,0.22240314,,,,
Argentina (urban),2019,,,,0.26823872,,,,
Argentina (urban),2020,,,,0.24592224,,,,
Argentina (urban),2021,,,,0.29755497,,,,
Argentina (urban),2022,,,,0.14470191,,,,
Argentina (urban),2023,,,,0.2100599,,,,
Argentina (urban),2024,,,,0.17353791,,,,
Armenia,1996,0.0,,,,,,,
Australia,1981,0.4959521,,,,,,,
Australia,1985,,0.33682424,,,,,,
Australia,1989,,,0.49822837,,,,,
Australia,1995,,,,0.49672848,,,,
Australia,2001,,,,0.49911687,,,,
Australia,2003,,,,0.7399072,,,,
Australia,2004,,,,0.4992759,,,,
Australia,2008,,,,0.36123243,,,,
Australia,2010,,,,0.34916842,,,,
Australia,2014,,,,0.24392873,,,,
Australia,2016,,,,0.24475048,,,,
Australia,2018,,,,0.49709398,,,,
Australia,2020,,,,0.49936438,,,,
Austria,1994,,0.0,,,,,,
Austria,1995,,0.0,,,,,,
Austria,1996,,0.0,,,,,,
Austria,1997,,0.0,,,,,,
Austria,1998,,0.0,,,,,,
Austria,1999,,0.0,,,,,,
Austria,2000,,0.0,,,,,,
Austria,2003,,,0.27752563,,,,,
Austria,2004,,,0.071554616,,,,,
Austria,2005,,,0.106911674,,,,,
Austria,2006,,,0.0135735795,,,,,
Austria,2007,,,0.26251307,,,,,
Austria,2008,,,0.19801457,,,,,
Austria,2009,,,0.44705743,,,,,
Austria,2010,,,0.34388834,,,,,
Austria,2011,,,0.3232323,,,,,
Austria,2012,,,0.45740896,,,,,
Austria,2013,,,0.25434843,,,,,
Austria,2014,,,0.13353008,,,,,
Austria,2015,,,0.56102145,,,,,
Austria,2016,,,0.54629767,,,,,
Austria,2017,,,0.21324298,,,,,
Austria,2018,,,0.48098323,,,,,
Austria,2019,,,0.52955985,,,,,
Austria,2020,,,0.6115085,,,,,
Austria,2021,,,0.38195097,,,,,
Austria,2022,,,0.070959635,,,,,
Austria,2023,,,0.42883027,,,,,
Belarus,1993,0.0,,,,,,,
Belarus,1995,0.0,,,,,,,
Belgium,1985,0.2401878,,,,,,,
Belgium,1988,0.4778089,,,,,,,
Belgium,1992,0.69567883,,,,,,,
Belgium,1995,,0.41241008,,,,,,
Belgium,1997,0.23988642,,,,,,,
Belgium,2000,,0.305506,,,,,,
Belgium,2003,,,0.13478118,,,,,
Belgium,2004,,,0.016555287,,,,,
Belgium,2005,,,0.13458045,,,,,
Belgium,2006,,,0.11882828,,,,,
Belgium,2007,,,0.065547734,,,,,
Belgium,2008,,,0.074143186,,,,,
Belgium,2009,,,0.055821072,,,,,
Belgium,2010,,,0.096610196,,,,,
Belgium,2011,,,0.07231614,,,,,
Belgium,2012,,,0.14023276,,,,,
Belgium,2013,,,0.13133752,,,,,
Belgium,2014,,,0.03521665,,,,,
Belgium,2015,,,0.07075855,,,,,
Belgium,2016,,,0.057047367,,,,,
Belgium,2017,,,0.14786859,,,,,
Belgium,2018,,,0.06444814,,,,,
Belgium,2019,,,0.05232638,,,,,
Belgium,2020,,,0.009730559,,,,,
Belgium,2021,,,0.022664469,,,,,
Belgium,2022,,,0.009996386,,,,,
Belgium,2023,,,0.0031085075,,,,,
Belize,1993,4.0961204,,,,,,,
Belize,1994,3.4943655,,,,,,,
Belize,1996,,,4.617363,,,,,
Belize,1997,7.3328576,,,,,,,
Belize,1998,4.481855,,,,,,,
Belize,1999,5.4803133,,,,,,,
Bolivia,1997,,7.3177586,,,,,,
Bolivia,1999,,,12.307593,,,,,
Bolivia,2000,,,,15.059068,,,,
Bolivia,2001,,,,8.710788,,,,
Bolivia,2002,,,,9.878848,,,,
Bolivia,2004,,,,,3.1265218,,,
Bolivia,2005,,,,,,6.379181,,
Bolivia,2006,,,,,,5.332897,,
Bolivia,2007,,,,,,3.7104301,,
Bolivia,2008,,,,,,2.969082,,
Bolivia,2009,,,,,,2.5961914,,
Bolivia,2011,,,,,,1.4728082,,
Bolivia,2012,,,,,,2.3021932,,
Bolivia,2013,,,,,,1.690287,,
Bolivia,2014,,,,,,1.0286865,,
Bolivia,2015,,,,,,1.7570125,,
Bolivia,2016,,,,,,1.9246354,,
Bolivia,2017,,,,,,1.2356906,,
Bolivia,2018,,,,,,0.977364,,
Bolivia,2019,,,,,,0.24879104,,
Bolivia,2020,,,,,,0.11375279,,
Bolivia,2021,,,,,,0.21534443,,
Bolivia,2022,,,,,,0.47936404,,
Bolivia,2023,,,,,,0.012186208,,
Bolivia (urban),1990,0.0,,,,,,,
Bolivia (urban),1992,1.6487073,,,,,,,
Brazil,1981,5.857952,,,,,,,
Brazil,1982,5.7758427,,,,,,,
Brazil,1983,7.5794144,,,,,,,
Brazil,1984,6.986568,,,,,,,
Brazil,1985,5.8477845,,,,,,,
Brazil,1986,2.5530837,,,,,,,
Brazil,1987,4.948268,,,,,,,
Brazil,1988,6.3119574,,,,,,,
Brazil,1989,5.479891,,,,,,,
Brazil,1990,5.8940673,,,,,,,
Brazil,1992,6.961137,,,,,,,
Brazil,1993,6.367535,,,,,,,
Brazil,1995,3.636553,,,,,,,
Brazil,1996,4.313646,,,,,,,
Brazil,1997,4.2076926,,,,,,,
Brazil,1998,3.4845848,,,,,,,
Brazil,1999,3.594731,,,,,,,
Brazil,2001,3.2805808,,,,,,,
Brazil,2002,2.573963,,,,,,,
Brazil,2003,2.9951046,,,,,,,
Brazil,2004,2.4333184,,,,,,,
Brazil,2005,2.0420396,,,,,,,
Brazil,2006,1.7862234,,,,,,,
Brazil,2007,2.1297836,,,,,,,
Brazil,2008,1.562455,,,,,,,
Brazil,2009,1.4497387,,,,,,,
Brazil,2011,1.3533068,,,,,,,
Brazil,2012,,0.7642604,,,,,,
Brazil,2013,,0.55885434,,,,,,
Brazil,2014,,0.48460308,,,,,,
Brazil,2015,,0.60148466,,,,,,
Brazil,2016,,0.8770007,,,,,,
Brazil,2017,,1.0145258,,,,,,
Brazil,2018,,1.0230107,,,,,,
Brazil,2019,,1.1000469,,,,,,
Brazil,2020,,0.30335778,,,,,,
Brazil,2021,,0.8350838,,,,,,
Brazil,2022,,0.6322451,,,,,,
Brazil,2023,,0.56242883,,,,,,
Bulgaria,1992,,0.0,,,,,,
Bulgaria,2006,,,,,,2.114168,,
Bulgaria,2007,,,,,,0.51192415,,
Bulgaria,2008,,,,,,0.2749173,,
Bulgaria,2009,,,,,,0.02958967,,
