country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7,income_spell_8
Albania,1996,94022,,,,,,,,,,,,,,,
Albania,2002,,127981,,,,,,,,,,,,,,
Albania,2005,,79811,,,,,,,,,,,,,,
Albania,2008,,24383,,,,,,,,,,,,,,
Albania,2012,,52050,,,,,,,,,,,,,,
Albania,2014,,,106207,,,,,,,,,,,,,
Albania,2015,,,32116,,,,,,,,,,,,,
Albania,2016,,,32805,,,,,,,,,,297688,,,
Albania,2017,,,41505,,,,,,,,,,254824,,,
Albania,2018,,,,28951,,,,,,,,,188908,,,
Albania,2019,,,,7774,,,,,,,,,,,,
Albania,2020,,,,9675,,,,,,,,,,,,
Algeria,1988,2956552,,,,,,,,,,,,,,,
Algeria,1995,,3361476,,,,,,,,,,,,,,
Algeria,2011,,,0,,,,,,,,,,,,,
Angola,2000,4396533,,,,,,,,,,,,,,,
Angola,2008,,4856783,,,,,,,,,,,,,,
Angola,2018,,,12370168,,,,,,,,,,,,,
Argentina (urban),1980,,,,,,,,,0,,,,,,,
Argentina (urban),1986,,,,,,,,,332967,,,,,,,
Argentina (urban),1987,,,,,,,,,399474,,,,,,,
Argentina (urban),1991,,,,,,,,,371912,,,,,,,
Argentina (urban),1992,,,,,,,,,,735617,,,,,,
Argentina (urban),1993,,,,,,,,,,872868,,,,,,
Argentina (urban),1994,,,,,,,,,,823949,,,,,,
Argentina (urban),1995,,,,,,,,,,1582863,,,,,,
Argentina (urban),1996,,,,,,,,,,1698221,,,,,,
Argentina (urban),1997,,,,,,,,,,1659340,,,,,,
Argentina (urban),1998,,,,,,,,,,,1827357,,,,,
Argentina (urban),1999,,,,,,,,,,,1933148,,,,,
Argentina (urban),2000,,,,,,,,,,,2436819,,,,,
Argentina (urban),2001,,,,,,,,,,,3604821,,,,,
Argentina (urban),2002,,,,,,,,,,,5806569,,,,,
Argentina (urban),2003,,,,,,,,,,,,2821463,,,,
Argentina (urban),2004,,,,,,,,,,,,2099848,,,,
Argentina (urban),2005,,,,,,,,,,,,1562206,,,,
Argentina (urban),2006,,,,,,,,,,,,1238049,,,,
Argentina (urban),2007,,,,,,,,,,,,997655,,,,
Argentina (urban),2008,,,,,,,,,,,,959954,,,,
Argentina (urban),2009,,,,,,,,,,,,906921,,,,
Argentina (urban),2010,,,,,,,,,,,,575574,,,,
Argentina (urban),2011,,,,,,,,,,,,458596,,,,
Argentina (urban),2012,,,,,,,,,,,,487751,,,,
Argentina (urban),2013,,,,,,,,,,,,423223,,,,
Argentina (urban),2014,,,,,,,,,,,,416356,,,,
Argentina (urban),2016,,,,,,,,,,,,510450,,,,
Argentina (urban),2017,,,,,,,,,,,,452771,,,,
