country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8
Albania,1996,0.119104326,,,,,,,
Albania,2002,,0.1648116,,,,,,
Albania,2005,,0.15441276,,,,,,
Albania,2008,,0.14889339,,,,,,
Albania,2012,,0.13841707,,,,,,
Albania,2014,,,0.19866157,,,,,
Albania,2015,,,0.17549548,,,,,
Albania,2016,,,0.18758059,,,,,
Albania,2017,,,0.17990847,,,,,
Albania,2018,,,,0.15240441,,,,
Albania,2019,,,,0.1474588,,,,
Albania,2020,,,,0.14273629,,,,
Algeria,1988,0.23131159,,,,,,,
Algeria,1995,,0.20533898,,,,,,
Algeria,2011,,,0.12268162,,,,,
Angola,2000,0.5094919,,,,,,,
Angola,2008,,0.3116315,,,,,,
Angola,2018,,,0.47637492,,,,,
Armenia,1999,,0.21843003,,,,,,
Armenia,2001,,0.20633738,,,,,,
Armenia,2002,,0.20000215,,,,,,
Armenia,2003,,0.18209466,,,,,,
Armenia,2004,,0.23738344,,,,,,
Armenia,2005,,0.21776299,,,,,,
Armenia,2006,,0.14587267,,,,,,
Armenia,2007,,0.16013722,,,,,,
Armenia,2008,,0.13979462,,,,,,
Armenia,2009,,0.12776399,,,,,,
Armenia,2010,,0.1487553,,,,,,
Armenia,2011,,0.14157706,,,,,,
Armenia,2012,,0.14513485,,,,,,
Armenia,2013,,0.15655968,,,,,,
Armenia,2014,,0.16516644,,,,,,
Armenia,2015,,0.17637984,,,,,,
Armenia,2016,,0.18075645,,,,,,
Armenia,2017,,0.19080655,,,,,,
Armenia,2018,,0.20019828,,,,,,
Armenia,2019,,,0.15165228,,,,,
Armenia,2020,,,0.103866346,,,,,
Armenia,2021,,,0.12975481,,,,,
Armenia,2022,,,0.12874447,,,,,
Armenia,2023,,,0.1224333,,,,,
Azerbaijan,1995,0.20756446,,,,,,,
Azerbaijan,2001,,0.2184436,,,,,,
Azerbaijan,2002,,0.10629662,,,,,,
Azerbaijan,2003,,0.11823287,,,,,,
Azerbaijan,2004,,0.11815907,,,,,,
Azerbaijan,2005,,0.11649475,,,,,,
