country,year,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7,income_spell_8
Albania,2016,,,,,0.38565573,,,
Albania,2017,,,,,0.37095127,,,
Albania,2018,,,,,0.3598875,,,
Argentina (urban),1980,0.4083086,,,,,,,
Argentina (urban),1986,0.42797506,,,,,,,
Argentina (urban),1987,0.4526729,,,,,,,
Argentina (urban),1991,0.46754274,,,,,,,
Argentina (urban),1992,,0.45454842,,,,,,
Argentina (urban),1993,,0.44843096,,,,,,
Argentina (urban),1994,,0.4589804,,,,,,
Argentina (urban),1995,,0.48878098,,,,,,
Argentina (urban),1996,,0.49490517,,,,,,
Argentina (urban),1997,,0.49085242,,,,,,
Argentina (urban),1998,,,0.50712705,,,,,
Argentina (urban),1999,,,0.49765623,,,,,
Argentina (urban),2000,,,0.5103796,,,,,
Argentina (urban),2001,,,0.5329304,,,,,
Argentina (urban),2002,,,0.5375955,,,,,
Argentina (urban),2003,,,,0.50994456,,,,
Argentina (urban),2004,,,,0.48483533,,,,
Argentina (urban),2005,,,,0.47810286,,,,
Argentina (urban),2006,,,,0.46444497,,,,
Argentina (urban),2007,,,,0.46282586,,,,
Argentina (urban),2008,,,,0.44986764,,,,
Argentina (urban),2009,,,,0.43758938,,,,
Argentina (urban),2010,,,,0.43676555,,,,
Argentina (urban),2011,,,,0.4273792,,,,
Argentina (urban),2012,,,,0.41437364,,,,
Argentina (urban),2013,,,,0.4108646,,,,
Argentina (urban),2014,,,,0.41822484,,,,
Argentina (urban),2016,,,,0.42345008,,,,
Argentina (urban),2017,,,,0.41434798,,,,
Argentina (urban),2018,,,,0.4171897,,,,
Argentina (urban),2019,,,,0.43314135,,,,
Argentina (urban),2020,,,,0.42743686,,,,
Argentina (urban),2021,,,,0.4244556,,,,
Argentina (urban),2022,,,,0.4073646,,,,
Argentina (urban),2023,,,,0.42390975,,,,
Argentina (urban),2024,,,,0.42353317,,,,
Armenia,1996,0.44418582,,,,,,,
Australia,1981,0.31324694,,,,,,,
Australia,1985,,0.3249635,,,,,,
Australia,1989,,,0.33151868,,,,,
Australia,1995,,,,0.325785,,,,
Australia,2001,,,,0.33461928,,,,
Australia,2003,,,,0.3349675,,,,
Australia,2004,,,,0.3305572,,,,
Australia,2008,,,,0.3542851,,,,
Australia,2010,,,,0.34656727,,,,
Australia,2014,,,,0.34398162,,,,
Australia,2016,,,,0.33685187,,,,
Australia,2018,,,,0.34332526,,,,
Australia,2020,,,,0.33829018,,,,
Austria,1994,,0.3082802,,,,,,
Austria,1995,,0.29914328,,,,,,
Austria,1996,,0.29317808,,,,,,
Austria,1997,,0.29065368,,,,,,
Austria,1998,,0.31340772,,,,,,
Austria,1999,,0.2967054,,,,,,
Austria,2000,,0.28964692,,,,,,
Austria,2003,,,0.29465628,,,,,
Austria,2004,,,0.29788846,,,,,
Austria,2005,,,0.28715208,,,,,
Austria,2006,,,0.2958756,,,,,
Austria,2007,,,0.3057945,,,,,
Austria,2008,,,0.30437094,,,,,
Austria,2009,,,0.31494907,,,,,
Austria,2010,,,0.30251664,,,,,
Austria,2011,,,0.30801058,,,,,
Austria,2012,,,0.30475616,,,,,
Austria,2013,,,0.30752906,,,,,
Austria,2014,,,0.30535373,,,,,
Austria,2015,,,0.3053083,,,,,
Austria,2016,,,0.3079514,,,,,
Austria,2017,,,0.2973693,,,,,
Austria,2018,,,0.3084742,,,,,
Austria,2019,,,0.30210516,,,,,
Austria,2020,,,0.29800698,,,,,
Austria,2021,,,0.30701682,,,,,
Austria,2022,,,0.3089293,,,,,
Austria,2023,,,0.3120468,,,,,
Belarus,1993,0.2160372,,,,,,,
Belarus,1995,0.28701335,,,,,,,
Belgium,1985,0.2520385,,,,,,,
Belgium,1988,0.25711665,,,,,,,
Belgium,1992,0.24946482,,,,,,,
Belgium,1995,,0.2841082,,,,,,
Belgium,1997,0.26832196,,,,,,,
Belgium,2000,,0.33135977,,,,,,
Belgium,2003,,,0.28143343,,,,,
Belgium,2004,,,0.3054143,,,,,
Belgium,2005,,,0.2933692,,,,,
Belgium,2006,,,0.28054053,,,,,
Belgium,2007,,,0.2923768,,,,,
Belgium,2008,,,0.2837373,,,,,
Belgium,2009,,,0.2855119,,,,,
Belgium,2010,,,0.2837483,,,,,
Belgium,2011,,,0.2806044,,,,,
Belgium,2012,,,0.274905,,,,,
Belgium,2013,,,0.27668858,,,,,
Belgium,2014,,,0.28134012,,,,,
Belgium,2015,,,0.2772931,,,,,
Belgium,2016,,,0.2758074,,,,,
Belgium,2017,,,0.2738765,,,,,
Belgium,2018,,,0.272142,,,,,
Belgium,2019,,,0.27219555,,,,,
Belgium,2020,,,0.2595828,,,,,
Belgium,2021,,,0.26577634,,,,,
Belgium,2022,,,0.26375556,,,,,
Belgium,2023,,,0.26823103,,,,,
Belize,1993,0.6023164,,,,,,,
Belize,1994,0.6087281,,,,,,,
Belize,1996,,,0.56554127,,,,,
Belize,1997,0.6036245,,,,,,,
Belize,1998,0.54871255,,,,,,,
Belize,1999,0.5323522,,,,,,,
Bolivia,1997,,0.58141714,,,,,,
Bolivia,1999,,,0.58036,,,,,
Bolivia,2000,,,,0.6156524,,,,
Bolivia,2001,,,,0.5736684,,,,
Bolivia,2002,,,,0.59274924,,,,
Bolivia,2004,,,,,0.5500035,,,
Bolivia,2005,,,,,,0.58518565,,
Bolivia,2006,,,,,,0.5666029,,
Bolivia,2007,,,,,,0.54532504,,
Bolivia,2008,,,,,,0.5081494,,
Bolivia,2009,,,,,,0.49220297,,
Bolivia,2011,,,,,,0.46080363,,
Bolivia,2012,,,,,,0.4657997,,
Bolivia,2013,,,,,,0.4758858,,
Bolivia,2014,,,,,,0.4782917,,
Bolivia,2015,,,,,,0.46731645,,
Bolivia,2016,,,,,,0.45240822,,
Bolivia,2017,,,,,,0.44617796,,
Bolivia,2018,,,,,,0.42579088,,
Bolivia,2019,,,,,,0.41644302,,
Bolivia,2020,,,,,,0.4364544,,
Bolivia,2021,,,,,,0.40913323,,
Bolivia,2022,,,,,,0.41208377,,
Bolivia,2023,,,,,,0.42050114,,
Bolivia (urban),1990,0.42035723,,,,,,,
Bolivia (urban),1992,0.49072397,,,,,,,
Brazil,1981,0.57864046,,,,,,,
Brazil,1982,0.58356094,,,,,,,
Brazil,1983,0.58903974,,,,,,,
Brazil,1984,0.5829912,,,,,,,
Brazil,1985,0.55526423,,,,,,,
Brazil,1986,0.58432895,,,,,,,
Brazil,1987,0.5964315,,,,,,,
Brazil,1988,0.613723,,,,,,,
Brazil,1989,0.63245785,,,,,,,
Brazil,1990,0.60450876,,,,,,,
Brazil,1992,0.5310342,,,,,,,
Brazil,1993,0.60066897,,,,,,,
Brazil,1995,0.59531194,,,,,,,
Brazil,1996,0.5983838,,,,,,,
Brazil,1997,0.5975472,,,,,,,
Brazil,1998,0.59566253,,,,,,,
Brazil,1999,0.5895122,,,,,,,
Brazil,2001,0.5840288,,,,,,,
Brazil,2002,0.5810567,,,,,,,
Brazil,2003,0.57553387,,,,,,,
Brazil,2004,0.56471825,,,,,,,
Brazil,2005,0.5631013,,,,,,,
Brazil,2006,0.5564221,,,,,,,
Brazil,2007,0.54919165,,,,,,,
Brazil,2008,0.5403759,,,,,,,
Brazil,2009,0.53682,,,,,,,
Brazil,2011,0.5294177,,,,,,,
Brazil,2012,,0.5343539,,,,,,
Brazil,2013,,0.526834,,,,,,
Brazil,2014,,0.5202971,,,,,,
Brazil,2015,,0.51926535,,,,,,
Brazil,2016,,0.5336719,,,,,,
Brazil,2017,,0.5332116,,,,,,
Brazil,2018,,0.5388841,,,,,,
Brazil,2019,,0.5350941,,,,,,
Brazil,2020,,0.4890203,,,,,,
Brazil,2021,,0.52938807,,,,,,
Brazil,2022,,0.52015305,,,,,,
Brazil,2023,,0.5163944,,,,,,
Bulgaria,1992,,0.3071431,,,,,,
Bulgaria,2006,,,,,,0.35688826,,
Bulgaria,2007,,,,,,0.36095878,,
Bulgaria,2008,,,,,,0.3357257,,
Bulgaria,2009,,,,,,0.33823076,,
Bulgaria,2010,,,,,,0.35653466,,
Bulgaria,2011,,,,,,0.34274977,,
Bulgaria,2012,,,,,,0.36010975,,
Bulgaria,2013,,,,,,0.36570895,,
Bulgaria,2014,,,,,,0.37415853,,
Bulgaria,2015,,,,,,,0.38564378,
Bulgaria,2016,,,,,,,0.40589675,
Bulgaria,2017,,,,,,,0.40378964,
Bulgaria,2018,,,,,,,0.41284075,
Bulgaria,2019,,,,,,,0.40271118,
Bulgaria,2020,,,,,,,0.40523154,
Bulgaria,2021,,,,,,,0.39005446,
Bulgaria,2022,,,,,,,0.38201502,
Bulgaria,2023,,,,,,,0.39470536,
Canada,1971,0.37246722,,,,,,,
Canada,1973,0.34901816,,,,,,,
Canada,1975,0.34087202,,,,,,,
Canada,1977,0.33729297,,,,,,,
Canada,1979,0.33469138,,,,,,,
Canada,1981,0.3296308,,,,,,,
Canada,1982,0.32930598,,,,,,,
Canada,1984,0.33518428,,,,,,,
Canada,1985,0.33174872,,,,,,,
Canada,1986,0.31675813,,,,,,,
Canada,1987,0.31653872,,,,,,,
Canada,1988,0.3119787,,,,,,,
Canada,1989,0.31012514,,,,,,,
Canada,1990,0.31365356,,,,,,,
Canada,1991,0.3194339,,,,,,,
Canada,1992,0.31564316,,,,,,,
Canada,1993,0.31675923,,,,,,,
Canada,1994,0.31303805,,,,,,,
Canada,1995,0.31509578,,,,,,,
Canada,1996,,0.32768053,,,,,,
Canada,1997,,0.33116943,,,,,,
Canada,1998,,0.33217245,,,,,,
Canada,1999,,0.33060935,,,,,,
Canada,2000,,0.33418295,,,,,,
Canada,2001,,0.33554783,,,,,,
Canada,2002,,0.3356031,,,,,,
Canada,2003,,0.33809465,,,,,,
Canada,2004,,0.33776483,,,,,,
Canada,2005,,0.33621806,,,,,,
Canada,2006,,0.3409054,,,,,,
Canada,2007,,0.33841008,,,,,,
Canada,2008,,0.33930567,,,,,,
Canada,2009,,0.33952153,,,,,,
Canada,2010,,0.33592603,,,,,,
Canada,2011,,0.32657078,,,,,,
