country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8
Albania,1996,0.27010342,,,,,,,
Albania,2002,,0.3173898,,,,,,
Albania,2005,,0.30595654,,,,,,
Albania,2008,,0.2998467,,,,,,
Albania,2012,,0.28960484,,,,,,
Albania,2014,,,0.34598896,,,,,
Albania,2015,,,0.32753733,,,,,
Albania,2016,,,0.33736297,,,,,
Albania,2017,,,0.33055663,,,,,
Albania,2018,,,,0.30148283,,,,
Albania,2019,,,,0.30115768,,,,
Albania,2020,,,,0.2941963,,,,
Algeria,1988,0.37356994,,,,,,,
Algeria,1995,,0.35330054,,,,,,
Algeria,2011,,,0.27615732,,,,,
Angola,2000,0.5194515,,,,,,,
Angola,2008,,0.42715514,,,,,,
Angola,2018,,,0.51264286,,,,,
Armenia,1999,,0.36219725,,,,,,
Armenia,2001,,0.3536436,,,,,,
Armenia,2002,,0.34779674,,,,,,
Armenia,2003,,0.33028087,,,,,,
Armenia,2004,,0.37505633,,,,,,
Armenia,2005,,0.35992354,,,,,,
Armenia,2006,,0.29709986,,,,,,
Armenia,2007,,0.31226057,,,,,,
Armenia,2008,,0.2918814,,,,,,
Armenia,2009,,0.2801588,,,,,,
Armenia,2010,,0.29992583,,,,,,
Armenia,2011,,0.29352945,,,,,,
Armenia,2012,,0.29602262,,,,,,
Armenia,2013,,0.30579662,,,,,,
Armenia,2014,,0.3148329,,,,,,
Armenia,2015,,0.32356772,,,,,,
Armenia,2016,,0.32547948,,,,,,
Armenia,2017,,0.3362184,,,,,,
Armenia,2018,,0.344335,,,,,,
Armenia,2019,,,0.30031213,,,,,
Armenia,2020,,,0.25131604,,,,,
Armenia,2021,,,0.2794013,,,,,
Armenia,2022,,,0.27945295,,,,,
Armenia,2023,,,0.2715465,,,,,
Azerbaijan,1995,0.34648824,,,,,,,
Azerbaijan,2001,,0.36454937,,,,,,
Azerbaijan,2002,,0.25277665,,,,,,
Azerbaijan,2003,,0.2683288,,,,,,
Azerbaijan,2004,,0.26621592,,,,,,
Azerbaijan,2005,,0.26554906,,,,,,
Bangladesh,1983,0.2587649,,,,,,,
Bangladesh,1985,0.26917496,,,,,,,
Bangladesh,1988,0.28846547,,,,,,,
Bangladesh,1991,,0.27570805,,,,,,
Bangladesh,1995,,0.32942984,,,,,,
Bangladesh,2000,,,0.33406532,,,,,
Bangladesh,2005,,,0.33201292,,,,,
Bangladesh,2010,,,0.3213032,,,,,
Bangladesh,2016,,,0.32385272,,,,,
Bangladesh,2022,,,,0.30930254,,,,
