country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7,income_spell_8
Albania,1996,0.27010342,,,,,,,,,,,,,,,
Albania,2002,,0.3173898,,,,,,,,,,,,,,
Albania,2005,,0.30595654,,,,,,,,,,,,,,
Albania,2008,,0.2998467,,,,,,,,,,,,,,
Albania,2012,,0.28960484,,,,,,,,,,,,,,
Albania,2014,,,0.34598896,,,,,,,,,,,,,
Albania,2015,,,0.32753733,,,,,,,,,,,,,
Albania,2016,,,0.33736297,,,,,,,,,,0.38565573,,,
Albania,2017,,,0.33055663,,,,,,,,,,0.37095127,,,
Albania,2018,,,,0.30148283,,,,,,,,,0.3598875,,,
Albania,2019,,,,0.30115768,,,,,,,,,,,,
Albania,2020,,,,0.2941963,,,,,,,,,,,,
Algeria,1988,0.37356994,,,,,,,,,,,,,,,
Algeria,1995,,0.35330054,,,,,,,,,,,,,,
Algeria,2011,,,0.27615732,,,,,,,,,,,,,
Angola,2000,0.5194515,,,,,,,,,,,,,,,
Angola,2008,,0.42715514,,,,,,,,,,,,,,
Angola,2018,,,0.51264286,,,,,,,,,,,,,
Argentina (urban),1980,,,,,,,,,0.4083086,,,,,,,
Argentina (urban),1986,,,,,,,,,0.42797506,,,,,,,
Argentina (urban),1987,,,,,,,,,0.4526729,,,,,,,
Argentina (urban),1991,,,,,,,,,0.46754274,,,,,,,
Argentina (urban),1992,,,,,,,,,,0.45454842,,,,,,
Argentina (urban),1993,,,,,,,,,,0.44843096,,,,,,
Argentina (urban),1994,,,,,,,,,,0.4589804,,,,,,
Argentina (urban),1995,,,,,,,,,,0.48878098,,,,,,
Argentina (urban),1996,,,,,,,,,,0.49490517,,,,,,
Argentina (urban),1997,,,,,,,,,,0.49085242,,,,,,
Argentina (urban),1998,,,,,,,,,,,0.50712705,,,,,
Argentina (urban),1999,,,,,,,,,,,0.49765623,,,,,
Argentina (urban),2000,,,,,,,,,,,0.5103796,,,,,
Argentina (urban),2001,,,,,,,,,,,0.5329304,,,,,
Argentina (urban),2002,,,,,,,,,,,0.5375955,,,,,
Argentina (urban),2003,,,,,,,,,,,,0.50994456,,,,
Argentina (urban),2004,,,,,,,,,,,,0.48483533,,,,
Argentina (urban),2005,,,,,,,,,,,,0.47810286,,,,
Argentina (urban),2006,,,,,,,,,,,,0.46444497,,,,
Argentina (urban),2007,,,,,,,,,,,,0.46282586,,,,
