chartId,slug,chartType,queryStr,md5,svgFilename,durationReceiveData,durationTotal,heapUsed,totalDataFileSize
20,average-height-of-men-for-selected-countries,LineChart,,a56562e631afee75100ca05e5cd235cc,average-height-of-men-for-selected-countries_v14_850x600.svg,6,86,192970480,44637
27,trade-openness-in-europe,LineChart,,6d600288076fb66d5ddea3bf33f1bb66,trade-openness-in-europe_v8_850x600.svg,6,106,211287808,12931
31,share-of-the-population-with-no-formal-education-with-projections,WorldMap,,7db5f68b1fd574f8031554c3eff7eebe,share-of-the-population-with-no-formal-education-with-projections_v25_850x600.svg,14,176,209395760,232616
44,lung-cancer-deaths-per-100000-by-sex-1950-2002,LineChart,,0cc364d1dffc71132fba2e969cd43c13,lung-cancer-deaths-per-100000-by-sex-1950-2002_v17_850x600.svg,39,123,198865320,322506
46,mobile-cellular-subscriptions-by-country,WorldMap,,e0c4fa2a43ccc932f577add4adfed3f4,mobile-cellular-subscriptions-by-country_v27_850x600.svg,14,359,209825328,321807
51,correlation-between-child-mortality-and-mean-years-of-schooling-for-those-aged-15-and-older,ScatterPlot,,b86a43784258b71d9356311c4b651845,correlation-between-child-mortality-and-mean-years-of-schooling-for-those-aged-15-and-older_v40_850x600.svg,287,955,284757040,2422769
52,wage-of-craftsmen-relative-to-that-of-laborers-in-england-1200-2000,LineChart,,fe123b1498201a56ccd91b87fad0c132,wage-of-craftsmen-relative-to-that-of-laborers-in-england-1200-2000_v13_850x600.svg,4,97,197081184,2301
56,total-number-of-people-aged-15-with-no-education-in-millions-by-continent-1970-2050,StackedArea,,4c873d6b5a3d94cc854a92a96738b889,total-number-of-people-aged-15-with-no-education-in-millions-by-continent-1970-2050_v11_850x600.svg,12,122,198896808,211513
64,life-expectancy,LineChart,,939328dd1f704777cd2c10b72d326287,life-expectancy_v62_850x600.svg,35,235,210062328,675005
73,broadband-penetration-by-country,LineChart,,24b42fd3f63f7b30fbc9c35bf09a7beb,broadband-penetration-by-country_v34_850x600.svg,7,110,203537648,141323
75,pupil-teacher-ratio-for-primary-education-by-country,WorldMap,,7b0178a8e0fe75609b8ed449a0f0b7e6,pupil-teacher-ratio-for-primary-education-by-country_v16_850x600.svg,7,224,193177392,43073
92,united-nations-peacekeeping-forces,StackedBar,,ab031316d95aa16e316c50d01f3639a7,united-nations-peacekeeping-forces_v14_850x600.svg,8,100,194940392,6332
93,un-peacekeeping-forces,LineChart,,d159f688644bc169fa2084ef96e7c485,un-peacekeeping-forces_v12_850x600.svg,7,86,193680912,2280
94,number-un-peacekeeping-missions,LineChart,,41c074edbc7e7c8d7fa39914cedc31a4,number-un-peacekeeping-missions_v22_850x600.svg,5,38,212064776,2067
95,number-of-nuclear-weapons-tests,StackedBar,,c31e3a20c705504da60dc873194b98cc,number-of-nuclear-weapons-tests_v26_850x600.svg,4,186,227046896,16084
96,nuclear-warhead-stockpiles,StackedArea,,627104edd194e0a17cd3163c4132610e,nuclear-warhead-stockpiles_v57_850x600.svg,4,58,211385096,23688
97,reported-cases-of-measles,WorldMap,,7990c0dd0c2999b6e1807095a03209a4,reported-cases-of-measles_v15_850x600.svg,16,297,214471776,255514
114,airliner-hijackings-and-fatalities-from-them,StackedBar,,c5d594b8366b431c96ccbdd500da9058,airliner-hijackings-and-fatalities-from-them_v22_850x600.svg,5,281,203156416,4328
115,intercontinental-trade-per-capita-1500-1800,LineChart,,d189671bfa91d84932d291a2f610d288,intercontinental-trade-per-capita-1500-1800_v4_850x600.svg,4,49,201073168,613
126,life-expectancy-at-age-15,WorldMap,,b4715c18064ad9c90f276e403c11095c,life-expectancy-at-age-15_v22_850x600.svg,28,349,252992160,1255569
134,trade-as-share-of-gdp,WorldMap,,00595092b00615f2bb01873cebcccc75,trade-as-share-of-gdp_v22_850x600.svg,7,242,228688024,321097
136,foreign-direct-investment-net-inflows-as-share-of-gdp,WorldMap,,51591600614335850325f525ee3b6f51,foreign-direct-investment-net-inflows-as-share-of-gdp_v18_850x600.svg,15,253,222562024,331332
144,press-freedom-fh,WorldMap,,665657a35fa8e7b9d76e73e2de103bc7,press-freedom-fh_v24_850x600.svg,10,264,214633456,333418
150,disease-burden-to-communicable-diseases-vs-gdp,ScatterPlot,,ad460c9529828fc0b06ee0b249792020,disease-burden-to-communicable-diseases-vs-gdp_v42_850x600.svg,388,1072,332527752,2319980
160,incidence-of-child-labour,LineChart,,397c3531cba0f433ef5a975480bef423,incidence-of-child-labour_v12_850x600.svg,3,38,208080136,8224
164,share-of-working-children-who-work-only,LineChart,,2df436cb1046fd5126963d44cb19a9df,share-of-working-children-who-work-only_v13_850x600.svg,3,54,211698896,8480
177,incidence-of-child-labour-boys-vs-girls,ScatterPlot,,bf509ea2bd3b647a9ec84c8c03ed7dd6,incidence-of-child-labour-boys-vs-girls_v27_850x600.svg,250,794,293502936,1858162
179,incidence-of-child-labour-vs-gdp-per-capita,ScatterPlot,,56f01b53920ca9a5acf701cf500b3a99,incidence-of-child-labour-vs-gdp-per-capita_v28_850x600.svg,188,450,255100416,848759
185,the-share-of-people-living-in-extreme-poverty-vs-gdp-per-capita,ScatterPlot,,3f78df06efb25c71f71f9651a41debc3,the-share-of-people-living-in-extreme-poverty-vs-gdp-per-capita_v55_850x600.svg,232,899,353571096,2176385
189,gdp-per-capita-penn-world-table,WorldMap,,c751b804695c9b46b4e415d649bfac0d,gdp-per-capita-penn-world-table_v47_850x600.svg,20,187,229936368,361577
190,the-price-for-lighting-per-million-lumen-hours-in-the-uk-in-british-pound,LineChart,,600069d1f3ac80b8ec6d2fb5e851a510,the-price-for-lighting-per-million-lumen-hours-in-the-uk-in-british-pound_v6_850x600.svg,4,63,227248888,22773
194,population-growth-rates,LineChart,,a38b544b610645fa794cda396e9d4160,population-growth-rates_v41_850x600.svg,217,347,233576712,1141360
197,child-mortality-by-income-level-of-country,LineChart,,a594701229afb8c3e3a489ccd191282a,child-mortality-by-income-level-of-country_v20_850x600.svg,6,80,230557136,456974
205,us-healthcare-expenditure,StackedArea,,2a30b04bde2f7399ff41df461b65d099,us-healthcare-expenditure_v3_850x600.svg,4,37,237869240,1303
206,health-insurance-coverage-in-the-us,LineChart,,e8cd0aa285716dc0b269bc21d1c3f31c,health-insurance-coverage-in-the-us_v5_850x600.svg,4,77,226840328,2509
207,total-healthcare-expenditure-gdp,WorldMap,,b15b411016a5850cd77056b01dc9f94f,total-healthcare-expenditure-gdp_v19_850x600.svg,3,88,245664632,143669
209,share-of-public-expenditure-on-healthcare-by-country,WorldMap,,fcc48e5abe53d54363d32e909d740365,share-of-public-expenditure-on-healthcare-by-country_v17_850x600.svg,6,102,242920480,154000
210,share-of-out-of-pocket-expenditure-on-healthcare,WorldMap,,27ec4f673641507bff093321cca0550a,share-of-out-of-pocket-expenditure-on-healthcare_v14_850x600.svg,4,66,263367000,155105
212,healthcare-expenditure-vs-gdp,ScatterPlot,,b7446f113bda67eb0ea13d4e5028e86f,healthcare-expenditure-vs-gdp_v29_850x600.svg,554,1271,360918120,2237855
213,life-expectancy-vs-healthcare-expenditure,ScatterPlot,,804dff70d0ae075a833d956edf56993e,life-expectancy-vs-healthcare-expenditure_v35_850x600.svg,529,1190,354374616,2569450
214,child-mortality-vs-health-expenditure,ScatterPlot,,949264e75bfa5e11314bbbfcdee400b1,child-mortality-vs-health-expenditure_v36_850x600.svg,337,1118,248299216,2453724
216,global-malaria-deaths-by-world-region,StackedArea,,06d1a7243e04d0973775e58191aba3ce,global-malaria-deaths-by-world-region_v26_850x600.svg,20,69,250657096,3699
225,gdp-per-capita-worldbank,WorldMap,,a09aded70480e682bc33849636e38054,gdp-per-capita-worldbank_v55_850x600.svg,58,194,247116832,250403
226,children-born-per-woman,LineChart,,d68fe56317aa5da1c8bfdb863df46379,children-born-per-woman_v51_850x600.svg,15,95,242220608,560390
228,world-population-comparison-historical-sources,LineChart,,f5c40abf7fa07ef37a0f3f862a9388b4,world-population-comparison-historical-sources_v12_850x600.svg,15,82,279339816,44413
230,children-per-woman-un,WorldMap,,4dfe28f0848cd993dfa013bf868db970,children-per-woman-un_v38_850x600.svg,18,115,266236160,553570
231,children-per-woman-vs-human-development-index,ScatterPlot,,ebb5065b8043ab0116a113c3e600884e,children-per-woman-vs-human-development-index_v34_850x600.svg,349,941,376815120,2592164
232,world-population-level-education,StackedArea,,7fafbc63cb62f8323c4bd5637ea7a4de,world-population-level-education_v25_850x600.svg,105,291,313647272,1502600
235,children-died-before-five-per-woman,LineChart,,e4317a1baf6ded0ef733c0de3800c3ab,children-died-before-five-per-woman_v19_850x600.svg,6,54,260311704,563761
236,world-population-in-extreme-poverty-absolute,StackedArea,,296965758034569519c5c612fb3321ae,world-population-in-extreme-poverty-absolute_v20_850x600.svg,4,61,279730616,1870
241,labor-productivity-per-hour-pennworldtable,WorldMap,,fd9d3ed83941510dafc9d03eb500efd0,labor-productivity-per-hour-pennworldtable_v35_850x600.svg,6,82,273315672,163788
245,productivity-vs-annual-hours-worked,ScatterPlot,,f69ecf720397b211a5c1cda9bf02135d,productivity-vs-annual-hours-worked_v48_850x600.svg,486,1093,379975232,2160221
246,work-hours-per-week,LineChart,,81f33be60b2b70c4d7eff38581a0fa65,work-hours-per-week_v9_850x600.svg,5,78,266227928,4740
249,happiness-cantril-ladder,WorldMap,,b25954daba5aaafbedc5b56059d65dd9,happiness-cantril-ladder_v31_850x600.svg,2,56,283717896,62821
