viewId,chartType,queryStr,resolvedQueryStr,md5,svgFilename,durationReceiveData,durationTotal,heapUsed,totalDataFileSize
water-and-sanitation?Resource=Drinking+water&Level+of+Use%2FAccess=Safely+managed&Residence=Total&Relative+to+population=Share+of+population,LineChart,,,fc5cd0442de0d8ab64e30a891c2e1e0f,water-and-sanitation-836c0179312441f905faf494a5223499_v0_850x600.svg,,,,
water-and-sanitation?Resource=Drinking+water&Level+of+Use%2FAccess=Safely+managed&Residence=Total&Relative+to+population=Number+of+people,LineChart,,,7af3af98e1ce4f799be36064f63bbfff,water-and-sanitation-33aad92cb35f4e5ce3b3c97c51f17d81_v0_850x600.svg,,,,
water-and-sanitation?Resource=Drinking+water&Level+of+Use%2FAccess=Safely+managed&Residence=Urban&Relative+to+population=Share+of+population,LineChart,,,a6256c941e479d31a356fcd8719458de,water-and-sanitation-ae57d8419bc0fc2d4bd09f43a2e6ab05_v0_850x600.svg,,,,
water-and-sanitation?Resource=Drinking+water&Level+of+Use%2FAccess=Safely+managed&Residence=Urban&Relative+to+population=Number+of+people,LineChart,,,70a2a149e78a3f124d0b240f00abcc8a,water-and-sanitation-145b0cee224c4416915060070b860ce1_v0_850x600.svg,,,,
water-and-sanitation?Resource=Drinking+water&Level+of+Use%2FAccess=Safely+managed&Residence=Rural&Relative+to+population=Share+of+population,LineChart,,,472c36c7c129e57b8f0bfc78e184d1a4,water-and-sanitation-047fb809ac78a498057c86f624a11c65_v0_850x600.svg,,,,
water-and-sanitation?Resource=Drinking+water&Level+of+Use%2FAccess=Safely+managed&Residence=Rural&Relative+to+population=Number+of+people,LineChart,,,5ce3d2403f6e6f5f5d4b55acc4fc76c8,water-and-sanitation-2288ac12208a1013ddb05931e966eaee_v0_850x600.svg,,,,
water-and-sanitation?Resource=Drinking+water&Level+of+Use%2FAccess=Basic&Residence=Total&Relative+to+population=Share+of+population,LineChart,,,841a3ffbb535ea57949de6f9e37d2282,water-and-sanitation-c2521ff342f4d91fa3753abbd08d6f93_v0_850x600.svg,,,,
water-and-sanitation?Resource=Drinking+water&Level+of+Use%2FAccess=Basic&Residence=Total&Relative+to+population=Number+of+people,LineChart,,,5897d32a3c007ac9a5cc89cb5dd54fe1,water-and-sanitation-eee8b23892b908780ea95cd45c7d6d04_v0_850x600.svg,,,,
water-and-sanitation?Resource=Drinking+water&Level+of+Use%2FAccess=Basic&Residence=Urban&Relative+to+population=Share+of+population,LineChart,,,8468e14270dabf1ed3cb878b8a5baef9,water-and-sanitation-989f00938220b3fbfc191cd4e6a44cd7_v0_850x600.svg,,,,
water-and-sanitation?Resource=Drinking+water&Level+of+Use%2FAccess=Basic&Residence=Urban&Relative+to+population=Number+of+people,LineChart,,,74010db2b958f64195fb9ff356fd61ad,water-and-sanitation-f99e4326214e116eff2f062f2cec4028_v0_850x600.svg,,,,
water-and-sanitation?Resource=Drinking+water&Level+of+Use%2FAccess=Basic&Residence=Rural&Relative+to+population=Share+of+population,LineChart,,,e513ac775ccee39d4ea6c6cc2b8b9bc2,water-and-sanitation-23d272e1805e8fc6a1b8bcbaeb5e0cf9_v0_850x600.svg,,,,
water-and-sanitation?Resource=Drinking+water&Level+of+Use%2FAccess=Basic&Residence=Rural&Relative+to+population=Number+of+people,LineChart,,,c67fcb8a3e767fdd08a9645a058ae956,water-and-sanitation-fb7f1a9630a9eda34f8fb828ac21d723_v0_850x600.svg,,,,
water-and-sanitation?Resource=Drinking+water&Level+of+Use%2FAccess=Limited&Residence=Total&Relative+to+population=Share+of+population,LineChart,,,48844fd082a673283251bd7d83a2c9b7,water-and-sanitation-ab9d9a9652b3672e2a3d79aeda4de977_v0_850x600.svg,,,,
water-and-sanitation?Resource=Drinking+water&Level+of+Use%2FAccess=Limited&Residence=Total&Relative+to+population=Number+of+people,LineChart,,,efaab23a16cd51f429d32298bbca03eb,water-and-sanitation-aec37ceeee0c46efb22b954c36027c9c_v0_850x600.svg,,,,
water-and-sanitation?Resource=Drinking+water&Level+of+Use%2FAccess=Limited&Residence=Urban&Relative+to+population=Share+of+population,LineChart,,,2a46cdbe926a47e356b963d239cef1b3,water-and-sanitation-4c49c771312cbc1e6bda7c9e459beab6_v0_850x600.svg,,,,
water-and-sanitation?Resource=Drinking+water&Level+of+Use%2FAccess=Limited&Residence=Urban&Relative+to+population=Number+of+people,LineChart,,,29c44943bc9d169e9cbf6c21a8757632,water-and-sanitation-84cf748c7312df0dbb0d05c84eefd046_v0_850x600.svg,,,,
water-and-sanitation?Resource=Drinking+water&Level+of+Use%2FAccess=Limited&Residence=Rural&Relative+to+population=Share+of+population,LineChart,,,d464c69bc6d8d014ede6c417d7302b76,water-and-sanitation-f518864efcabefd8ab7db1f2d8211431_v0_850x600.svg,,,,
water-and-sanitation?Resource=Drinking+water&Level+of+Use%2FAccess=Limited&Residence=Rural&Relative+to+population=Number+of+people,LineChart,,,1a67ab918855a3d843e9b617352fa748,water-and-sanitation-92e2c1010bed05f20f981684832cb2fe_v0_850x600.svg,,,,
