chartId,slug,chartType,queryStr,md5,svgFilename,durationReceiveData,durationTotal,heapUsed,totalDataFileSize
20,average-height-of-men-for-selected-countries,LineChart,tab=chart&time=earliest&stackMode=absolute&yScale=linear&facet=none&uniformYAxis=0,d73cd959e2ed89b6d161cf7a9cd42bd2,average-height-of-men-for-selected-countries?tab=chart&time=earliest&stackMode=absolute&yScale=linear&facet=none&uniformYAxis=0_v12_850x600.svg,18,47,114628960,36472
20,average-height-of-men-for-selected-countries,LineChart,tab=chart&time=earliest&stackMode=absolute&yScale=linear&facet=entity&uniformYAxis=1,33042883c2dc22efd330918dcc65bd90,average-height-of-men-for-selected-countries?tab=chart&time=earliest&stackMode=absolute&yScale=linear&facet=entity&uniformYAxis=1_v12_850x600.svg,38,103,113327960,36472
20,average-height-of-men-for-selected-countries,LineChart,tab=chart&time=earliest&stackMode=absolute&yScale=linear&facet=entity&uniformYAxis=0,41eaf45987aa6a67b35869cd844b747f,average-height-of-men-for-selected-countries?tab=chart&time=earliest&stackMode=absolute&yScale=linear&facet=entity&uniformYAxis=0_v12_850x600.svg,18,85,108510392,36472
20,average-height-of-men-for-selected-countries,LineChart,tab=chart&time=earliest&stackMode=absolute&yScale=linear&facet=metric&uniformYAxis=1,30698183ee3704b325d9030247c6c1e2,average-height-of-men-for-selected-countries?tab=chart&time=earliest&stackMode=absolute&yScale=linear&facet=metric&uniformYAxis=1_v12_850x600.svg,31,65,115132440,36472
20,average-height-of-men-for-selected-countries,LineChart,tab=chart&time=earliest&stackMode=absolute&yScale=linear&facet=metric&uniformYAxis=0,400f99d8f76cc972e149a627a255816a,average-height-of-men-for-selected-countries?tab=chart&time=earliest&stackMode=absolute&yScale=linear&facet=metric&uniformYAxis=0_v12_850x600.svg,19,57,108831656,36472
20,average-height-of-men-for-selected-countries,LineChart,tab=chart&time=earliest&stackMode=absolute&yScale=log&facet=none&uniformYAxis=0,e3c24a32a01f851b483db617cbdf0079,average-height-of-men-for-selected-countries?tab=chart&time=earliest&stackMode=absolute&yScale=log&facet=none&uniformYAxis=0_v12_850x600.svg,13,38,109579456,36472
20,average-height-of-men-for-selected-countries,LineChart,tab=chart&time=earliest&stackMode=absolute&yScale=log&facet=entity&uniformYAxis=1,b413278249590b198e616dfe9f581c90,average-height-of-men-for-selected-countries?tab=chart&time=earliest&stackMode=absolute&yScale=log&facet=entity&uniformYAxis=1_v12_850x600.svg,15,53,114453304,36472
20,average-height-of-men-for-selected-countries,LineChart,tab=chart&time=earliest&stackMode=absolute&yScale=log&facet=entity&uniformYAxis=0,601450d410e62f10981dc0f648c5ba6a,average-height-of-men-for-selected-countries?tab=chart&time=earliest&stackMode=absolute&yScale=log&facet=entity&uniformYAxis=0_v12_850x600.svg,14,42,120071312,36472
20,average-height-of-men-for-selected-countries,LineChart,tab=chart&time=earliest&stackMode=absolute&yScale=log&facet=metric&uniformYAxis=1,78f03e1a47715b24c4e4f1f44114858d,average-height-of-men-for-selected-countries?tab=chart&time=earliest&stackMode=absolute&yScale=log&facet=metric&uniformYAxis=1_v12_850x600.svg,50,83,113300696,36472
20,average-height-of-men-for-selected-countries,LineChart,tab=chart&time=earliest&stackMode=absolute&yScale=log&facet=metric&uniformYAxis=0,dc7cfa31fb1c876895f5541cfd04ea12,average-height-of-men-for-selected-countries?tab=chart&time=earliest&stackMode=absolute&yScale=log&facet=metric&uniformYAxis=0_v12_850x600.svg,12,45,114465656,36472
20,average-height-of-men-for-selected-countries,LineChart,tab=chart&time=earliest&stackMode=relative&yScale=linear&facet=none&uniformYAxis=0,5de669c78838fbb353d9011500d92ab6,average-height-of-men-for-selected-countries?tab=chart&time=earliest&stackMode=relative&yScale=linear&facet=none&uniformYAxis=0_v12_850x600.svg,31,70,115134304,36472
20,average-height-of-men-for-selected-countries,LineChart,tab=chart&time=earliest&stackMode=relative&yScale=linear&facet=entity&uniformYAxis=1,102c56cee8e0bd2f9e7d47624b52f24e,average-height-of-men-for-selected-countries?tab=chart&time=earliest&stackMode=relative&yScale=linear&facet=entity&uniformYAxis=1_v12_850x600.svg,9,53,94805520,36472
20,average-height-of-men-for-selected-countries,LineChart,tab=chart&time=earliest&stackMode=relative&yScale=linear&facet=entity&uniformYAxis=0,14a155c170e856237cb2c04bc1589a8c,average-height-of-men-for-selected-countries?tab=chart&time=earliest&stackMode=relative&yScale=linear&facet=entity&uniformYAxis=0_v12_850x600.svg,12,38,111412976,36472
20,average-height-of-men-for-selected-countries,LineChart,tab=chart&time=earliest&stackMode=relative&yScale=linear&facet=metric&uniformYAxis=1,1a46a77f8f225bf0243a18b37c5e571a,average-height-of-men-for-selected-countries?tab=chart&time=earliest&stackMode=relative&yScale=linear&facet=metric&uniformYAxis=1_v12_850x600.svg,6,20,115556376,36472
20,average-height-of-men-for-selected-countries,LineChart,tab=chart&time=earliest&stackMode=relative&yScale=linear&facet=metric&uniformYAxis=0,f9b6580300bc85fa5000a98f9eacdeb6,average-height-of-men-for-selected-countries?tab=chart&time=earliest&stackMode=relative&yScale=linear&facet=metric&uniformYAxis=0_v12_850x600.svg,6,35,114105848,36472
20,average-height-of-men-for-selected-countries,LineChart,tab=chart&time=latest&stackMode=absolute&yScale=linear&facet=none&uniformYAxis=0,9999aceaee3acff09511a37ab3337ad8,average-height-of-men-for-selected-countries?tab=chart&time=latest&stackMode=absolute&yScale=linear&facet=none&uniformYAxis=0_v12_850x600.svg,4,18,119461408,36472
20,average-height-of-men-for-selected-countries,LineChart,tab=chart&time=latest&stackMode=absolute&yScale=linear&facet=entity&uniformYAxis=1,f01b55fa7b055f6e9bf3c0468e0763de,average-height-of-men-for-selected-countries?tab=chart&time=latest&stackMode=absolute&yScale=linear&facet=entity&uniformYAxis=1_v12_850x600.svg,7,18,117502256,36472
20,average-height-of-men-for-selected-countries,LineChart,tab=chart&time=latest&stackMode=absolute&yScale=linear&facet=entity&uniformYAxis=0,21d1e9fdc50a62e25be88f436c1e6e36,average-height-of-men-for-selected-countries?tab=chart&time=latest&stackMode=absolute&yScale=linear&facet=entity&uniformYAxis=0_v12_850x600.svg,11,42,111071632,36472
20,average-height-of-men-for-selected-countries,LineChart,tab=chart&time=latest&stackMode=absolute&yScale=linear&facet=metric&uniformYAxis=1,40859fb6e934ce846dc2968a308fa898,average-height-of-men-for-selected-countries?tab=chart&time=latest&stackMode=absolute&yScale=linear&facet=metric&uniformYAxis=1_v12_850x600.svg,4,17,115165072,36472
20,average-height-of-men-for-selected-countries,LineChart,tab=chart&time=latest&stackMode=absolute&yScale=linear&facet=metric&uniformYAxis=0,4fee32117a616ae7ce87ccd9eee1fa3c,average-height-of-men-for-selected-countries?tab=chart&time=latest&stackMode=absolute&yScale=linear&facet=metric&uniformYAxis=0_v12_850x600.svg,12,23,116250856,36472
20,average-height-of-men-for-selected-countries,LineChart,tab=chart&time=latest&stackMode=absolute&yScale=log&facet=none&uniformYAxis=0,215454abaabfafdfbbbf3da75afda27d,average-height-of-men-for-selected-countries?tab=chart&time=latest&stackMode=absolute&yScale=log&facet=none&uniformYAxis=0_v12_850x600.svg,4,15,122552272,36472
20,average-height-of-men-for-selected-countries,LineChart,tab=chart&time=latest&stackMode=absolute&yScale=log&facet=entity&uniformYAxis=1,b5a6e382a3a69e35438b4e587854a51f,average-height-of-men-for-selected-countries?tab=chart&time=latest&stackMode=absolute&yScale=log&facet=entity&uniformYAxis=1_v12_850x600.svg,5,13,119868664,36472
20,average-height-of-men-for-selected-countries,LineChart,tab=chart&time=latest&stackMode=absolute&yScale=log&facet=entity&uniformYAxis=0,45a34b995be8c208068a1bff511361a7,average-height-of-men-for-selected-countries?tab=chart&time=latest&stackMode=absolute&yScale=log&facet=entity&uniformYAxis=0_v12_850x600.svg,6,28,109824072,36472
20,average-height-of-men-for-selected-countries,LineChart,tab=chart&time=latest&stackMode=absolute&yScale=log&facet=metric&uniformYAxis=1,5c9782b34d6d26699d108f3b0dc1d43c,average-height-of-men-for-selected-countries?tab=chart&time=latest&stackMode=absolute&yScale=log&facet=metric&uniformYAxis=1_v12_850x600.svg,10,23,114867712,36472
20,average-height-of-men-for-selected-countries,LineChart,tab=chart&time=latest&stackMode=absolute&yScale=log&facet=metric&uniformYAxis=0,a8415c4493f7b2ddd5ee4a0aa33ae5b7,average-height-of-men-for-selected-countries?tab=chart&time=latest&stackMode=absolute&yScale=log&facet=metric&uniformYAxis=0_v12_850x600.svg,10,30,113536280,36472
20,average-height-of-men-for-selected-countries,LineChart,tab=chart&time=latest&stackMode=relative&yScale=linear&facet=none&uniformYAxis=0,351a9c2591225292d50d2558d04a7d00,average-height-of-men-for-selected-countries?tab=chart&time=latest&stackMode=relative&yScale=linear&facet=none&uniformYAxis=0_v12_850x600.svg,11,37,118407664,36472
20,average-height-of-men-for-selected-countries,LineChart,tab=chart&time=latest&stackMode=relative&yScale=linear&facet=entity&uniformYAxis=1,83ff7b64869ad5a4b3dab43d19bfd217,average-height-of-men-for-selected-countries?tab=chart&time=latest&stackMode=relative&yScale=linear&facet=entity&uniformYAxis=1_v12_850x600.svg,6,17,123871104,36472
20,average-height-of-men-for-selected-countries,LineChart,tab=chart&time=latest&stackMode=relative&yScale=linear&facet=entity&uniformYAxis=0,50d7e6483a82d79469ad46effb90e886,average-height-of-men-for-selected-countries?tab=chart&time=latest&stackMode=relative&yScale=linear&facet=entity&uniformYAxis=0_v12_850x600.svg,4,15,119510304,36472
20,average-height-of-men-for-selected-countries,LineChart,tab=chart&time=latest&stackMode=relative&yScale=linear&facet=metric&uniformYAxis=1,0d02c83ec60c185c9e47a1aaf80415e2,average-height-of-men-for-selected-countries?tab=chart&time=latest&stackMode=relative&yScale=linear&facet=metric&uniformYAxis=1_v12_850x600.svg,6,19,113471608,36472
20,average-height-of-men-for-selected-countries,LineChart,tab=chart&time=latest&stackMode=relative&yScale=linear&facet=metric&uniformYAxis=0,7e84bec679b01b16d9b6f003a55460e9,average-height-of-men-for-selected-countries?tab=chart&time=latest&stackMode=relative&yScale=linear&facet=metric&uniformYAxis=0_v12_850x600.svg,7,21,103947392,36472
20,average-height-of-men-for-selected-countries,LineChart,tab=chart&time=earliest..latest&stackMode=absolute&yScale=linear&facet=none&uniformYAxis=0,a72eae53e7cd3983185e3eca0e1151ae,average-height-of-men-for-selected-countries?tab=chart&time=earliest..latest&stackMode=absolute&yScale=linear&facet=none&uniformYAxis=0_v12_850x600.svg,3,42,113878848,36472
