chartId,slug,chartType,queryStr,md5,svgFilename,durationReceiveData,durationTotal,heapUsed,totalDataFileSize
20,average-height-of-men-for-selected-countries,LineChart,,05d90d48823880db71c4de58cf651e15,average-height-of-men-for-selected-countries_v12_850x600.svg,14,57,102613096,36472
27,trade-openness-in-europe,LineChart,,5f2546faa657b5c3868d6f062de8a6c3,trade-openness-in-europe_v6_850x600.svg,8,65,108869912,12931
31,projections-of-the-rate-of-no-education-based-on-current-global-education-trends-1970-2050,WorldMap,,a67b3d7a5fdd3621190f99b166e8208d,projections-of-the-rate-of-no-education-based-on-current-global-education-trends-1970-2050_v21_850x600.svg,16,150,104805432,65582
44,lung-cancer-deaths-per-100000-by-sex-1950-2002,LineChart,,d3386fc5d3c605a154ad45c8770a4ed5,lung-cancer-deaths-per-100000-by-sex-1950-2002_v16_850x600.svg,100,159,113856120,314086
46,mobile-cellular-subscriptions-by-country,WorldMap,,b92f0c0438ce57d0c8a06deb2dc33c83,mobile-cellular-subscriptions-by-country_v25_850x600.svg,53,234,107840576,318577
51,correlation-between-child-mortality-and-mean-years-of-schooling-for-those-aged-15-and-older,ScatterPlot,,0e93fbe610dd00901a875ce45ee29380,correlation-between-child-mortality-and-mean-years-of-schooling-for-those-aged-15-and-older_v39_850x600.svg,543,834,172887600,2454400
52,wage-of-craftsmen-relative-to-that-of-laborers-in-england-1200-2000,LineChart,,ef941e8ef3b6e27f65e9c6663afad0e9,wage-of-craftsmen-relative-to-that-of-laborers-in-england-1200-2000_v9_850x600.svg,11,59,100391080,2301
53,labor-cost-ratio-and-attainment-levels-2009-or-latest-available-year,ScatterPlot,,474184d75d7d2da267129d2c3c1089ee,labor-cost-ratio-and-attainment-levels-2009-or-latest-available-year_v21_850x600.svg,901,1355,263615584,1855578
56,total-number-of-people-aged-15-with-no-education-in-millions-by-continent-1970-2050,StackedArea,,11f742207ad80685733d0c47bdabde02,total-number-of-people-aged-15-with-no-education-in-millions-by-continent-1970-2050_v9_850x600.svg,10,70,121533024,3714
64,life-expectancy,LineChart,,fb54732ecd7d8954ffa6f59b5319ce04,life-expectancy_v58_850x600.svg,145,231,110356792,648752
73,broadband-penetration-by-country,LineChart,,a52f905f483122c3d12776f46ca562c5,broadband-penetration-by-country_v32_850x600.svg,34,89,109308536,143906
75,pupil-teacher-ratio-for-primary-education-by-country,WorldMap,,2d0efbff14eaa6e008c0c094b6645b39,pupil-teacher-ratio-for-primary-education-by-country_v15_850x600.svg,23,158,124826920,37884
92,united-nations-peacekeeping-forces,StackedBar,,c6abf600979ee1d13ac9ceaaf1a75d0b,united-nations-peacekeeping-forces_v14_850x600.svg,14,76,105185864,6332
93,un-peacekeeping-forces,LineChart,,08a792002749644598e782fc5c720744,un-peacekeeping-forces_v12_850x600.svg,2,21,110906568,2280
94,number-un-peacekeeping-missions,LineChart,,d29e7e5a86c0230d9dd7382843a5ea3c,number-un-peacekeeping-missions_v22_850x600.svg,4,26,113613064,2067
95,number-of-nuclear-weapons-tests,StackedBar,,42f66020986945d04c403c34bde444d3,number-of-nuclear-weapons-tests_v25_850x600.svg,10,96,113831600,15882
96,nuclear-warhead-stockpiles,StackedArea,,2908cdc53ff5d8d2962d278b652a5b94,nuclear-warhead-stockpiles_v55_850x600.svg,11,51,110665584,23389
97,reported-cases-of-measles,WorldMap,,bfca8722e7b04dd04c68a5d50d9121eb,reported-cases-of-measles_v14_850x600.svg,42,175,111715920,236214
114,airliner-hijackings-and-fatalities-from-them,StackedBar,,16128e7f675796ba71e7650be7b83d67,airliner-hijackings-and-fatalities-from-them_v22_850x600.svg,5,90,112228688,4328
115,intercontinental-trade-per-capita-1500-1800,LineChart,,1a0015aba2eff51a95ea886da8a9e998,intercontinental-trade-per-capita-1500-1800_v2_850x600.svg,3,24,107883632,595
126,life-expectancy-at-age-15,WorldMap,,119776d3a31fa94e12fd5ff0c2bc27be,life-expectancy-at-age-15_v18_850x600.svg,102,423,154782376,1205413
134,trade-as-share-of-gdp,WorldMap,,01c4110554f22463d37a8f3b6b5148f9,trade-as-share-of-gdp_v19_850x600.svg,49,186,117858632,311201
136,foreign-direct-investment-net-inflows-as-share-of-gdp,WorldMap,,fe41d7ad1046b7c24a5e9db2a45fda30,foreign-direct-investment-net-inflows-as-share-of-gdp_v16_850x600.svg,22,142,132533696,312631
144,press-freedom-fh,WorldMap,,ff00b8446f588c4b6987cc4dd9014894,press-freedom-fh_v22_850x600.svg,30,93,125788480,166709
150,disease-burden-to-communicable-diseases-vs-gdp,ScatterPlot,,87a215b3856e8574f4e882d96fc0efeb,disease-burden-to-communicable-diseases-vs-gdp_v38_850x600.svg,650,1018,224785536,2309315
160,incidence-of-child-labour,LineChart,,24e8923c6e87458e045d9adf4aecd40b,incidence-of-child-labour_v10_850x600.svg,5,30,110783544,8224
164,share-of-working-children-who-work-only,LineChart,,2aeb3280cf96d26b45e15d0e5964bfd7,share-of-working-children-who-work-only_v11_850x600.svg,4,29,110468352,8480
166,incidence-of-child-labor-in-the-uk,LineChart,,00fa59a48a08800f43a5b0944d18902b,incidence-of-child-labor-in-the-uk_v7_850x600.svg,5,38,114314856,488
171,global-incidence-of-child-labor-2,LineChart,,88ca0397f8bd7814777017c34036bee5,global-incidence-of-child-labor-2_v7_850x600.svg,4,17,118558280,517
175,incidence-of-child-labor-in-italy,LineChart,,0ae32ee28c8d9660a85a9514f2cef154,incidence-of-child-labor-in-italy_v6_850x600.svg,4,23,120405896,813
176,global-incidence-of-child-labour,LineChart,,8db714fc3880d93aff0feb543586f143,global-incidence-of-child-labour_v4_850x600.svg,1,7,111030272,236
177,incidence-of-child-labour-boys-vs-girls,ScatterPlot,,ddf4ff75f4fa28421399b6d4cf6b164a,incidence-of-child-labour-boys-vs-girls_v24_850x600.svg,513,839,220960088,1869928
178,per-capita-total-expenditure-on-health-vs-child-mortality,ScatterPlot,,20d4977524af63b91e67d3927f5c928c,per-capita-total-expenditure-on-health-vs-child-mortality_v35_850x600.svg,649,1049,247531888,2470268
179,incidence-of-child-labour-vs-gdp-per-capita,ScatterPlot,,b168d5c1e964074bcc8ade7f96d26a6a,incidence-of-child-labour-vs-gdp-per-capita_v22_850x600.svg,304,512,145007712,826294
185,the-share-of-people-living-in-extreme-poverty-vs-gdp-per-capita,ScatterPlot,,8fcb251b1d2ae573ad76efb5cbb6e36b,the-share-of-people-living-in-extreme-poverty-vs-gdp-per-capita_v49_850x600.svg,636,1019,257268592,2162711
189,gdp-per-capita-penn-world-table,WorldMap,,e9ca08960016294631d4df151b82f523,gdp-per-capita-penn-world-table_v44_850x600.svg,24,94,131261976,335304
190,the-price-for-lighting-per-million-lumen-hours-in-the-uk-in-british-pound,LineChart,,e5eee7b7a0c4577a18986e4dc89f99b3,the-price-for-lighting-per-million-lumen-hours-in-the-uk-in-british-pound_v6_850x600.svg,13,42,119567160,22773
194,population-growth-rates,LineChart,,82e5d086a31c19eb3a0df9cfa7f93f82,population-growth-rates_v40_850x600.svg,249,311,150693568,1141360
197,child-mortality-by-income-level-of-country,LineChart,,0399d88f89db21ca51681cd962ebc3df,child-mortality-by-income-level-of-country_v19_850x600.svg,22,49,126577168,475860
205,us-healthcare-expenditure,StackedArea,,27f309fd4e81c892de20c2104800b1fa,us-healthcare-expenditure_v3_850x600.svg,4,17,113118784,1303
206,health-insurance-coverage-in-the-us,LineChart,,1239e2af97fc477608738b688bf777dd,health-insurance-coverage-in-the-us_v5_850x600.svg,2,15,121863352,2509
207,total-healthcare-expenditure-gdp,WorldMap,,e6828b5cc688f349b4e270faf0ddeeff,total-healthcare-expenditure-gdp_v17_850x600.svg,19,53,127116272,122676
209,share-of-public-expenditure-on-healthcare-by-country,WorldMap,,d5a2f0c07ed5fa76815c29e412517164,share-of-public-expenditure-on-healthcare-by-country_v14_850x600.svg,14,124,126444816,140047
210,share-of-out-of-pocket-expenditure-on-healthcare,WorldMap,,9a98798c2d860cf0d62ef3e665672949,share-of-out-of-pocket-expenditure-on-healthcare_v10_850x600.svg,12,32,126602312,140780
212,healthcare-expenditure-vs-gdp,ScatterPlot,,6e5a5c71c6fd2d41c735b13fa78fc8cd,healthcare-expenditure-vs-gdp_v25_850x600.svg,519,850,237824352,2213082
213,life-expectancy-vs-healthcare-expenditure,ScatterPlot,,6406028da6a760d1361a047d831e6818,life-expectancy-vs-healthcare-expenditure_v28_850x600.svg,592,913,240657416,2567108
214,child-mortality-vs-health-expenditure,ScatterPlot,,8381440ebfd9903705a3c3d8d4ce3775,child-mortality-vs-health-expenditure_v30_850x600.svg,656,1030,263472248,2470268
216,global-malaria-deaths-by-world-region,StackedArea,,70e8af5014d5f8ecbf0c7d9a579f2509,global-malaria-deaths-by-world-region_v26_850x600.svg,3,27,135116800,3699
225,gdp-per-capita-worldbank,WorldMap,,f9320c6ad2ea31b3bcd7ee0f605a2aa3,gdp-per-capita-worldbank_v41_850x600.svg,12,60,137924496,218674
226,children-born-per-woman,WorldMap,,9078f2c4ad1f79eb9f8c830d1dba8473,children-born-per-woman_v36_850x600.svg,61,263,173967384,1070942
228,world-population-comparison-historical-sources,LineChart,,d3fc80af9beca9ae0532ba6de95e031a,world-population-comparison-historical-sources_v11_850x600.svg,6,34,146362032,44413
230,children-per-woman-un,WorldMap,,508978d6e1fcad0ce39b4559e5eed4df,children-per-woman-un_v32_850x600.svg,33,96,144356912,553570
231,children-per-woman-vs-human-development-index,ScatterPlot,,f87e6e0b5a6c2d4b4d9cd4a12327bb13,children-per-woman-vs-human-development-index_v30_850x600.svg,627,914,272768144,2599800
232,world-population-level-education,StackedArea,,fe95ab487b9c64c5e6e1ce8da2e0ecb3,world-population-level-education_v23_850x600.svg,196,235,177049464,1297622
235,children-died-before-five-per-woman,LineChart,,b4a15a27e0a66dd58974887908cb6abd,children-died-before-five-per-woman_v19_850x600.svg,49,117,184510208,552250
236,world-population-in-extreme-poverty-absolute,StackedArea,,58d317f5cf9c12893653e54ce3216b78,world-population-in-extreme-poverty-absolute_v19_850x600.svg,7,63,145932624,1870
241,labor-productivity-per-hour-pennworldtable,WorldMap,,9201d496f9907d0a16c63795fe855490,labor-productivity-per-hour-pennworldtable_v32_850x600.svg,7,41,159801864,113986
245,productivity-vs-annual-hours-worked,ScatterPlot,,ad8f3bd40ce0265cda3abf4b078609cd,productivity-vs-annual-hours-worked_v45_850x600.svg,538,825,278864376,2080948
246,work-hours-per-week,LineChart,,59b709b99ea4f5d203c4b7b650b9cdc4,work-hours-per-week_v8_850x600.svg,3,40,180682312,4740
249,happiness-cantril-ladder,WorldMap,,60f5acf50e6ce0bc8be4b9d47cbe312b,happiness-cantril-ladder_v30_850x600.svg,5,26,160520344,54540
250,life-satisfaction-vs-child-mortality,ScatterPlot,,f550a02d8aa1c72f46533a6bab756b01,life-satisfaction-vs-child-mortality_v37_850x600.svg,870,1252,308664744,2383845
251,gdp-vs-happiness,ScatterPlot,,36dcc732434ef1c382b153fa1b7506b2,gdp-vs-happiness_v45_850x600.svg,548,852,302878000,2126659
254,median-age,LineChart,,72057b8f2cb14455a963ecc1c420698f,median-age_v32_850x600.svg,240,279,210956584,1168608
257,median-and-mean-income-after-tax-lis,LineChart,,890709ae2806b45d91c349864ee348a9,median-and-mean-income-after-tax-lis_v20_850x600.svg,10,61,210720848,54790
259,physical-integrity-rights-score-fariss-kenwick-reuning,WorldMap,,7cf1dbfac916df33c027608aa6c889f2,physical-integrity-rights-score-fariss-kenwick-reuning_v33_850x600.svg,16,143,222895976,467014
266,us-education-expenditure-as-share-of-gdp-public-and-private-institutions,StackedArea,,b5b80aefe70eed04cf05f89090d688ef,us-education-expenditure-as-share-of-gdp-public-and-private-institutions_v8_850x600.svg,25,52,235209240,3272
269,revenues-for-public-schools-by-source-gdp-us,StackedArea,,a471db883bc3a9e8678320436fdc55fe,revenues-for-public-schools-by-source-gdp-us_v6_850x600.svg,9,36,229798376,7982
270,total-government-expenditure-on-education-gdp,WorldMap,,60c3986426d52f90dcf79a699f8d694a,total-government-expenditure-on-education-gdp_v21_850x600.svg,15,49,235652600,181090
271,share-of-education-in-government-expenditure,WorldMap,,756eba613d8990dd486524f4544683dc,share-of-education-in-government-expenditure_v17_850x600.svg,30,118,268305680,125990
273,primary-edu-spending-vs-overall-edu-spending,ScatterPlot,,98f274403cd3fbb25b74f8f27cb6b8b1,primary-edu-spending-vs-overall-edu-spending_v18_850x600.svg,140,228,248250456,276071
275,share-edu-spending-gdp-vs-share-edu-total-spending,ScatterPlot,,ff44f0031d8afb577367fb09abc1ecbd,share-edu-spending-gdp-vs-share-edu-total-spending_v29_850x600.svg,549,970,330738248,2118960
277,average-oecd-education-expenditure-by-source-of-funding-gdp,StackedArea,,36bc425dcd2e96d90a8ac29edd374196,average-oecd-education-expenditure-by-source-of-funding-gdp_v6_850x600.svg,11,45,244874000,557
282,costs-of-66-different-technologies-over-time,LineChart,,2f0fa72dbaf9fe6a81799ea29551e9d0,costs-of-66-different-technologies-over-time_v13_850x600.svg,6,41,219547728,43050
287,public-health-insurance-coverage,LineChart,,850d14ba96de11fe998bc392081bf2d1,public-health-insurance-coverage_v6_850x600.svg,4,39,236229968,770
288,percentage-of-persons-without-health-insurance-coverage-us,LineChart,,5e4ec04e3cd6f8d5cb24402d92f7a464,percentage-of-persons-without-health-insurance-coverage-us_v4_850x600.svg,3,22,243613968,1142
291,birth-rate-the-number-of-births-per-1000-people-in-the-population,WorldMap,,a68bfe8a245d65dac475ab782ff15cc8,birth-rate-the-number-of-births-per-1000-people-in-the-population_v8_850x600.svg,45,177,284419056,230835
292,demographic-transition-sweden,LineChart,,0c74ffffe76ee7d53c0a938020b25901,demographic-transition-sweden_v21_850x600.svg,71,114,253242632,457654
293,interpersonal-trust-in-the-us,LineChart,,f7bb4904c49bab303441173891afdfae,interpersonal-trust-in-the-us_v13_850x600.svg,2,21,237828880,868
294,human-rights-index-vs-gdp-per-capita,ScatterPlot,,c82ebc9441fcafd707a4230a9e9480b1,human-rights-index-vs-gdp-per-capita_v43_850x600.svg,704,993,344317120,3501047
295,self-reported-trust-attitudes,WorldMap,,1af009264fb10f6b3fef0b1a5d0b07cc,self-reported-trust-attitudes_v19_850x600.svg,3,22,219118176,13599
296,public-trust-in-government,LineChart,,093a72c4cd55a025e45285310406c88b,public-trust-in-government_v14_850x600.svg,4,22,245834880,1357
297,human-development-index,WorldMap,,9b1056aac38e70ee10bf5a735423905b,human-development-index_v29_850x600.svg,13,42,271121768,192785
298,children-woman-death-vs-survival,StackedArea,,e1cba940c809774516e1555d51a27c65,children-woman-death-vs-survival_v16_850x600.svg,363,419,271003320,1086203
299,share-of-children-vaccinated-against-measles,WorldMap,,189b25eee9aa25ddcf593cc2fc07ae54,share-of-children-vaccinated-against-measles_v26_850x600.svg,20,65,256987464,205814
300,literate-and-illiterate-world-population,StackedArea,,f772266b890e9f66964a793ab51c9af2,literate-and-illiterate-world-population_v18_850x600.svg,45,77,259025208,58513
304,interpersonal-trust-in-europe,WorldMap,,c8a830c68dcef25ea8627ac4889ee82c,interpersonal-trust-in-europe_v18_850x600.svg,3,81,272921640,920
305,oecd-average-trust-in-governments,LineChart,,7726af71ba49f9bf6af49b76f23d4ac1,oecd-average-trust-in-governments_v16_850x600.svg,33,45,260746824,602
306,interpersonal-trust-vs-income-inequality,ScatterPlot,,3b97138ff3f10551770b3ede10ce63ac,interpersonal-trust-vs-income-inequality_v45_850x600.svg,792,1362,165599648,1945306
308,trust-in-others-vs-trust-in-police,ScatterPlot,,70754dc1afc9e306edcb480f48bf3d2d,trust-in-others-vs-trust-in-police_v22_850x600.svg,578,935,364090088,1855066
311,prevalence-of-undernourishment,LineChart,,0bee83c031e0acb3fdfb2cc9b2b0348f,prevalence-of-undernourishment_v43_850x600.svg,28,58,267056384,126573
317,primary-enrollment-selected-countries,LineChart,,2ee55eb2564ca8f6957c205dcd184fed,primary-enrollment-selected-countries_v26_850x600.svg,20,164,290582416,273635
318,primary-school-attendance-selected-countries,WorldMap,,84d32fefcf63ee1ce0c37d0d7e25aa90,primary-school-attendance-selected-countries_v16_850x600.svg,32,58,263653696,17378
319,mean-years-of-schooling-long-run,WorldMap,,28efc1c8867e269aa8f8ef6f8f8e8629,mean-years-of-schooling-long-run_v19_850x600.svg,31,85,287754608,125020
320,gender-ratios-for-mean-years-of-schooling,WorldMap,,247d5b99bfded1e943ee07c3dc06de28,gender-ratios-for-mean-years-of-schooling_v21_850x600.svg,4,32,282233728,47078
323,share-food-exports,LineChart,,fda9cc1f91eadcb687b29fdb00f96ab2,share-food-exports_v11_850x600.svg,19,55,263211208,273671
324,share-manufacture-exports,LineChart,,f01c5bf443ad774a145c8402d0c0583b,share-manufacture-exports_v10_850x600.svg,25,54,269460312,271828
325,real-transport-and-communication-costs,LineChart,,e52c28cfbae8940c60ecfe32b50878dc,real-transport-and-communication-costs_v6_850x600.svg,4,29,279400400,6846
327,world-trade-exports-constant-prices,LineChart,,586bf9056220c5c35377667006a89795,world-trade-exports-constant-prices_v4_850x600.svg,5,25,257277720,7196
328,data-deprivation-poverty-surveys-per-decade,WorldMap,,03a772bb92e2673798fcf6fa7f86a847,data-deprivation-poverty-surveys-per-decade_v23_850x600.svg,15,66,278735080,288675
