country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7,income_spell_8
Albania,2002,,0.40273976,,,,,,,,,,,,,,
Albania,2012,,0.11551824,,,,,,,,,,,,,,
Albania,2016,,,,,,,,,,,,,0.2613024,,,
Albania,2017,,,,,,,,,,,,,0.25184023,,,
Albania,2018,,,,,,,,,,,,,0.20254345,,,
Angola,2000,0.37304792,,,,,,,,,,,,,,,
Angola,2008,,0.15077606,,,,,,,,,,,,,,
Angola,2018,,,0.29573148,,,,,,,,,,,,,
Argentina (urban),1986,,,,,,,,,0.71999985,,,,,,,
Argentina (urban),1987,,,,,,,,,0.7200002,,,,,,,
Argentina (urban),1991,,,,,,,,,0.64395636,,,,,,,
Argentina (urban),1992,,,,,,,,,,0.65122885,,,,,,
Argentina (urban),1993,,,,,,,,,,0.6623567,,,,,,
Argentina (urban),1994,,,,,,,,,,0.6891821,,,,,,
Argentina (urban),1995,,,,,,,,,,0.666053,,,,,,
Argentina (urban),1996,,,,,,,,,,0.63625175,,,,,,
Argentina (urban),1997,,,,,,,,,,0.5799641,,,,,,
Argentina (urban),1998,,,,,,,,,,,0.60931957,,,,,
Argentina (urban),1999,,,,,,,,,,,0.64288354,,,,,
Argentina (urban),2000,,,,,,,,,,,0.5792344,,,,,
Argentina (urban),2001,,,,,,,,,,,0.5905638,,,,,
Argentina (urban),2002,,,,,,,,,,,0.45142642,,,,,
Argentina (urban),2003,,,,,,,,,,,,0.52716297,,,,
Argentina (urban),2004,,,,,,,,,,,,0.43587458,,,,
Argentina (urban),2005,,,,,,,,,,,,0.46910867,,,,
Argentina (urban),2006,,,,,,,,,,,,0.48828098,,,,
Argentina (urban),2007,,,,,,,,,,,,0.49738088,,,,
Argentina (urban),2008,,,,,,,,,,,,0.51755387,,,,
Argentina (urban),2009,,,,,,,,,,,,0.58521545,,,,
Argentina (urban),2010,,,,,,,,,,,,0.5903806,,,,
Argentina (urban),2011,,,,,,,,,,,,0.62994695,,,,
Argentina (urban),2012,,,,,,,,,,,,0.48080206,,,,
Argentina (urban),2013,,,,,,,,,,,,0.5670678,,,,
Argentina (urban),2014,,,,,,,,,,,,0.5486231,,,,
Argentina (urban),2016,,,,,,,,,,,,0.5037696,,,,
Argentina (urban),2017,,,,,,,,,,,,0.6323032,,,,
Argentina (urban),2018,,,,,,,,,,,,0.47286654,,,,
Argentina (urban),2019,,,,,,,,,,,,0.4456796,,,,
Argentina (urban),2020,,,,,,,,,,,,0.6032486,,,,
Argentina (urban),2021,,,,,,,,,,,,0.46844855,,,,
Argentina (urban),2022,,,,,,,,,,,,0.5243071,,,,
Argentina (urban),2023,,,,,,,,,,,,0.6548371,,,,
Argentina (urban),2024,,,,,,,,,,,,0.5868833,,,,
Armenia,1999,,0.13239408,,,,,,,,,,,,,,
Armenia,2001,,0.40207613,,,,,,,,,,,,,,
Armenia,2002,,0.14823063,,,,,,,,,,,,,,
Armenia,2003,,0.20847577,,,,,,,,,,,,,,
Armenia,2004,,0.29118553,,,,,,,,,,,,,,
Armenia,2005,,0.36914814,,,,,,,,,,,,,,
Armenia,2006,,0.21966809,,,,,,,,,,,,,,
Armenia,2007,,0.22243643,,,,,,,,,,,,,,
Armenia,2008,,0.2727587,,,,,,,,,,,,,,
Armenia,2009,,0.34239474,,,,,,,,,,,,,,
Armenia,2010,,0.24500938,,,,,,,,,,,,,,
Armenia,2012,,0.114389285,,,,,,,,,,,,,,
Armenia,2013,,0.12122388,,,,,,,,,,,,,,
Armenia,2014,,0.1674816,,,,,,,,,,,,,,
Armenia,2015,,0.06978881,,,,,,,,,,,,,,
Armenia,2016,,0.19735533,,,,,,,,,,,,,,
Armenia,2017,,0.056466702,,,,,,,,,,,,,,
Australia,1981,,,,,,,,,0.37992755,,,,,,,
Australia,1985,,,,,,,,,,0.7199981,,,,,,
Australia,1989,,,,,,,,,,,0.38820863,,,,,
Australia,1995,,,,,,,,,,,,0.72000307,,,,
Australia,2001,,,,,,,,,,,,0.7200021,,,,
Australia,2003,,,,,,,,,,,,0.6426807,,,,
Australia,2004,,,,,,,,,,,,0.616583,,,,
Australia,2008,,,,,,,,,,,,0.66213185,,,,
Australia,2010,,,,,,,,,,,,0.64461964,,,,
Australia,2014,,,,,,,,,,,,0.71999925,,,,
Australia,2016,,,,,,,,,,,,0.7200044,,,,
Australia,2018,,,,,,,,,,,,0.42893738,,,,
Australia,2020,,,,,,,,,,,,0.7200012,,,,
Austria,2003,,,,,,,,,,,0.58406395,,,,,
Austria,2004,,,,,,,,,,,0.7002019,,,,,
Austria,2005,,,,,,,,,,,0.54153436,,,,,
Austria,2006,,,,,,,,,,,0.67130256,,,,,
Austria,2007,,,,,,,,,,,0.68234086,,,,,
Austria,2008,,,,,,,,,,,0.5340323,,,,,
Austria,2009,,,,,,,,,,,0.6394087,,,,,
Austria,2010,,,,,,,,,,,0.5802624,,,,,
Austria,2011,,,,,,,,,,,0.6009014,,,,,
Austria,2012,,,,,,,,,,,0.6164291,,,,,
Austria,2013,,,,,,,,,,,0.5316678,,,,,
Austria,2014,,,,,,,,,,,0.6592605,,,,,
Austria,2015,,,,,,,,,,,0.70495063,,,,,
Austria,2016,,,,,,,,,,,0.6483216,,,,,
Austria,2017,,,,,,,,,,,0.67596966,,,,,
Austria,2018,,,,,,,,,,,0.6373066,,,,,
Austria,2019,,,,,,,,,,,0.5175803,,,,,
Austria,2020,,,,,,,,,,,0.66239905,,,,,
Austria,2021,,,,,,,,,,,0.6790297,,,,,
Austria,2022,,,,,,,,,,,0.13413817,,,,,
Austria,2023,,,,,,,,,,,0.5485534,,,,,
Azerbaijan,1995,0.31705078,,,,,,,,,,,,,,,
Azerbaijan,2001,,0.18684874,,,,,,,,,,,,,,
Bangladesh,1991,,0.099616244,,,,,,,,,,,,,,
Bangladesh,1995,,0.14582339,,,,,,,,,,,,,,
Bangladesh,2000,,,0.14927208,,,,,,,,,,,,,
Bangladesh,2005,,,0.1496898,,,,,,,,,,,,,
Bangladesh,2010,,,0.2733503,,,,,,,,,,,,,
Bangladesh,2016,,,0.15263636,,,,,,,,,,,,,
Barbados,2016,0.6064681,,,,,,,,,,,,,,,
Belarus,1998,,0.1885772,,,,,,,,,,,,,,
Belarus,1999,,0.20545386,,,,,,,,,,,,,,
Belarus,2000,,0.22361057,,,,,,,,,,,,,,
Belarus,2001,,0.22772135,,,,,,,,,,,,,,
Belarus,2002,,0.20757443,,,,,,,,,,,,,,
Belarus,2003,,0.203794,,,,,,,,,,,,,,
Belarus,2004,,0.12256661,,,,,,,,,,,,,,
Belarus,2006,,0.45989868,,,,,,,,,,,,,,
Belarus,2009,,0.16106775,,,,,,,,,,,,,,
Belgium,1985,,,,,,,,,0.51208407,,,,,,,
Belgium,1988,,,,,,,,,0.7200005,,,,,,,
Belgium,1992,,,,,,,,,0.7200004,,,,,,,
Belgium,1995,,,,,,,,,,0.6419663,,,,,,
Belgium,1997,,,,,,,,,0.7200124,,,,,,,
Belgium,2000,,,,,,,,,,0.72000426,,,,,,
Belgium,2003,,,,,,,,,,,0.64542127,,,,,
Belgium,2004,,,,,,,,,,,0.7201039,,,,,
Belgium,2005,,,,,,,,,,,0.60653186,,,,,
Belgium,2006,,,,,,,,,,,0.5810403,,,,,
Belgium,2007,,,,,,,,,,,0.6770588,,,,,
Belgium,2008,,,,,,,,,,,0.5595101,,,,,
Belgium,2009,,,,,,,,,,,0.623354,,,,,
Belgium,2010,,,,,,,,,,,0.66078836,,,,,
Belgium,2011,,,,,,,,,,,0.62367606,,,,,
Belgium,2012,,,,,,,,,,,0.6353409,,,,,
Belgium,2013,,,,,,,,,,,0.6884728,,,,,
Belgium,2014,,,,,,,,,,,0.7140569,,,,,
