country,year,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7,income_spell_8
Albania,2016,,,,,1.2080654,,,
Albania,2017,,,,,1.2993281,,,
Albania,2018,,,,,1.2655978,,,
Argentina (urban),1980,2.9990425,,,,,,,
Argentina (urban),1986,4.0478864,,,,,,,
Argentina (urban),1987,3.479154,,,,,,,
Argentina (urban),1991,2.0780816,,,,,,,
Argentina (urban),1992,,2.361764,,,,,,
Argentina (urban),1993,,2.573819,,,,,,
Argentina (urban),1994,,2.3340483,,,,,,
Argentina (urban),1995,,2.5401046,,,,,,
Argentina (urban),1996,,2.5268242,,,,,,
Argentina (urban),1997,,2.6691227,,,,,,
Argentina (urban),1998,,,2.3650897,,,,,
Argentina (urban),1999,,,2.4172752,,,,,
Argentina (urban),2000,,,2.3636515,,,,,
Argentina (urban),2001,,,2.4423182,,,,,
Argentina (urban),2002,,,1.4326587,,,,,
Argentina (urban),2003,,,,1.9900997,,,,
Argentina (urban),2004,,,,2.2238622,,,,
Argentina (urban),2005,,,,2.45346,,,,
Argentina (urban),2006,,,,2.8111374,,,,
Argentina (urban),2007,,,,2.6904812,,,,
Argentina (urban),2008,,,,2.9649699,,,,
Argentina (urban),2009,,,,3.1435702,,,,
Argentina (urban),2010,,,,3.0487878,,,,
Argentina (urban),2011,,,,3.0544593,,,,
Argentina (urban),2012,,,,3.1992178,,,,
Argentina (urban),2013,,,,3.1605039,,,,
Argentina (urban),2014,,,,2.7742379,,,,
Argentina (urban),2016,,,,2.9760842,,,,
Argentina (urban),2017,,,,3.2828915,,,,
Argentina (urban),2018,,,,2.9498255,,,,
Argentina (urban),2019,,,,2.7552276,,,,
Argentina (urban),2020,,,,2.3426895,,,,
Argentina (urban),2021,,,,2.5362697,,,,
Argentina (urban),2022,,,,2.3029258,,,,
Argentina (urban),2023,,,,2.1476543,,,,
Argentina (urban),2024,,,,2.175402,,,,
Armenia,1996,0.36439505,,,,,,,
Australia,1981,4.949323,,,,,,,
Australia,1985,,5.3828893,,,,,,
Australia,1989,,,5.442056,,,,,
Australia,1995,,,,5.1270943,,,,
Australia,2001,,,,5.313054,,,,
Australia,2003,,,,5.7932873,,,,
Australia,2004,,,,5.9665236,,,,
Australia,2008,,,,6.514576,,,,
Australia,2010,,,,6.833594,,,,
Australia,2014,,,,7.8935623,,,,
Australia,2016,,,,7.4204984,,,,
Australia,2018,,,,7.8219876,,,,
