country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8
Albania,1996,0,,,,,,,
Albania,2002,,1415,,,,,,
Albania,2005,,0,,,,,,
Albania,2008,,0,,,,,,
Albania,2012,,699,,,,,,
Albania,2014,,,0,,,,,
Albania,2015,,,0,,,,,
Albania,2016,,,0,,,,,
Albania,2017,,,0,,,,,
Albania,2018,,,,0,,,,
Albania,2019,,,,0,,,,
Albania,2020,,,,0,,,,
Algeria,1988,0,,,,,,,
Algeria,1995,,0,,,,,,
Algeria,2011,,,0,,,,,
Angola,2000,1021726,,,,,,,
Angola,2008,,212226,,,,,,
Angola,2018,,,2159724,,,,,
Armenia,1999,,8503,,,,,,
Armenia,2001,,12559,,,,,,
Armenia,2002,,9350,,,,,,
Armenia,2003,,2317,,,,,,
Armenia,2004,,5773,,,,,,
Armenia,2005,,267,,,,,,
Armenia,2006,,589,,,,,,
Armenia,2007,,1416,,,,,,
Armenia,2008,,752,,,,,,
Armenia,2009,,48,,,,,,
Armenia,2010,,478,,,,,,
Armenia,2011,,0,,,,,,
Armenia,2012,,397,,,,,,
Armenia,2013,,797,,,,,,
Armenia,2014,,890,,,,,,
Armenia,2015,,1174,,,,,,
Armenia,2016,,1022,,,,,,
Armenia,2017,,131,,,,,,
Armenia,2018,,0,,,,,,
Armenia,2019,,,0,,,,,
Armenia,2020,,,0,,,,,
Armenia,2021,,,0,,,,,
Armenia,2022,,,0,,,,,
Armenia,2023,,,0,,,,,
Azerbaijan,1995,100916,,,,,,,
Azerbaijan,2001,,8234,,,,,,
Azerbaijan,2002,,0,,,,,,
Azerbaijan,2003,,0,,,,,,
Azerbaijan,2004,,0,,,,,,
Azerbaijan,2005,,0,,,,,,
Bangladesh,1983,0,,,,,,,
Bangladesh,1985,0,,,,,,,
Bangladesh,1988,0,,,,,,,
Bangladesh,1991,,889302,,,,,,
Bangladesh,1995,,255617,,,,,,
Bangladesh,2000,,,239515,,,,,
Bangladesh,2005,,,103956,,,,,
Bangladesh,2010,,,42836,,,,,
Bangladesh,2016,,,63783,,,,,
Bangladesh,2022,,,,0,,,,
Barbados,2016,1876,,,,,,,
Belarus,1998,,158200,,,,,,
Belarus,1999,,171301,,,,,,
Belarus,2000,,108338,,,,,,
Belarus,2001,,32734,,,,,,
Belarus,2002,,24880,,,,,,
Belarus,2003,,20799,,,,,,
Belarus,2004,,2327,,,,,,
Belarus,2005,,0,,,,,,
Belarus,2006,,2639,,,,,,
Belarus,2007,,0,,,,,,
Belarus,2008,,0,,,,,,
Belarus,2009,,869,,,,,,
Belarus,2010,,0,,,,,,
Belarus,2011,,0,,,,,,
Belarus,2012,,0,,,,,,
Belarus,2013,,0,,,,,,
Belarus,2014,,0,,,,,,
Belarus,2015,,0,,,,,,
Belarus,2016,,0,,,,,,
Belarus,2017,,0,,,,,,
Belarus,2018,,0,,,,,,
Belarus,2019,,0,,,,,,
Belarus,2020,,0,,,,,,
Belize,1995,,6556,,,,,,
Belize,2018,,,,0,,,,
Benin,2003,669232,,,,,,,
Benin,2011,,1054228,,,,,,
Benin,2015,,2130972,,,,,,
Benin,2018,,,118246,,,,,
Benin,2021,,,68582,,,,,
Bhutan,2003,0,,,,,,,
Bhutan,2007,,566,,,,,,
Bhutan,2012,,140,,,,,,
Bhutan,2017,,208,,,,,,
Bhutan,2022,,,0,,,,,
Bosnia and Herzegovina,2001,2230,,,,,,,
Bosnia and Herzegovina,2004,1311,,,,,,,
Bosnia and Herzegovina,2007,,340,,,,,,
Bosnia and Herzegovina,2011,,0,,,,,,
Botswana,1985,130874,,,,,,,
Botswana,1993,100502,,,,,,,
Botswana,2002,,80395,,,,,,
Botswana,2009,,36439,,,,,,
Botswana,2015,,25152,,,,,,
Bulgaria,1989,0,,,,,,,
Bulgaria,1994,0,,,,,,,
Bulgaria,1995,,,,11603,,,,
Bulgaria,1997,,,0,,,,,
Bulgaria,2001,,,,4295,,,,
Bulgaria,2003,,,,,0,,,
Bulgaria,2007,,,,,5561,,,
Burkina Faso,1994,4945676,,,,,,,
Burkina Faso,1998,,4036204,,,,,,
Burkina Faso,2003,,1674054,,,,,,
Burkina Faso,2009,,,1231810,,,,,
Burkina Faso,2014,,,,145761,,,,
Burkina Faso,2018,,,,,333436,,,
Burkina Faso,2021,,,,,179557,,,
Burundi,1992,1123232,,,,,,,
Burundi,1998,,2010732,,,,,,
Burundi,2006,,695137,,,,,,
Burundi,2013,,1386022,,,,,,
Burundi,2020,,,1450531,,,,,
Cameroon,1996,483288,,,,,,,
Cameroon,2001,,141831,,,,,,
Cameroon,2007,,0,,,,,,
Cameroon,2014,,464572,,,,,,
Cameroon,2021,,,254952,,,,,
Cape Verde,2001,16525,,,,,,,
Cape Verde,2007,,5323,,,,,,
Cape Verde,2015,,,1472,,,,,
Central African Republic,1992,1714580,,,,,,,
Central African Republic,2008,,975351,,,,,,
Central African Republic,2021,,,864922,,,,,
Chad,2003,965737,,,,,,,
Chad,2011,989473,,,,,,,
Chad,2018,,240543,,,,,,
Chad,2022,,317208,,,,,,
China,1990,,162118178,,,,,,
China,1993,,133593020,,,,,,
China,1996,,68214849,,,,,,
China,1999,,82176232,,,,,,
China,2002,,59706009,,,,,,
China,2005,,4151411,,,,,,
China,2008,,0,,,,,,
China,2010,,0,,,,,,
China,2011,,0,,,,,,
China,2012,,0,,,,,,
China,2013,,,0,,,,,
China,2014,,,0,,,,,
China,2015,,,0,,,,,
China,2016,,,0,,,,,
China,2017,,,0,,,,,
China,2018,,,0,,,,,
China,2019,,,0,,,,,
China,2020,,,0,,,,,
China,2021,,,0,,,,,
China,2022,,,0,,,,,
China (rural),1990,,160407228,,,,,,
China (rural),1993,,133593022,,,,,,
China (rural),1996,,68214851,,,,,,
China (rural),1999,,82176232,,,,,,
China (rural),2002,,59706010,,,,,,
China (rural),2005,,4151411,,,,,,
China (rural),2008,,0,,,,,,
China (rural),2010,,0,,,,,,
China (rural),2011,,0,,,,,,
China (rural),2012,,0,,,,,,
China (rural),2013,,,0,,,,,
China (rural),2014,,,0,,,,,
China (rural),2015,,,0,,,,,
China (rural),2016,,,0,,,,,
China (rural),2017,,,0,,,,,
China (rural),2018,,,0,,,,,
China (rural),2019,,,0,,,,,
China (rural),2020,,,0,,,,,
China (rural),2021,,,0,,,,,
China (rural),2022,,,0,,,,,
China (urban),1990,,1710944,,,,,,
China (urban),1993,,0,,,,,,
China (urban),1996,,0,,,,,,
China (urban),1999,,0,,,,,,
China (urban),2002,,0,,,,,,
China (urban),2005,,0,,,,,,
China (urban),2008,,0,,,,,,
China (urban),2010,,0,,,,,,
China (urban),2011,,0,,,,,,
China (urban),2012,,0,,,,,,
China (urban),2013,,,0,,,,,
China (urban),2014,,,0,,,,,
China (urban),2015,,,0,,,,,
China (urban),2016,,,0,,,,,
China (urban),2017,,,0,,,,,
China (urban),2018,,,0,,,,,
China (urban),2019,,,0,,,,,
China (urban),2020,,,0,,,,,
China (urban),2021,,,0,,,,,
China (urban),2022,,,0,,,,,
Comoros,2004,9758,,,,,,,
Comoros,2014,,29921,,,,,,
Congo,2005,289477,,,,,,,
Congo,2011,272038,,,,,,,
Cote d'Ivoire,1985,120748,,,,,,,
Cote d'Ivoire,1986,8324,,,,,,,
Cote d'Ivoire,1987,4300,,,,,,,
Cote d'Ivoire,1988,60775,,,,,,,
Cote d'Ivoire,1992,,448011,,,,,,
Cote d'Ivoire,1995,,255543,,,,,,
Cote d'Ivoire,1998,,527197,,,,,,
Cote d'Ivoire,2008,,,1550710,,,,,
Cote d'Ivoire,2015,,,1398960,,,,,
Cote d'Ivoire,2018,,,,86946,,,,
Cote d'Ivoire,2021,,,,54733,,,,
Croatia,1998,,0,,,,,,
Croatia,1999,,,0,,,,,
Croatia,2000,,,0,,,,,
Croatia,2001,,,0,,,,,
Croatia,2004,,0,,,,,,
Croatia,2008,,0,,,,,,
Croatia,2009,,0,,,,,,
Croatia,2010,,0,,,,,,
Democratic Republic of Congo,2004,36127757,,,,,,,
Democratic Republic of Congo,2012,18087587,,,,,,,
Democratic Republic of Congo,2020,,32153624,,,,,,
Djibouti,2002,16490,,,,,,,
Djibouti,2012,,57024,,,,,,
Djibouti,2013,,,38588,,,,,
Djibouti,2017,,,,30785,,,,
East Timor,2001,27206,,,,,,,
East Timor,2007,8072,,,,,,,
East Timor,2014,2361,,,,,,,
Egypt,1990,0,,,,,,,
Egypt,1995,0,,,,,,,
Egypt,1999,,0,,,,,,
