country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7,income_spell_8
Albania,1996,90212,,,,,,,,,,,,,,,
Albania,2002,,98007,,,,,,,,,,,,,,
Albania,2005,,123320,,,,,,,,,,,,,,
Albania,2008,,66653,,,,,,,,,,,,,,
Albania,2012,,101294,,,,,,,,,,,,,,
Albania,2014,,,216960,,,,,,,,,,,,,
Albania,2015,,,142897,,,,,,,,,,,,,
Albania,2016,,,189031,,,,,,,,,,381118,,,
Albania,2017,,,151469,,,,,,,,,,371601,,,
Albania,2018,,,,172266,,,,,,,,,328416,,,
Albania,2019,,,,103300,,,,,,,,,,,,
Albania,2020,,,,125804,,,,,,,,,,,,
Algeria,1988,1749870,,,,,,,,,,,,,,,
Algeria,1995,,2229501,,,,,,,,,,,,,,
Algeria,2011,,,464722,,,,,,,,,,,,,
Angola,2000,2887643,,,,,,,,,,,,,,,
Angola,2008,,2307390,,,,,,,,,,,,,,
Angola,2018,,,4942656,,,,,,,,,,,,,
Argentina (urban),1980,,,,,,,,,3047359,,,,,,,
Argentina (urban),1986,,,,,,,,,2780383,,,,,,,
Argentina (urban),1987,,,,,,,,,3456657,,,,,,,
Argentina (urban),1991,,,,,,,,,3167541,,,,,,,
Argentina (urban),1992,,,,,,,,,,3645935,,,,,,
Argentina (urban),1993,,,,,,,,,,4079871,,,,,,
Argentina (urban),1994,,,,,,,,,,4268112,,,,,,
Argentina (urban),1995,,,,,,,,,,4835163,,,,,,
Argentina (urban),1996,,,,,,,,,,5058026,,,,,,
Argentina (urban),1997,,,,,,,,,,5302805,,,,,,
Argentina (urban),1998,,,,,,,,,,,5340940,,,,,
Argentina (urban),1999,,,,,,,,,,,5453370,,,,,
Argentina (urban),2000,,,,,,,,,,,5900244,,,,,
Argentina (urban),2001,,,,,,,,,,,6481822,,,,,
Argentina (urban),2002,,,,,,,,,,,6912730,,,,,
Argentina (urban),2003,,,,,,,,,,,,6166964,,,,
Argentina (urban),2004,,,,,,,,,,,,6302187,,,,
Argentina (urban),2005,,,,,,,,,,,,6023239,,,,
Argentina (urban),2006,,,,,,,,,,,,5977477,,,,
Argentina (urban),2007,,,,,,,,,,,,6001943,,,,
Argentina (urban),2008,,,,,,,,,,,,5821490,,,,
Argentina (urban),2009,,,,,,,,,,,,5961971,,,,
Argentina (urban),2010,,,,,,,,,,,,5631067,,,,
Argentina (urban),2011,,,,,,,,,,,,5420783,,,,
