country,year,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7,income_spell_8
Albania,2016,,,,,524360,,,
Albania,2017,,,,,460599,,,
Albania,2018,,,,,375074,,,
Argentina (urban),1980,0,,,,,,,
Argentina (urban),1986,559812,,,,,,,
Argentina (urban),1987,569003,,,,,,,
Argentina (urban),1991,1133699,,,,,,,
Argentina (urban),1992,,1320616,,,,,,
Argentina (urban),1993,,1545961,,,,,,
Argentina (urban),1994,,1639896,,,,,,
Argentina (urban),1995,,2545657,,,,,,
Argentina (urban),1996,,2817696,,,,,,
Argentina (urban),1997,,2699250,,,,,,
Argentina (urban),1998,,,3154662,,,,,
Argentina (urban),1999,,,3323374,,,,,
Argentina (urban),2000,,,4021722,,,,,
Argentina (urban),2001,,,5729552,,,,,
Argentina (urban),2002,,,8647861,,,,,
Argentina (urban),2003,,,,4749431,,,,
Argentina (urban),2004,,,,3695140,,,,
Argentina (urban),2005,,,,3083684,,,,
Argentina (urban),2006,,,,2413345,,,,
Argentina (urban),2007,,,,2027785,,,,
Argentina (urban),2008,,,,1934686,,,,
Argentina (urban),2009,,,,1665824,,,,
Argentina (urban),2010,,,,1305335,,,,
Argentina (urban),2011,,,,883862,,,,
Argentina (urban),2012,,,,979428,,,,
Argentina (urban),2013,,,,872159,,,,
Argentina (urban),2014,,,,980088,,,,
Argentina (urban),2016,,,,1038988,,,,
Argentina (urban),2017,,,,1025658,,,,
Argentina (urban),2018,,,,1331459,,,,
Argentina (urban),2019,,,,1585464,,,,
Argentina (urban),2020,,,,1762010,,,,
Argentina (urban),2021,,,,1369325,,,,
Argentina (urban),2022,,,,1216217,,,,
Argentina (urban),2023,,,,1309979,,,,
Argentina (urban),2024,,,,1167587,,,,
Armenia,1996,1214837,,,,,,,
Australia,1981,185979,,,,,,,
Australia,1985,,211090,,,,,,
Australia,1989,,,167325,,,,,
Australia,1995,,,,219948,,,,
Australia,2001,,,,191218,,,,
Australia,2003,,,,244788,,,,
Australia,2004,,,,142028,,,,
Australia,2008,,,,142253,,,,
Australia,2010,,,,149298,,,,
Australia,2014,,,,174757,,,,
Australia,2016,,,,120650,,,,
Australia,2018,,,,184287,,,,
Australia,2020,,,,253724,,,,
Austria,1994,,18326,,,,,,
Austria,1995,,18692,,,,,,
Austria,1996,,18837,,,,,,
Austria,1997,,19600,,,,,,
Austria,1998,,39198,,,,,,
Austria,1999,,18063,,,,,,
