country,year,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7,income_spell_8
Albania,2016,,,,,13.251196,,,
Albania,2017,,,,,12.9322,,,
Albania,2018,,,,,11.457549,,,
Argentina (urban),1980,13.124999,,,,,,,
Argentina (urban),1986,10.560836,,,,,,,
Argentina (urban),1987,12.868307,,,,,,,
Argentina (urban),1991,10.915272,,,,,,,
Argentina (urban),1992,,12.360784,,,,,,
Argentina (urban),1993,,13.613324,,,,,,
Argentina (urban),1994,,14.018618,,,,,,
Argentina (urban),1995,,15.638095,,,,,,
Argentina (urban),1996,,16.117542,,,,,,
Argentina (urban),1997,,16.656212,,,,,,
Argentina (urban),1998,,,16.543516,,,,,
Argentina (urban),1999,,,16.661888,,,,,
Argentina (urban),2000,,,17.786127,,,,,
Argentina (urban),2001,,,19.285465,,,,,
Argentina (urban),2002,,,20.307627,,,,,
Argentina (urban),2003,,,,17.895384,,,,
Argentina (urban),2004,,,,18.068207,,,,
Argentina (urban),2005,,,,17.059488,,,,
Argentina (urban),2006,,,,16.725292,,,,
Argentina (urban),2007,,,,16.597582,,,,
Argentina (urban),2008,,,,15.907459,,,,
Argentina (urban),2009,,,,16.090971,,,,
Argentina (urban),2010,,,,15.012028,,,,
Argentina (urban),2011,,,,14.2762165,,,,
Argentina (urban),2012,,,,13.588795,,,,
Argentina (urban),2013,,,,13.8575,,,,
Argentina (urban),2014,,,,13.1235285,,,,
Argentina (urban),2016,,,,13.785665,,,,
Argentina (urban),2017,,,,12.785167,,,,
Argentina (urban),2018,,,,13.7653265,,,,
Argentina (urban),2019,,,,14.795359,,,,
Argentina (urban),2020,,,,14.514799,,,,
Argentina (urban),2021,,,,12.514603,,,,
Argentina (urban),2022,,,,11.149157,,,,
Argentina (urban),2023,,,,13.135837,,,,
Argentina (urban),2024,,,,12.626663,,,,
Armenia,1996,9.962,,,,,,,
Australia,1981,6.244298,,,,,,,
Australia,1985,,6.0048437,,,,,,
Australia,1989,,,6.4997807,,,,,
Australia,1995,,,,5.247488,,,,
Australia,2001,,,,5.990063,,,,
Australia,2003,,,,5.9585443,,,,
Australia,2004,,,,4.737543,,,,
Australia,2008,,,,5.3914504,,,,
Australia,2010,,,,6.001393,,,,
Australia,2014,,,,5.2401295,,,,
Australia,2016,,,,5.7449427,,,,
Australia,2018,,,,6.470948,,,,
Australia,2020,,,,6.7220287,,,,
Austria,1994,,5.211966,,,,,,
Austria,1995,,4.9800806,,,,,,
Austria,1996,,4.4886684,,,,,,
Austria,1997,,5.237861,,,,,,
Austria,1998,,4.493535,,,,,,
Austria,1999,,3.244757,,,,,,
Austria,2000,,3.691372,,,,,,
Austria,2003,,,4.455787,,,,,
Austria,2004,,,3.765428,,,,,
Austria,2005,,,3.685141,,,,,
Austria,2006,,,4.076933,,,,,
Austria,2007,,,5.587208,,,,,
Austria,2008,,,5.910765,,,,,
Austria,2009,,,6.1945014,,,,,
Austria,2010,,,5.244737,,,,,
Austria,2011,,,5.804328,,,,,
Austria,2012,,,6.038541,,,,,
Austria,2013,,,5.193759,,,,,
Austria,2014,,,5.5556393,,,,,
Austria,2015,,,5.0231853,,,,,
Austria,2016,,,6.109644,,,,,
Austria,2017,,,5.842827,,,,,
Austria,2018,,,5.7551947,,,,,
Austria,2019,,,6.3337145,,,,,
Austria,2020,,,6.6011906,,,,,
Austria,2021,,,6.3734813,,,,,
Austria,2022,,,6.303138,,,,,
Austria,2023,,,6.446456,,,,,
Belarus,1993,0.0,,,,,,,
Belarus,1995,4.914,,,,,,,
Belgium,1985,2.2217371,,,,,,,
Belgium,1988,2.6703982,,,,,,,
Belgium,1992,3.2436352,,,,,,,
Belgium,1995,,4.732243,,,,,,
Belgium,1997,4.2498183,,,,,,,
Belgium,2000,,3.9702349,,,,,,
Belgium,2003,,,5.068543,,,,,
Belgium,2004,,,4.501063,,,,,
Belgium,2005,,,4.4915347,,,,,
Belgium,2006,,,4.483939,,,,,
Belgium,2007,,,4.3348203,,,,,
Belgium,2008,,,4.8249927,,,,,
Belgium,2009,,,5.1191273,,,,,
Belgium,2010,,,5.4211154,,,,,
Belgium,2011,,,5.021292,,,,,
Belgium,2012,,,5.2393336,,,,,
Belgium,2013,,,5.3405437,,,,,
Belgium,2014,,,4.944862,,,,,
Belgium,2015,,,4.97634,,,,,
Belgium,2016,,,4.965751,,,,,
Belgium,2017,,,5.400328,,,,,
Belgium,2018,,,4.731756,,,,,
Belgium,2019,,,3.9795132,,,,,
Belgium,2020,,,3.7364368,,,,,
Belgium,2021,,,4.1345415,,,,,
Belgium,2022,,,3.0609472,,,,,
Belgium,2023,,,3.534088,,,,,
Belize,1993,13.075696,,,,,,,
Belize,1994,11.958158,,,,,,,
Belize,1996,,,12.670562,,,,,
Belize,1997,15.062885,,,,,,,
Belize,1998,14.163132,,,,,,,
Belize,1999,16.073307,,,,,,,
Bolivia,1997,,20.813686,,,,,,
Bolivia,1999,,,25.26028,,,,,
Bolivia,2000,,,,25.509443,,,,
Bolivia,2001,,,,22.094044,,,,
Bolivia,2002,,,,22.297234,,,,
Bolivia,2004,,,,,15.679235,,,
Bolivia,2005,,,,,,20.759003,,
Bolivia,2006,,,,,,19.785526,,
Bolivia,2007,,,,,,16.974918,,
Bolivia,2008,,,,,,17.357313,,
Bolivia,2009,,,,,,18.025084,,
Bolivia,2011,,,,,,16.150682,,
Bolivia,2012,,,,,,17.360888,,
Bolivia,2013,,,,,,16.848597,,
Bolivia,2014,,,,,,15.686999,,
Bolivia,2015,,,,,,15.319138,,
Bolivia,2016,,,,,,16.305178,,
Bolivia,2017,,,,,,16.308184,,
Bolivia,2018,,,,,,14.3889475,,
Bolivia,2019,,,,,,11.92992,,
Bolivia,2020,,,,,,12.228139,,
Bolivia,2021,,,,,,11.390728,,
Bolivia,2022,,,,,,11.435204,,
Bolivia,2023,,,,,,11.056772,,
Bolivia (urban),1990,10.88,,,,,,,
Bolivia (urban),1992,10.030513,,,,,,,
Brazil,1981,17.95,,,,,,,
Brazil,1982,18.447527,,,,,,,
Brazil,1983,17.871008,,,,,,,
Brazil,1984,17.174824,,,,,,,
Brazil,1985,17.986176,,,,,,,
Brazil,1986,18.07164,,,,,,,
Brazil,1987,19.52929,,,,,,,
Brazil,1988,20.3964,,,,,,,
Brazil,1989,20.290358,,,,,,,
Brazil,1990,19.849485,,,,,,,
Brazil,1992,19.493467,,,,,,,
Brazil,1993,19.120798,,,,,,,
Brazil,1995,18.44376,,,,,,,
Brazil,1996,19.98965,,,,,,,
Brazil,1997,19.609959,,,,,,,
Brazil,1998,19.169724,,,,,,,
Brazil,1999,19.005993,,,,,,,
Brazil,2001,19.587673,,,,,,,
Brazil,2002,18.905201,,,,,,,
Brazil,2003,19.117119,,,,,,,
Brazil,2004,18.143814,,,,,,,
Brazil,2005,17.728142,,,,,,,
Brazil,2006,17.41561,,,,,,,
Brazil,2007,17.80096,,,,,,,
Brazil,2008,17.191616,,,,,,,
Brazil,2009,17.197155,,,,,,,
Brazil,2011,16.789127,,,,,,,
Brazil,2012,,16.42011,,,,,,
Brazil,2013,,16.184965,,,,,,
Brazil,2014,,15.382221,,,,,,
Brazil,2015,,15.773165,,,,,,
Brazil,2016,,16.839048,,,,,,
Brazil,2017,,17.042103,,,,,,
Brazil,2018,,17.185417,,,,,,
Brazil,2019,,17.966185,,,,,,
Brazil,2020,,11.69864,,,,,,
Brazil,2021,,16.43629,,,,,,
Brazil,2022,,15.18103,,,,,,
Brazil,2023,,15.191833,,,,,,
Bulgaria,1992,,4.483,,,,,,
Bulgaria,2006,,,,,,11.9136715,,
Bulgaria,2007,,,,,,9.0717125,,
Bulgaria,2008,,,,,,8.286409,,
Bulgaria,2009,,,,,,9.150164,,
Bulgaria,2010,,,,,,10.537067,,
Bulgaria,2011,,,,,,10.119782,,
Bulgaria,2012,,,,,,10.230495,,
Bulgaria,2013,,,,,,12.031137,,
Bulgaria,2014,,,,,,9.925861,,
Bulgaria,2015,,,,,,,12.52629,
Bulgaria,2016,,,,,,,10.793645,
Bulgaria,2017,,,,,,,9.962871,
Bulgaria,2018,,,,,,,9.545121,
Bulgaria,2019,,,,,,,9.656246,
Bulgaria,2020,,,,,,,8.473216,
Bulgaria,2021,,,,,,,8.953888,
Bulgaria,2022,,,,,,,8.870794,
Bulgaria,2023,,,,,,,8.816183,
Canada,1971,10.749951,,,,,,,
Canada,1973,9.498648,,,,,,,
Canada,1975,8.748588,,,,,,,
Canada,1977,9.249644,,,,,,,
Canada,1979,8.99835,,,,,,,
Canada,1981,7.999598,,,,,,,
Canada,1982,7.9995522,,,,,,,
Canada,1984,8.744499,,,,,,,
Canada,1985,7.991539,,,,,,,
Canada,1986,7.247749,,,,,,,
Canada,1987,7.2385206,,,,,,,
Canada,1988,6.745361,,,,,,,
Canada,1989,6.747815,,,,,,,
Canada,1990,7.7483253,,,,,,,
Canada,1991,7.731675,,,,,,,
Canada,1992,7.247383,,,,,,,
Canada,1993,7.4999423,,,,,,,
Canada,1994,7.2494507,,,,,,,
Canada,1995,7.4996786,,,,,,,
Canada,1996,,7.2411375,,,,,,
Canada,1997,,7.2228327,,,,,,
Canada,1998,,7.2463365,,,,,,
Canada,1999,,7.738087,,,,,,
Canada,2000,,7.997187,,,,,,
Canada,2001,,7.498713,,,,,,
Canada,2002,,7.748252,,,,,,
Canada,2003,,7.9991484,,,,,,
Canada,2004,,8.245346,,,,,,
Canada,2005,,7.739091,,,,,,
Canada,2006,,7.4820952,,,,,,
Canada,2007,,7.242895,,,,,,
Canada,2008,,7.4974113,,,,,,
Canada,2009,,7.4958906,,,,,,
Canada,2010,,7.212516,,,,,,
Canada,2011,,6.7443123,,,,,,
Canada,2012,,,8.988085,,,,,
Canada,2013,,,9.499545,,,,,
Canada,2014,,,7.999457,,,,,
Canada,2015,,,8.2429905,,,,,
Canada,2016,,,6.998784,,,,,
Canada,2017,,,7.2335973,,,,,
Canada,2018,,,6.748466,,,,,
Canada,2019,,,6.4951363,,,,,
Canada,2020,,,3.9775648,,,,,
Canada,2021,,,4.746784,,,,,
Chile,1987,13.835952,,,,,,,
Chile,1990,13.127496,,,,,,,
Chile,1992,11.820705,,,,,,,
Chile,1994,13.128718,,,,,,,
Chile,1996,13.184258,,,,,,,
Chile,1998,13.593015,,,,,,,
Chile,2000,,13.054973,,,,,,
Chile,2003,,12.757854,,,,,,
Chile,2006,,,9.926822,,,,,
Chile,2009,,,8.802469,,,,,
Chile,2011,,,8.396483,,,,,
Chile,2013,,,7.545185,,,,,
Chile,2015,,,7.5088196,,,,,
Chile,2017,,,7.3915915,,,,,
Chile,2020,,,9.3756075,,,,,
Chile,2022,,,7.4633517,,,,,
China,1981,3.4612873,,,,,,,
China,1984,3.6144488,,,,,,,
China,1987,5.8979516,,,,,,,
China (rural),1981,2.525,,,,,,,
China (rural),1984,2.078,,,,,,,
China (rural),1987,4.8650002,,,,,,,
China (urban),1981,0.0,,,,,,,
China (urban),1984,0.0,,,,,,,
China (urban),1987,0.0,,,,,,,
Colombia,1992,,13.209338,,,,,,
Colombia,1996,,17.17152,,,,,,
Colombia,1999,,19.256527,,,,,,
Colombia,2000,,17.480848,,,,,,
Colombia,2001,,,18.06549,,,,,
Colombia,2002,,,,15.546449,,,,
Colombia,2003,,,,15.018548,,,,
Colombia,2004,,,,13.404125,,,,
Colombia,2005,,,,14.133428,,,,
Colombia,2008,,,,,16.886442,,,
Colombia,2009,,,,,15.944253,,,
Colombia,2010,,,,,15.630438,,,
Colombia,2011,,,,,15.004028,,,
Colombia,2012,,,,,15.403408,,,
Colombia,2013,,,,,15.277653,,,
Colombia,2014,,,,,15.329877,,,
Colombia,2015,,,,,14.334166,,,
Colombia,2016,,,,,14.038366,,,
Colombia,2017,,,,,13.567643,,,
Colombia,2018,,,,,13.752352,,,
Colombia,2019,,,,,14.947611,,,
Colombia,2020,,,,,16.513357,,,
Colombia,2021,,,,,,15.815118,,
Colombia,2022,,,,,,15.493195,,
Colombia,2023,,,,,,14.964488,,
Colombia (urban),1980,20.076,,,,,,,
Colombia (urban),1988,,18.06,,,,,,
Colombia (urban),1989,,16.982,,,,,,
Colombia (urban),1991,,17.371,,,,,,
Costa Rica,1981,19.346,,,,,,,
Costa Rica,1986,14.505,,,,,,,
Costa Rica,1989,,15.327851,,,,,,
Costa Rica,1990,,15.44991,,,,,,
Costa Rica,1991,,16.502869,,,,,,
Costa Rica,1992,,14.527885,,,,,,
Costa Rica,1993,,14.870053,,,,,,
Costa Rica,1994,,14.592285,,,,,,
Costa Rica,1995,,14.411527,,,,,,
Costa Rica,1996,,15.312932,,,,,,
Costa Rica,1997,,14.052524,,,,,,
Costa Rica,1998,,12.969952,,,,,,
Costa Rica,1999,,14.068903,,,,,,
Costa Rica,2000,,14.855319,,,,,,
Costa Rica,2001,,,15.20984,,,,,
Costa Rica,2002,,,14.937665,,,,,
Costa Rica,2003,,,15.141338,,,,,
Costa Rica,2004,,,14.27309,,,,,
Costa Rica,2005,,,13.178055,,,,,
Costa Rica,2006,,,13.10049,,,,,
Costa Rica,2007,,,12.061642,,,,,
Costa Rica,2008,,,12.040803,,,,,
Costa Rica,2009,,,13.288961,,,,,
Costa Rica,2010,,,,12.109607,,,,
Costa Rica,2011,,,,13.55031,,,,
Costa Rica,2012,,,,13.269517,,,,
Costa Rica,2013,,,,13.525335,,,,
Costa Rica,2014,,,,13.307458,,,,
Costa Rica,2015,,,,12.724736,,,,
Costa Rica,2016,,,,13.015207,,,,
Costa Rica,2017,,,,12.070064,,,,
Costa Rica,2018,,,,13.12396,,,,
Costa Rica,2019,,,,12.026286,,,,
Costa Rica,2020,,,,13.566807,,,,
Costa Rica,2021,,,,12.285856,,,,
Costa Rica,2022,,,,11.893626,,,,
Costa Rica,2023,,,,12.91506,,,,
Costa Rica,2024,,,,12.74968,,,,
Croatia,1988,2.253,,,,,,,
Croatia,2009,,,,8.283172,,,,
Croatia,2010,,,,8.454112,,,,
Croatia,2011,,,,8.89866,,,,
Croatia,2012,,,,8.70994,,,,
Croatia,2013,,,,8.379051,,,,
Croatia,2014,,,,7.9110203,,,,
Croatia,2015,,,,8.69376,,,,
Croatia,2016,,,,7.9016886,,,,
Croatia,2017,,,,8.58778,,,,
Croatia,2018,,,,6.905725,,,,
Croatia,2019,,,,6.709952,,,,
Croatia,2020,,,,6.7022243,,,,
Croatia,2021,,,,6.189076,,,,
Croatia,2022,,,,6.4187193,,,,
Croatia,2023,,,,7.1034245,,,,
Cyprus,2004,3.1005921,,,,,,,
Cyprus,2005,2.5051517,,,,,,,
Cyprus,2006,2.419953,,,,,,,
Cyprus,2007,2.4050398,,,,,,,
Cyprus,2008,2.3982744,,,,,,,
Cyprus,2009,2.965727,,,,,,,
Cyprus,2010,2.8839667,,,,,,,
Cyprus,2011,3.5806363,,,,,,,
Cyprus,2012,3.8919992,,,,,,,
Cyprus,2013,3.5840244,,,,,,,
Cyprus,2014,5.112504,,,,,,,
Cyprus,2015,4.1943736,,,,,,,
Cyprus,2016,3.0230675,,,,,,,
Cyprus,2017,4.0179706,,,,,,,
Cyprus,2018,2.995408,,,,,,,
Cyprus,2019,3.127463,,,,,,,
Cyprus,2020,3.1761732,,,,,,,
Cyprus,2021,3.4119818,,,,,,,
Cyprus,2022,2.7495718,,,,,,,
Cyprus,2023,2.4794064,,,,,,,
Czechia,1992,0.7463214,,,,,,,
Czechia,1993,0.0,,,,,,,
Czechia,1996,2.7389631,,,,,,,
Czechia,2002,2.460689,,,,,,,
Czechia,2004,,4.158859,,,,,,
Czechia,2005,,3.487975,,,,,,
Czechia,2006,,3.9606597,,,,,,
Czechia,2007,,3.0507283,,,,,,
Czechia,2008,,3.078152,,,,,,
Czechia,2009,,3.4743953,,,,,,
Czechia,2010,,3.6642883,,,,,,
Czechia,2011,,3.8885581,,,,,,
Czechia,2012,,2.9427972,,,,,,
Czechia,2013,,3.6195047,,,,,,
Czechia,2014,,3.499011,,,,,,
Czechia,2015,,3.4889948,,,,,,
