country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7,income_spell_8
Albania,1996,3111557,,,,,,,,,,,,,,,
Albania,2002,,2919981,,,,,,,,,,,,,,
Albania,2005,,2840148,,,,,,,,,,,,,,
Albania,2008,,2758024,,,,,,,,,,,,,,
Albania,2012,,2735508,,,,,,,,,,,,,,
Albania,2014,,,2587509,,,,,,,,,,,,,
Albania,2015,,,2420018,,,,,,,,,,,,,
Albania,2016,,,2363050,,,,,,,,,,2566023,,,
Albania,2017,,,2386634,,,,,,,,,,2542984,,,
Albania,2018,,,,2321691,,,,,,,,,2499488,,,
Albania,2019,,,,2298635,,,,,,,,,,,,
Albania,2020,,,,2244718,,,,,,,,,,,,
Algeria,1988,23023161,,,,,,,,,,,,,,,
Algeria,1995,,27156577,,,,,,,,,,,,,,
Algeria,2011,,,34742700,,,,,,,,,,,,,
Angola,2000,15144522,,,,,,,,,,,,,,,
Angola,2008,,20969418,,,,,,,,,,,,,,
Angola,2018,,,30472210,,,,,,,,,,,,,
Argentina (urban),1980,,,,,,,,,8015773,,,,,,,
Argentina (urban),1986,,,,,,,,,8591624,,,,,,,
Argentina (urban),1987,,,,,,,,,10504182,,,,,,,
Argentina (urban),1991,,,,,,,,,17241744,,,,,,,
Argentina (urban),1992,,,,,,,,,,16871444,,,,,,
Argentina (urban),1993,,,,,,,,,,16527668,,,,,,
Argentina (urban),1994,,,,,,,,,,17185172,,,,,,
Argentina (urban),1995,,,,,,,,,,19160524,,,,,,
Argentina (urban),1996,,,,,,,,,,19636463,,,,,,
Argentina (urban),1997,,,,,,,,,,19115743,,,,,,
Argentina (urban),1998,,,,,,,,,,,20015810,,,,,
Argentina (urban),1999,,,,,,,,,,,20817431,,,,,
Argentina (urban),2000,,,,,,,,,,,21659206,,,,,
Argentina (urban),2001,,,,,,,,,,,22932819,,,,,
Argentina (urban),2002,,,,,,,,,,,27370110,,,,,
Argentina (urban),2003,,,,,,,,,,,,23442465,,,,
Argentina (urban),2004,,,,,,,,,,,,22244804,,,,
Argentina (urban),2005,,,,,,,,,,,,20948311,,,,
Argentina (urban),2006,,,,,,,,,,,,19028918,,,,
Argentina (urban),2007,,,,,,,,,,,,18785063,,,,
Argentina (urban),2008,,,,,,,,,,,,18237594,,,,
Argentina (urban),2009,,,,,,,,,,,,17295001,,,,
Argentina (urban),2010,,,,,,,,,,,,17140010,,,,
Argentina (urban),2011,,,,,,,,,,,,16038548,,,,
Argentina (urban),2012,,,,,,,,,,,,15968101,,,,
Argentina (urban),2013,,,,,,,,,,,,15939412,,,,
Argentina (urban),2014,,,,,,,,,,,,17782071,,,,
Argentina (urban),2016,,,,,,,,,,,,17651978,,,,
Argentina (urban),2017,,,,,,,,,,,,16478297,,,,
Argentina (urban),2018,,,,,,,,,,,,18796236,,,,
Argentina (urban),2019,,,,,,,,,,,,20050587,,,,
Argentina (urban),2020,,,,,,,,,,,,22771313,,,,
Argentina (urban),2021,,,,,,,,,,,,21471547,,,,
Argentina (urban),2022,,,,,,,,,,,,22219708,,,,
Argentina (urban),2023,,,,,,,,,,,,22662670,,,,
Argentina (urban),2024,,,,,,,,,,,,22197062,,,,
Armenia,1996,,,,,,,,,3107421,,,,,,,
Armenia,1999,,3093019,,,,,,,,,,,,,,
Armenia,2001,,3149516,,,,,,,,,,,,,,
Armenia,2002,,3136352,,,,,,,,,,,,,,
Armenia,2003,,3122927,,,,,,,,,,,,,,
Armenia,2004,,3047554,,,,,,,,,,,,,,
Armenia,2005,,3012464,,,,,,,,,,,,,,
Armenia,2006,,3038866,,,,,,,,,,,,,,
Armenia,2007,,2967987,,,,,,,,,,,,,,
Armenia,2008,,2970945,,,,,,,,,,,,,,
Armenia,2009,,2996906,,,,,,,,,,,,,,
Armenia,2010,,2957271,,,,,,,,,,,,,,
Armenia,2011,,2941954,,,,,,,,,,,,,,
Armenia,2012,,2923884,,,,,,,,,,,,,,
Armenia,2013,,2910192,,,,,,,,,,,,,,
Armenia,2014,,2880649,,,,,,,,,,,,,,
Armenia,2015,,2852925,,,,,,,,,,,,,,
Armenia,2016,,2824108,,,,,,,,,,,,,,
Armenia,2017,,2798275,,,,,,,,,,,,,,
Armenia,2018,,2785292,,,,,,,,,,,,,,
Armenia,2019,,,2840616,,,,,,,,,,,,,
Armenia,2020,,,2903127,,,,,,,,,,,,,
