country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7,income_spell_8
Albania,1996,99.91247,,,,,,,,,,,,,,,
Albania,2002,,99.72257,,,,,,,,,,,,,,
Albania,2005,,99.51416,,,,,,,,,,,,,,
Albania,2008,,99.21715,,,,,,,,,,,,,,
Albania,2012,,99.6556,,,,,,,,,,,,,,
Albania,2014,,,99.25326,,,,,,,,,,,,,
Albania,2015,,,98.50547,,,,,,,,,,,,,
Albania,2016,,,98.061104,,,,,,,,,,98.97964,,,
Albania,2017,,,98.49483,,,,,,,,,,99.08063,,,
Albania,2018,,,,98.56368,,,,,,,,,98.95321,,,
Albania,2019,,,,97.904015,,,,,,,,,,,,
Albania,2020,,,,98.25261,,,,,,,,,,,,
Algeria,1988,99.131,,,,,,,,,,,,,,,
Algeria,1995,,99.782005,,,,,,,,,,,,,,
Algeria,2011,,,99.523,,,,,,,,,,,,,
Angola,2000,97.9374,,,,,,,,,,,,,,,
Angola,2008,,99.19945,,,,,,,,,,,,,,
Angola,2018,,,99.12602,,,,,,,,,,,,,
Argentina (urban),1980,,,,,,,,,70.539,,,,,,,
Argentina (urban),1986,,,,,,,,,68.960556,,,,,,,
Argentina (urban),1987,,,,,,,,,73.05312,,,,,,,
Argentina (urban),1991,,,,,,,,,84.89723,,,,,,,
Argentina (urban),1992,,,,,,,,,,84.34919,,,,,,
Argentina (urban),1993,,,,,,,,,,83.69368,,,,,,
Argentina (urban),1994,,,,,,,,,,84.51469,,,,,,
Argentina (urban),1995,,,,,,,,,,85.222946,,,,,,
Argentina (urban),1996,,,,,,,,,,85.34649,,,,,,
Argentina (urban),1997,,,,,,,,,,83.72336,,,,,,
Argentina (urban),1998,,,,,,,,,,,84.78966,,,,,
Argentina (urban),1999,,,,,,,,,,,86.09885,,,,,
Argentina (urban),2000,,,,,,,,,,,85.95106,,,,,
Argentina (urban),2001,,,,,,,,,,,87.68551,,,,,
Argentina (urban),2002,,,,,,,,,,,93.50131,,,,,
Argentina (urban),2003,,,,,,,,,,,,88.81392,,,,
Argentina (urban),2004,,,,,,,,,,,,87.05184,,,,
Argentina (urban),2005,,,,,,,,,,,,84.69833,,,,
Argentina (urban),2006,,,,,,,,,,,,81.98486,,,,
Argentina (urban),2007,,,,,,,,,,,,80.80909,,,,
Argentina (urban),2008,,,,,,,,,,,,79.74017,,,,
Argentina (urban),2009,,,,,,,,,,,,78.20905,,,,
Argentina (urban),2010,,,,,,,,,,,,78.05982,,,,
Argentina (urban),2011,,,,,,,,,,,,75.15331,,,,
Argentina (urban),2012,,,,,,,,,,,,74.95642,,,,
Argentina (urban),2013,,,,,,,,,,,,74.939476,,,,
Argentina (urban),2014,,,,,,,,,,,,77.77474,,,,
Argentina (urban),2016,,,,,,,,,,,,76.76945,,,,
Argentina (urban),2017,,,,,,,,,,,,74.68689,,,,
Argentina (urban),2018,,,,,,,,,,,,78.97044,,,,
Argentina (urban),2019,,,,,,,,,,,,79.92356,,,,
Argentina (urban),2020,,,,,,,,,,,,84.034,,,,
Argentina (urban),2021,,,,,,,,,,,,82.428894,,,,
Argentina (urban),2022,,,,,,,,,,,,83.8596,,,,
Argentina (urban),2023,,,,,,,,,,,,83.820206,,,,
Argentina (urban),2024,,,,,,,,,,,,82.792816,,,,
Armenia,1996,,,,,,,,,98.773994,,,,,,,
Armenia,1999,,99.632935,,,,,,,,,,,,,,
Armenia,2001,,99.73056,,,,,,,,,,,,,,
Armenia,2002,,99.6556,,,,,,,,,,,,,,
Armenia,2003,,99.58402,,,,,,,,,,,,,,
Armenia,2004,,99.070435,,,,,,,,,,,,,,
Armenia,2005,,98.89046,,,,,,,,,,,,,,
Armenia,2006,,99.70326,,,,,,,,,,,,,,
Armenia,2007,,99.46958,,,,,,,,,,,,,,
Armenia,2008,,99.685875,,,,,,,,,,,,,,
Armenia,2009,,99.82692,,,,,,,,,,,,,,
Armenia,2010,,99.66405,,,,,,,,,,,,,,
Armenia,2011,,99.59022,,,,,,,,,,,,,,
Armenia,2012,,99.3281,,,,,,,,,,,,,,
Armenia,2013,,99.6296,,,,,,,,,,,,,,
Armenia,2014,,98.97658,,,,,,,,,,,,,,
Armenia,2015,,98.59983,,,,,,,,,,,,,,
Armenia,2016,,99.53631,,,,,,,,,,,,,,
Armenia,2017,,98.8474,,,,,,,,,,,,,,
Armenia,2018,,98.32084,,,,,,,,,,,,,,
Armenia,2019,,,99.498085,,,,,,,,,,,,,
Armenia,2020,,,99.80231,,,,,,,,,,,,,
Armenia,2021,,,99.54756,,,,,,,,,,,,,
Armenia,2022,,,99.70294,,,,,,,,,,,,,
Armenia,2023,,,99.578766,,,,,,,,,,,,,
Australia,1981,,,,,,,,,58.998863,,,,,,,
Australia,1985,,,,,,,,,,57.6903,,,,,,
Australia,1989,,,,,,,,,,,55.49184,,,,,
Australia,1995,,,,,,,,,,,,60.986813,,,,
Australia,2001,,,,,,,,,,,,52.476467,,,,
Australia,2003,,,,,,,,,,,,50.746174,,,,
Australia,2004,,,,,,,,,,,,44.99671,,,,
Australia,2008,,,,,,,,,,,,32.38549,,,,
Australia,2010,,,,,,,,,,,,31.380093,,,,
Australia,2014,,,,,,,,,,,,25.247583,,,,
Australia,2016,,,,,,,,,,,,26.490698,,,,
Australia,2018,,,,,,,,,,,,25.999283,,,,
Australia,2020,,,,,,,,,,,,22.747887,,,,
Austria,1994,,,,,,,,,,27.964153,,,,,,
Austria,1995,,,,,,,,,,27.732956,,,,,,
Austria,1996,,,,,,,,,,30.716518,,,,,,
Austria,1997,,,,,,,,,,30.446259,,,,,,
Austria,1998,,,,,,,,,,30.470863,,,,,,
Austria,1999,,,,,,,,,,27.65044,,,,,,
Austria,2000,,,,,,,,,,27.471558,,,,,,
Austria,2003,,,,,,,,,,,23.706102,,,,,
Austria,2004,,,,,,,,,,,21.12064,,,,,
Austria,2005,,,,,,,,,,,22.491669,,,,,
Austria,2006,,,,,,,,,,,21.79774,,,,,
Austria,2007,,,,,,,,,,,21.369675,,,,,
Austria,2008,,,,,,,,,,,19.706228,,,,,
Austria,2009,,,,,,,,,,,19.213676,,,,,
Austria,2010,,,,,,,,,,,18.033405,,,,,
Austria,2011,,,,,,,,,,,19.906086,,,,,
Austria,2012,,,,,,,,,,,19.692078,,,,,
Austria,2013,,,,,,,,,,,17.81345,,,,,
Austria,2014,,,,,,,,,,,18.723866,,,,,
Austria,2015,,,,,,,,,,,19.267822,,,,,
Austria,2016,,,,,,,,,,,16.79001,,,,,
Austria,2017,,,,,,,,,,,16.723854,,,,,
Austria,2018,,,,,,,,,,,17.229675,,,,,
Austria,2019,,,,,,,,,,,15.475357,,,,,
Austria,2020,,,,,,,,,,,14.774881,,,,,
Austria,2021,,,,,,,,,,,16.120983,,,,,
Austria,2022,,,,,,,,,,,14.082951,,,,,
Austria,2023,,,,,,,,,,,14.961182,,,,,
Azerbaijan,1995,99.89512,,,,,,,,,,,,,,,
Azerbaijan,2001,,99.32684,,,,,,,,,,,,,,
Azerbaijan,2002,,99.46579,,,,,,,,,,,,,,
Azerbaijan,2003,,99.3451,,,,,,,,,,,,,,
Azerbaijan,2004,,99.154785,,,,,,,,,,,,,,
Azerbaijan,2005,,99.09417,,,,,,,,,,,,,,
Bangladesh,1983,100.0,,,,,,,,,,,,,,,
Bangladesh,1985,100.0,,,,,,,,,,,,,,,
Bangladesh,1988,100.0,,,,,,,,,,,,,,,
Bangladesh,1991,,99.98661,,,,,,,,,,,,,,
Bangladesh,1995,,99.8926,,,,,,,,,,,,,,
Bangladesh,2000,,,99.93465,,,,,,,,,,,,,
Bangladesh,2005,,,99.90698,,,,,,,,,,,,,
Bangladesh,2010,,,99.85329,,,,,,,,,,,,,
Bangladesh,2016,,,99.78641,,,,,,,,,,,,,
Bangladesh,2022,,,,99.76252,,,,,,,,,,,,
Barbados,2016,93.98008,,,,,,,,,,,,,,,
Belarus,1993,,,,,,,,,100.0,,,,,,,
Belarus,1995,,,,,,,,,100.0,,,,,,,
Belarus,1998,,99.93556,,,,,,,,,,,,,,
Belarus,1999,,100.0,,,,,,,,,,,,,,
Belarus,2000,,100.0,,,,,,,,,,,,,,
Belarus,2001,,99.84034,,,,,,,,,,,,,,
Belarus,2002,,99.83155,,,,,,,,,,,,,,
Belarus,2003,,99.94796,,,,,,,,,,,,,,
Belarus,2004,,99.966644,,,,,,,,,,,,,,
Belarus,2005,,99.83421,,,,,,,,,,,,,,
Belarus,2006,,99.67363,,,,,,,,,,,,,,
Belarus,2007,,99.032196,,,,,,,,,,,,,,
Belarus,2008,,99.102745,,,,,,,,,,,,,,
Belarus,2009,,98.93527,,,,,,,,,,,,,,
Belarus,2010,,98.012535,,,,,,,,,,,,,,
Belarus,2011,,98.38904,,,,,,,,,,,,,,
Belarus,2012,,97.60109,,,,,,,,,,,,,,
Belarus,2013,,96.117424,,,,,,,,,,,,,,
Belarus,2014,,95.3006,,,,,,,,,,,,,,
Belarus,2015,,97.099045,,,,,,,,,,,,,,
Belarus,2016,,97.590294,,,,,,,,,,,,,,
Belarus,2017,,97.45812,,,,,,,,,,,,,,
Belarus,2018,,96.200836,,,,,,,,,,,,,,
Belarus,2019,,95.35646,,,,,,,,,,,,,,
Belarus,2020,,95.88659,,,,,,,,,,,,,,
Belgium,1985,,,,,,,,,59.23358,,,,,,,
Belgium,1988,,,,,,,,,55.951202,,,,,,,
Belgium,1992,,,,,,,,,47.244053,,,,,,,
Belgium,1995,,,,,,,,,,34.93578,,,,,,
Belgium,1997,,,,,,,,,34.243374,,,,,,,
Belgium,2000,,,,,,,,,,28.218513,,,,,,
Belgium,2003,,,,,,,,,,,30.42231,,,,,
Belgium,2004,,,,,,,,,,,27.567642,,,,,
Belgium,2005,,,,,,,,,,,26.845327,,,,,
Belgium,2006,,,,,,,,,,,26.464489,,,,,
Belgium,2007,,,,,,,,,,,26.20728,,,,,
Belgium,2008,,,,,,,,,,,23.706305,,,,,
Belgium,2009,,,,,,,,,,,23.290983,,,,,
Belgium,2010,,,,,,,,,,,23.710745,,,,,
Belgium,2011,,,,,,,,,,,25.509274,,,,,
Belgium,2012,,,,,,,,,,,23.23081,,,,,
Belgium,2013,,,,,,,,,,,23.327234,,,,,
Belgium,2014,,,,,,,,,,,23.63062,,,,,
Belgium,2015,,,,,,,,,,,22.759127,,,,,
Belgium,2016,,,,,,,,,,,23.12251,,,,,
Belgium,2017,,,,,,,,,,,21.423641,,,,,
Belgium,2018,,,,,,,,,,,19.810627,,,,,
Belgium,2019,,,,,,,,,,,18.191456,,,,,
Belgium,2020,,,,,,,,,,,16.196558,,,,,
Belgium,2021,,,,,,,,,,,15.525317,,,,,
Belgium,2022,,,,,,,,,,,16.658142,,,,,
Belgium,2023,,,,,,,,,,,17.184711,,,,,
Belize,1993,,,,,,,,,97.21054,,,,,,,
Belize,1994,,,,,,,,,96.78095,,,,,,,
Belize,1995,,93.131004,,,,,,,,,,,,,,
Belize,1996,,,,,,,,,,,97.221794,,,,,
Belize,1997,,,,,,,,,98.11634,,,,,,,
Belize,1998,,,,,,,,,97.23234,,,,,,,
Belize,1999,,,,,,,,,96.92774,,,,,,,
Belize,2018,,,,90.56127,,,,,,,,,,,,
Benin,2003,99.94179,,,,,,,,,,,,,,,
Benin,2011,,99.968864,,,,,,,,,,,,,,
Benin,2015,,99.89265,,,,,,,,,,,,,,
Benin,2018,,,99.80938,,,,,,,,,,,,,
Benin,2021,,,99.86001,,,,,,,,,,,,,
Bhutan,2003,99.06847,,,,,,,,,,,,,,,
Bhutan,2007,,99.227234,,,,,,,,,,,,,,
Bhutan,2012,,97.85175,,,,,,,,,,,,,,
Bhutan,2017,,98.45104,,,,,,,,,,,,,,
Bhutan,2022,,,96.63008,,,,,,,,,,,,,
Bolivia,1997,,,,,,,,,,93.19792,,,,,,
Bolivia,1999,,,,,,,,,,,93.37811,,,,,
Bolivia,2000,,,,,,,,,,,,94.15761,,,,
Bolivia,2001,,,,,,,,,,,,94.4861,,,,
Bolivia,2002,,,,,,,,,,,,94.38871,,,,
Bolivia,2004,,,,,,,,,,,,,93.15135,,,
Bolivia,2005,,,,,,,,,,,,,,91.8037,,
Bolivia,2006,,,,,,,,,,,,,,91.29242,,
Bolivia,2007,,,,,,,,,,,,,,91.75556,,
Bolivia,2008,,,,,,,,,,,,,,91.45256,,
Bolivia,2009,,,,,,,,,,,,,,91.35045,,
Bolivia,2011,,,,,,,,,,,,,,88.91638,,
Bolivia,2012,,,,,,,,,,,,,,88.09731,,
Bolivia,2013,,,,,,,,,,,,,,86.2834,,
Bolivia,2014,,,,,,,,,,,,,,86.713196,,
Bolivia,2015,,,,,,,,,,,,,,87.61023,,
Bolivia,2016,,,,,,,,,,,,,,87.94998,,
Bolivia,2017,,,,,,,,,,,,,,87.74832,,
Bolivia,2018,,,,,,,,,,,,,,88.59132,,
Bolivia,2019,,,,,,,,,,,,,,88.17104,,
Bolivia,2020,,,,,,,,,,,,,,87.76963,,
Bolivia,2021,,,,,,,,,,,,,,87.9614,,
Bolivia,2022,,,,,,,,,,,,,,88.76065,,
Bolivia,2023,,,,,,,,,,,,,,87.0801,,
Bolivia (urban),1990,,,,,,,,,96.505,,,,,,,
Bolivia (urban),1992,,,,,,,,,96.910706,,,,,,,
Bosnia and Herzegovina,2001,98.56999,,,,,,,,,,,,,,,
Bosnia and Herzegovina,2004,90.09418,,,,,,,,,,,,,,,
Bosnia and Herzegovina,2007,,87.94112,,,,,,,,,,,,,,
Bosnia and Herzegovina,2011,,89.464966,,,,,,,,,,,,,,
Botswana,1985,99.096,,,,,,,,,,,,,,,
Botswana,1993,98.286,,,,,,,,,,,,,,,
Botswana,2002,,95.61919,,,,,,,,,,,,,,
Botswana,2009,,95.76499,,,,,,,,,,,,,,
Botswana,2015,,96.21754,,,,,,,,,,,,,,
Brazil,1981,,,,,,,,,96.258385,,,,,,,
Brazil,1982,,,,,,,,,96.12817,,,,,,,
Brazil,1983,,,,,,,,,97.13837,,,,,,,
Brazil,1984,,,,,,,,,97.10781,,,,,,,
Brazil,1985,,,,,,,,,97.17268,,,,,,,
Brazil,1986,,,,,,,,,92.14659,,,,,,,
Brazil,1987,,,,,,,,,94.58859,,,,,,,
Brazil,1988,,,,,,,,,94.45245,,,,,,,
Brazil,1989,,,,,,,,,92.99227,,,,,,,
Brazil,1990,,,,,,,,,95.16407,,,,,,,
Brazil,1992,,,,,,,,,97.74286,,,,,,,
Brazil,1993,,,,,,,,,95.447556,,,,,,,
Brazil,1995,,,,,,,,,92.708374,,,,,,,
Brazil,1996,,,,,,,,,92.575035,,,,,,,
Brazil,1997,,,,,,,,,92.74248,,,,,,,
Brazil,1998,,,,,,,,,92.5004,,,,,,,
Brazil,1999,,,,,,,,,93.12926,,,,,,,
Brazil,2001,,,,,,,,,91.87329,,,,,,,
Brazil,2002,,,,,,,,,91.705,,,,,,,
Brazil,2003,,,,,,,,,92.41538,,,,,,,
Brazil,2004,,,,,,,,,92.53814,,,,,,,
Brazil,2005,,,,,,,,,92.05924,,,,,,,
Brazil,2006,,,,,,,,,91.27575,,,,,,,
Brazil,2007,,,,,,,,,90.95085,,,,,,,
Brazil,2008,,,,,,,,,90.291306,,,,,,,
Brazil,2009,,,,,,,,,89.98014,,,,,,,
Brazil,2011,,,,,,,,,89.168495,,,,,,,
Brazil,2012,,,,,,,,,,87.95893,,,,,,
Brazil,2013,,,,,,,,,,87.02016,,,,,,
Brazil,2014,,,,,,,,,,86.42578,,,,,,
Brazil,2015,,,,,,,,,,87.11716,,,,,,
Brazil,2016,,,,,,,,,,86.93876,,,,,,
Brazil,2017,,,,,,,,,,87.22659,,,,,,
Brazil,2018,,,,,,,,,,86.556335,,,,,,
Brazil,2019,,,,,,,,,,86.385254,,,,,,
Brazil,2020,,,,,,,,,,87.4766,,,,,,
Brazil,2021,,,,,,,,,,88.208786,,,,,,
Brazil,2022,,,,,,,,,,86.01701,,,,,,
Brazil,2023,,,,,,,,,,85.13436,,,,,,
Bulgaria,1989,86.706,,,,,,,,,,,,,,,
Bulgaria,1992,,,,,,,,,,90.3,,,,,,
Bulgaria,1994,98.106,,,,,,,,,,,,,,,
Bulgaria,1995,,,,97.27398,,,,,,,,,,,,
Bulgaria,1997,,,99.825,,,,,,,,,,,,,
Bulgaria,2001,,,,98.78,,,,,,,,,,,,
