country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7,income_spell_8
Albania,1996,0.4323925,,,,,,,,,,,,,,,
Albania,2002,,0.4978679,,,,,,,,,,,,,,
Albania,2005,,0.56020063,,,,,,,,,,,,,,
Albania,2008,,0.52050436,,,,,,,,,,,,,,
Albania,2012,,0.7005778,,,,,,,,,,,,,,
Albania,2014,,,0.6746283,,,,,,,,,,,,,
Albania,2015,,,0.8161355,,,,,,,,,,,,,
Albania,2016,,,0.8155968,,,,,,,,,,1.2080654,,,
Albania,2017,,,0.9159298,,,,,,,,,,1.2993281,,,
Albania,2018,,,,1.0575132,,,,,,,,,1.2655978,,,
Albania,2019,,,,0.83140695,,,,,,,,,,,,
Albania,2020,,,,1.0402496,,,,,,,,,,,,
Algeria,1988,0.37570134,,,,,,,,,,,,,,,
Algeria,1995,,0.40762368,,,,,,,,,,,,,,
Algeria,2011,,,0.10926589,,,,,,,,,,,,,
Angola,2000,0.89953613,,,,,,,,,,,,,,,
Angola,2008,,0.5704823,,,,,,,,,,,,,,
Angola,2018,,,0.52028453,,,,,,,,,,,,,
Argentina (urban),1980,,,,,,,,,2.9990425,,,,,,,
Argentina (urban),1986,,,,,,,,,4.0478864,,,,,,,
Argentina (urban),1987,,,,,,,,,3.479154,,,,,,,
Argentina (urban),1991,,,,,,,,,2.0780816,,,,,,,
Argentina (urban),1992,,,,,,,,,,2.361764,,,,,,
Argentina (urban),1993,,,,,,,,,,2.573819,,,,,,
Argentina (urban),1994,,,,,,,,,,2.3340483,,,,,,
Argentina (urban),1995,,,,,,,,,,2.5401046,,,,,,
Argentina (urban),1996,,,,,,,,,,2.5268242,,,,,,
Argentina (urban),1997,,,,,,,,,,2.6691227,,,,,,
Argentina (urban),1998,,,,,,,,,,,2.3650897,,,,,
Argentina (urban),1999,,,,,,,,,,,2.4172752,,,,,
Argentina (urban),2000,,,,,,,,,,,2.3636515,,,,,
Argentina (urban),2001,,,,,,,,,,,2.4423182,,,,,
Argentina (urban),2002,,,,,,,,,,,1.4326587,,,,,
Argentina (urban),2003,,,,,,,,,,,,1.9900997,,,,
Argentina (urban),2004,,,,,,,,,,,,2.2238622,,,,
Argentina (urban),2005,,,,,,,,,,,,2.45346,,,,
Argentina (urban),2006,,,,,,,,,,,,2.8111374,,,,
Argentina (urban),2007,,,,,,,,,,,,2.6904812,,,,
Argentina (urban),2008,,,,,,,,,,,,2.9649699,,,,
Argentina (urban),2009,,,,,,,,,,,,3.1435702,,,,
Argentina (urban),2010,,,,,,,,,,,,3.0487878,,,,
Argentina (urban),2011,,,,,,,,,,,,3.0544593,,,,
Argentina (urban),2012,,,,,,,,,,,,3.1992178,,,,
Argentina (urban),2013,,,,,,,,,,,,3.1605039,,,,
Argentina (urban),2014,,,,,,,,,,,,2.7742379,,,,
Argentina (urban),2016,,,,,,,,,,,,2.9760842,,,,
Argentina (urban),2017,,,,,,,,,,,,3.2828915,,,,
Argentina (urban),2018,,,,,,,,,,,,2.9498255,,,,
Argentina (urban),2019,,,,,,,,,,,,2.7552276,,,,
Argentina (urban),2020,,,,,,,,,,,,2.3426895,,,,
Argentina (urban),2021,,,,,,,,,,,,2.5362697,,,,
Argentina (urban),2022,,,,,,,,,,,,2.3029258,,,,
Argentina (urban),2023,,,,,,,,,,,,2.1476543,,,,
Argentina (urban),2024,,,,,,,,,,,,2.175402,,,,
Armenia,1996,,,,,,,,,0.36439505,,,,,,,
Armenia,1999,,0.3517876,,,,,,,,,,,,,,
Armenia,2001,,0.3135355,,,,,,,,,,,,,,
Armenia,2002,,0.35909158,,,,,,,,,,,,,,
Armenia,2003,,0.32536343,,,,,,,,,,,,,,
Armenia,2004,,0.49622366,,,,,,,,,,,,,,
Armenia,2005,,0.57063544,,,,,,,,,,,,,,
Armenia,2006,,0.45315903,,,,,,,,,,,,,,
Armenia,2007,,0.5317318,,,,,,,,,,,,,,
Armenia,2008,,0.62108207,,,,,,,,,,,,,,
Armenia,2009,,0.47670534,,,,,,,,,,,,,,
Armenia,2010,,0.40853196,,,,,,,,,,,,,,
Armenia,2011,,0.46878698,,,,,,,,,,,,,,
Armenia,2012,,0.5190227,,,,,,,,,,,,,,
Armenia,2013,,0.70304364,,,,,,,,,,,,,,
Armenia,2014,,0.5533823,,,,,,,,,,,,,,
Armenia,2015,,0.5822397,,,,,,,,,,,,,,
Armenia,2016,,0.6462163,,,,,,,,,,,,,,
Armenia,2017,,0.55585164,,,,,,,,,,,,,,
Armenia,2018,,0.6206674,,,,,,,,,,,,,,
Armenia,2019,,,0.48669827,,,,,,,,,,,,,
Armenia,2020,,,0.4197846,,,,,,,,,,,,,
Armenia,2021,,,0.4501973,,,,,,,,,,,,,
Armenia,2022,,,0.44412264,,,,,,,,,,,,,
Armenia,2023,,,0.4487864,,,,,,,,,,,,,
Australia,1981,,,,,,,,,4.949323,,,,,,,
Australia,1985,,,,,,,,,,5.3828893,,,,,,
Australia,1989,,,,,,,,,,,5.442056,,,,,
Australia,1995,,,,,,,,,,,,5.1270943,,,,
Australia,2001,,,,,,,,,,,,5.313054,,,,
Australia,2003,,,,,,,,,,,,5.7932873,,,,
Australia,2004,,,,,,,,,,,,5.9665236,,,,
Australia,2008,,,,,,,,,,,,6.514576,,,,
Australia,2010,,,,,,,,,,,,6.833594,,,,
Australia,2014,,,,,,,,,,,,7.8935623,,,,
Australia,2016,,,,,,,,,,,,7.4204984,,,,
Australia,2018,,,,,,,,,,,,7.8219876,,,,
Australia,2020,,,,,,,,,,,,8.887681,,,,
Austria,1994,,,,,,,,,,7.2866044,,,,,,
Austria,1995,,,,,,,,,,6.5683165,,,,,,
Austria,1996,,,,,,,,,,5.3492365,,,,,,
Austria,1997,,,,,,,,,,5.8093886,,,,,,
Austria,1998,,,,,,,,,,6.8907533,,,,,,
Austria,1999,,,,,,,,,,6.790678,,,,,,
Austria,2000,,,,,,,,,,7.7657037,,,,,,
Austria,2003,,,,,,,,,,,7.1112885,,,,,
Austria,2004,,,,,,,,,,,7.143573,,,,,
Austria,2005,,,,,,,,,,,7.30725,,,,,
Austria,2006,,,,,,,,,,,6.6818395,,,,,
Austria,2007,,,,,,,,,,,7.4591093,,,,,
Austria,2008,,,,,,,,,,,8.224674,,,,,
Austria,2009,,,,,,,,,,,9.387349,,,,,
Austria,2010,,,,,,,,,,,8.60556,,,,,
Austria,2011,,,,,,,,,,,9.089621,,,,,
Austria,2012,,,,,,,,,,,9.300818,,,,,
Austria,2013,,,,,,,,,,,8.096197,,,,,
Austria,2014,,,,,,,,,,,7.8020515,,,,,
Austria,2015,,,,,,,,,,,10.871909,,,,,
Austria,2016,,,,,,,,,,,11.013806,,,,,
Austria,2017,,,,,,,,,,,9.031876,,,,,
Austria,2018,,,,,,,,,,,9.766622,,,,,
Austria,2019,,,,,,,,,,,9.436047,,,,,
Austria,2020,,,,,,,,,,,9.923581,,,,,
Austria,2021,,,,,,,,,,,10.871234,,,,,
Austria,2022,,,,,,,,,,,10.99807,,,,,
Austria,2023,,,,,,,,,,,10.442105,,,,,
Azerbaijan,1995,0.60384333,,,,,,,,,,,,,,,
Azerbaijan,2001,,0.3772927,,,,,,,,,,,,,,
Azerbaijan,2002,,0.41255414,,,,,,,,,,,,,,
Azerbaijan,2003,,0.32942536,,,,,,,,,,,,,,
Azerbaijan,2004,,0.3908477,,,,,,,,,,,,,,
Azerbaijan,2005,,0.25705078,,,,,,,,,,,,,,
Bangladesh,1983,0.073367596,,,,,,,,,,,,,,,
Bangladesh,1991,,0.18502256,,,,,,,,,,,,,,
Bangladesh,1995,,0.17469947,,,,,,,,,,,,,,
Bangladesh,2000,,,0.1914903,,,,,,,,,,,,,
Bangladesh,2005,,,0.19795507,,,,,,,,,,,,,
Bangladesh,2010,,,0.1983823,,,,,,,,,,,,,
Bangladesh,2016,,,0.25316703,,,,,,,,,,,,,
Bangladesh,2022,,,,0.3472797,,,,,,,,,,,,
Barbados,2016,1.9429289,,,,,,,,,,,,,,,
Belarus,1995,,,,,,,,,0.44312322,,,,,,,
Belarus,1998,,0.29447776,,,,,,,,,,,,,,
Belarus,1999,,0.38314205,,,,,,,,,,,,,,
Belarus,2000,,0.39839196,,,,,,,,,,,,,,
Belarus,2001,,0.49822956,,,,,,,,,,,,,,
Belarus,2002,,0.54404074,,,,,,,,,,,,,,
Belarus,2003,,0.55674064,,,,,,,,,,,,,,
Belarus,2004,,0.513972,,,,,,,,,,,,,,
Belarus,2005,,0.7585495,,,,,,,,,,,,,,
Belarus,2006,,0.7253456,,,,,,,,,,,,,,
Belarus,2007,,0.9479414,,,,,,,,,,,,,,
Belarus,2008,,0.9039746,,,,,,,,,,,,,,
Belarus,2009,,0.9455946,,,,,,,,,,,,,,
Belarus,2010,,0.8995724,,,,,,,,,,,,,,
Belarus,2011,,0.90907145,,,,,,,,,,,,,,
Belarus,2012,,0.98093337,,,,,,,,,,,,,,
Belarus,2013,,1.1154777,,,,,,,,,,,,,,
Belarus,2014,,0.98445773,,,,,,,,,,,,,,
Belarus,2015,,1.0660152,,,,,,,,,,,,,,
Belarus,2016,,0.86560076,,,,,,,,,,,,,,
Belarus,2017,,1.0513474,,,,,,,,,,,,,,
Belarus,2018,,1.133601,,,,,,,,,,,,,,
Belarus,2019,,0.9859374,,,,,,,,,,,,,,
Belarus,2020,,1.1212196,,,,,,,,,,,,,,
Belgium,1985,,,,,,,,,4.9752603,,,,,,,
Belgium,1988,,,,,,,,,5.512337,,,,,,,
Belgium,1992,,,,,,,,,6.7764626,,,,,,,
Belgium,1995,,,,,,,,,,6.2425942,,,,,,
Belgium,1997,,,,,,,,,6.205198,,,,,,,
Belgium,2000,,,,,,,,,,6.431521,,,,,,
Belgium,2003,,,,,,,,,,,6.303871,,,,,
Belgium,2004,,,,,,,,,,,4.6045685,,,,,
Belgium,2005,,,,,,,,,,,5.6484704,,,,,
Belgium,2006,,,,,,,,,,,5.808713,,,,,
Belgium,2007,,,,,,,,,,,5.702792,,,,,
Belgium,2008,,,,,,,,,,,5.048101,,,,,
Belgium,2009,,,,,,,,,,,6.398845,,,,,
Belgium,2010,,,,,,,,,,,5.934887,,,,,
Belgium,2011,,,,,,,,,,,6.0826488,,,,,
Belgium,2012,,,,,,,,,,,5.9346757,,,,,
Belgium,2013,,,,,,,,,,,6.12538,,,,,
Belgium,2014,,,,,,,,,,,5.366639,,,,,
Belgium,2015,,,,,,,,,,,5.204841,,,,,
Belgium,2016,,,,,,,,,,,5.971094,,,,,
Belgium,2017,,,,,,,,,,,5.647111,,,,,
Belgium,2018,,,,,,,,,,,4.5002003,,,,,
Belgium,2019,,,,,,,,,,,5.872691,,,,,
Belgium,2020,,,,,,,,,,,5.647703,,,,,
Belgium,2021,,,,,,,,,,,5.2584796,,,,,
Belgium,2022,,,,,,,,,,,5.4039197,,,,,
Belgium,2023,,,,,,,,,,,5.650666,,,,,
Belize,1993,,,,,,,,,1.1595705,,,,,,,
Belize,1994,,,,,,,,,1.0199142,,,,,,,
Belize,1995,,1.5157217,,,,,,,,,,,,,,
Belize,1996,,,,,,,,,,,0.8566298,,,,,
Belize,1997,,,,,,,,,0.988613,,,,,,,
Belize,1998,,,,,,,,,0.8399461,,,,,,,
Belize,1999,,,,,,,,,0.95509976,,,,,,,
Belize,2018,,,,1.5719281,,,,,,,,,,,,
Benin,2003,0.17031226,,,,,,,,,,,,,,,
Benin,2011,,0.16348751,,,,,,,,,,,,,,
Benin,2015,,0.43037495,,,,,,,,,,,,,,
Benin,2018,,,0.26290393,,,,,,,,,,,,,
Benin,2021,,,0.37349886,,,,,,,,,,,,,
Bhutan,2003,0.24111879,,,,,,,,,,,,,,,
