country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8
Albania,1996,2.9678411,,,,,,,
Albania,2002,,4.194722,,,,,,
Albania,2005,,2.6502175,,,,,,
Albania,2008,,0.8273079,,,,,,
Albania,2012,,1.7945902,,,,,,
Albania,2014,,,3.6761396,,,,,
Albania,2015,,,1.1148642,,,,,
Albania,2016,,,1.1406198,,,,,
Albania,2017,,,1.4444441,,,,,
Albania,2018,,,,1.0100294,,,,
Albania,2019,,,,0.27236944,,,,
Albania,2020,,,,0.34092245,,,,
Algeria,1988,12.2630005,,,,,,,
Algeria,1995,,11.807,,,,,,
Algeria,2011,,,0.0,,,,,
Angola,2000,26.95464,,,,,,,
Angola,2008,,22.079582,,,,,,
Angola,2018,,,39.294704,,,,,
Armenia,1999,,21.169123,,,,,,
Armenia,2001,,24.141233,,,,,,
Armenia,2002,,19.766228,,,,,,
Armenia,2003,,14.845049,,,,,,
Armenia,2004,,10.347973,,,,,,
Armenia,2005,,6.11446,,,,,,
Armenia,2006,,4.5136204,,,,,,
Armenia,2007,,3.69028,,,,,,
Armenia,2008,,2.0055044,,,,,,
Armenia,2009,,3.1141958,,,,,,
Armenia,2010,,2.9445043,,,,,,
Armenia,2011,,3.1296055,,,,,,
Armenia,2012,,2.498793,,,,,,
Armenia,2013,,2.9467812,,,,,,
Armenia,2014,,3.4375873,,,,,,
Armenia,2015,,2.8523972,,,,,,
Armenia,2016,,2.515995,,,,,,
Armenia,2017,,2.3624778,,,,,,
Armenia,2018,,2.8966322,,,,,,
Armenia,2019,,,2.4278004,,,,,
Armenia,2020,,,1.5165919,,,,,
Armenia,2021,,,2.1180894,,,,,
Armenia,2022,,,1.8968815,,,,,
Armenia,2023,,,1.9280258,,,,,
Azerbaijan,1995,19.654922,,,,,,,
Azerbaijan,2001,,11.398012,,,,,,
Azerbaijan,2002,,0.24240217,,,,,,
Azerbaijan,2003,,0.24874774,,,,,,
Azerbaijan,2004,,0.046829686,,,,,,
Azerbaijan,2005,,0.0,,,,,,
Bangladesh,1983,47.145,,,,,,,
Bangladesh,1985,41.408,,,,,,,
Bangladesh,1988,51.107002,,,,,,,
Bangladesh,1991,,51.207848,,,,,,
Bangladesh,1995,,43.390747,,,,,,
Bangladesh,2000,,,41.37349,,,,,
Bangladesh,2005,,,32.316326,,,,,
Bangladesh,2010,,,25.11859,,,,,
Bangladesh,2016,,,19.511166,,,,,
Bangladesh,2022,,,,5.9090796,,,,
Barbados,2016,1.6773976,,,,,,,
Belarus,1998,,38.24705,,,,,,
Belarus,1999,,33.74537,,,,,,
Belarus,2000,,26.505249,,,,,,
Belarus,2001,,14.7239895,,,,,,
Belarus,2002,,10.437627,,,,,,
Belarus,2003,,8.68017,,,,,,
Belarus,2004,,4.2629695,,,,,,
Belarus,2005,,2.4400222,,,,,,
Belarus,2006,,1.0611135,,,,,,
Belarus,2007,,1.0624937,,,,,,
Belarus,2008,,0.5179286,,,,,,
Belarus,2009,,0.54016185,,,,,,
Belarus,2010,,0.17213307,,,,,,
Belarus,2011,,0.054681323,,,,,,
Belarus,2012,,0.08120498,,,,,,
Belarus,2013,,0.022473456,,,,,,
Belarus,2014,,0.0,,,,,,
Belarus,2015,,0.0,,,,,,
Belarus,2016,,0.0,,,,,,
Belarus,2017,,0.027521607,,,,,,
Belarus,2018,,0.022012189,,,,,,
Belarus,2019,,0.0,,,,,,
Belarus,2020,,0.0,,,,,,
Belize,1995,,18.3566,,,,,,
Belize,2018,,,,1.0364783,,,,
Benin,2003,70.45723,,,,,,,
Benin,2011,,68.410866,,,,,,
Benin,2015,,65.8209,,,,,,
Benin,2018,,,37.176537,,,,,
Benin,2021,,,27.223417,,,,,
Bhutan,2003,23.09145,,,,,,,
Bhutan,2007,,12.029659,,,,,,
Bhutan,2012,,3.6468897,,,,,,
Bhutan,2017,,2.614205,,,,,,
Bhutan,2022,,,0.013378284,,,,,
Bosnia and Herzegovina,2001,0.64406335,,,,,,,
Bosnia and Herzegovina,2004,0.3954833,,,,,,,
Bosnia and Herzegovina,2007,,0.17217988,,,,,,
Bosnia and Herzegovina,2011,,0.23511446,,,,,,
Botswana,1985,50.131,,,,,,,
Botswana,1993,42.122,,,,,,,
Botswana,2002,,34.809402,,,,,,
Botswana,2009,,21.070885,,,,,,
Botswana,2015,,21.36526,,,,,,
