country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8
Albania,1996,2.8475664,,,,,,,
Albania,2002,,3.2122831,,,,,,
Albania,2005,,4.0950017,,,,,,
Albania,2008,,2.2614958,,,,,,
Albania,2012,,3.492413,,,,,,
Albania,2014,,,7.509593,,,,,
Albania,2015,,,4.9604883,,,,,
Albania,2016,,,6.572461,,,,,
Albania,2017,,,5.2713103,,,,,
Albania,2018,,,,6.009877,,,,
Albania,2019,,,,3.6192389,,,,
Albania,2020,,,,4.433078,,,,
Algeria,1988,7.2580004,,,,,,,
Algeria,1995,,7.831,,,,,,
Algeria,2011,,,1.255,,,,,
Angola,2000,17.70381,,,,,,,
Angola,2008,,10.489701,,,,,,
Angola,2018,,,15.700693,,,,,
Armenia,1999,,4.6238976,,,,,,
Armenia,2001,,3.8396869,,,,,,
Armenia,2002,,3.2717597,,,,,,
Armenia,2003,,1.8510815,,,,,,
Armenia,2004,,3.795426,,,,,,
Armenia,2005,,2.7328708,,,,,,
Armenia,2006,,2.8789601,,,,,,
Armenia,2007,,3.5398066,,,,,,
Armenia,2008,,2.09622,,,,,,
Armenia,2009,,1.8927621,,,,,,
Armenia,2010,,1.7585828,,,,,,
Armenia,2011,,2.4065583,,,,,,
Armenia,2012,,1.9811802,,,,,,
Armenia,2013,,3.023519,,,,,,
Armenia,2014,,3.872301,,,,,,
Armenia,2015,,4.2291923,,,,,,
Armenia,2016,,5.2042522,,,,,,
Armenia,2017,,2.9069383,,,,,,
Armenia,2018,,3.6630352,,,,,,
Armenia,2019,,,2.8650386,,,,,
Armenia,2020,,,1.5165919,,,,,
Armenia,2021,,,2.4335241,,,,,
Armenia,2022,,,2.394077,,,,,
Armenia,2023,,,2.3228707,,,,,
Azerbaijan,1995,6.6453533,,,,,,,
Azerbaijan,2001,,4.506503,,,,,,
Azerbaijan,2002,,0.39951584,,,,,,
Azerbaijan,2003,,0.838661,,,,,,
Azerbaijan,2004,,0.14114979,,,,,,
Azerbaijan,2005,,0.101772815,,,,,,
Bangladesh,1983,1.9819999,,,,,,,
