country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7,income_spell_8
Albania,1996,41797.03,,,,,,,,,,,,,,,
Albania,2002,,65931.85,,,,,,,,,,,,,,
Albania,2005,,36684.863,,,,,,,,,,,,,,
Albania,2008,,12022.232,,,,,,,,,,,,,,
Albania,2012,,33098.574,,,,,,,,,,,,,,
Albania,2014,,,55066.074,,,,,,,,,,,,,
Albania,2015,,,10456.513,,,,,,,,,,,,,
Albania,2016,,,12501.105,,,,,,,,,,303732.88,,,
Albania,2017,,,19040.621,,,,,,,,,,261458.2,,,
Albania,2018,,,,8873.511,,,,,,,,,179341.84,,,
Albania,2019,,,,1516.6855,,,,,,,,,,,,
Albania,2020,,,,3003.663,,,,,,,,,,,,
Algeria,1988,1784434.1,,,,,,,,,,,,,,,
Algeria,1995,,1998383.9,,,,,,,,,,,,,,
Algeria,2011,,,0.0,,,,,,,,,,,,,
Angola,2000,5830559.0,,,,,,,,,,,,,,,
Angola,2008,,4399342.5,,,,,,,,,,,,,,
Angola,2018,,,15392878.0,,,,,,,,,,,,,
Argentina (urban),1980,,,,,,,,,0.0,,,,,,,
Argentina (urban),1986,,,,,,,,,806941.0,,,,,,,
Argentina (urban),1987,,,,,,,,,730312.1,,,,,,,
Argentina (urban),1991,,,,,,,,,617247.94,,,,,,,
Argentina (urban),1992,,,,,,,,,,1110393.8,,,,,,
Argentina (urban),1993,,,,,,,,,,1243175.9,,,,,,
Argentina (urban),1994,,,,,,,,,,1364463.0,,,,,,
Argentina (urban),1995,,,,,,,,,,2360221.5,,,,,,
Argentina (urban),1996,,,,,,,,,,2841434.0,,,,,,
Argentina (urban),1997,,,,,,,,,,2413585.2,,,,,,
Argentina (urban),1998,,,,,,,,,,,2482363.2,,,,,
Argentina (urban),1999,,,,,,,,,,,2739942.0,,,,,
Argentina (urban),2000,,,,,,,,,,,3280350.0,,,,,
Argentina (urban),2001,,,,,,,,,,,5457339.5,,,,,
Argentina (urban),2002,,,,,,,,,,,7084280.5,,,,,
Argentina (urban),2003,,,,,,,,,,,,3096664.0,,,,
Argentina (urban),2004,,,,,,,,,,,,2160093.2,,,,
Argentina (urban),2005,,,,,,,,,,,,1562823.9,,,,
Argentina (urban),2006,,,,,,,,,,,,1318113.5,,,,
Argentina (urban),2007,,,,,,,,,,,,1086217.4,,,,
Argentina (urban),2008,,,,,,,,,,,,1030840.8,,,,
Argentina (urban),2009,,,,,,,,,,,,938582.94,,,,
Argentina (urban),2010,,,,,,,,,,,,537955.94,,,,
Argentina (urban),2011,,,,,,,,,,,,495288.16,,,,
Argentina (urban),2012,,,,,,,,,,,,486050.22,,,,
Argentina (urban),2013,,,,,,,,,,,,474336.66,,,,
Argentina (urban),2014,,,,,,,,,,,,447961.97,,,,
Argentina (urban),2016,,,,,,,,,,,,528298.7,,,,
Argentina (urban),2017,,,,,,,,,,,,439813.78,,,,
Argentina (urban),2018,,,,,,,,,,,,727412.5,,,,
Argentina (urban),2019,,,,,,,,,,,,750961.8,,,,
Argentina (urban),2020,,,,,,,,,,,,813012.3,,,,
Argentina (urban),2021,,,,,,,,,,,,730533.4,,,,
Argentina (urban),2022,,,,,,,,,,,,490515.2,,,,
Argentina (urban),2023,,,,,,,,,,,,441179.3,,,,
Argentina (urban),2024,,,,,,,,,,,,434392.44,,,,
Armenia,1996,,,,,,,,,559276.75,,,,,,,
Armenia,1999,,497749.2,,,,,,,,,,,,,,
Armenia,2001,,556149.94,,,,,,,,,,,,,,
Armenia,2002,,415377.0,,,,,,,,,,,,,,
Armenia,2003,,276684.44,,,,,,,,,,,,,,
