country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8
Albania,1996,4.9895897,,,,,,,
Albania,2002,,4.653591,,,,,,
Albania,2005,,5.3666677,,,,,,
Albania,2008,,6.033317,,,,,,
Albania,2012,,5.7760563,,,,,,
Albania,2014,,,5.085088,,,,,
Albania,2015,,,6.5999846,,,,,
Albania,2016,,,6.5503545,,,,,
Albania,2017,,,6.6068134,,,,,
Albania,2018,,,,7.659059,,,,
Albania,2019,,,,8.085405,,,,
Albania,2020,,,,8.316247,,,,
Algeria,1988,3.6916869,,,,,,,
Algeria,1995,,3.7608778,,,,,,
Algeria,2011,,,6.126352,,,,,
Angola,2000,2.305446,,,,,,,
Angola,2008,,2.848426,,,,,,
Angola,2018,,,1.8049138,,,,,
Armenia,1999,,2.9127543,,,,,,
Armenia,2001,,2.7978897,,,,,,
Armenia,2002,,3.015523,,,,,,
Armenia,2003,,3.258659,,,,,,
Armenia,2004,,3.6752949,,,,,,
Armenia,2005,,4.2414436,,,,,,
Armenia,2006,,4.5033755,,,,,,
Armenia,2007,,4.757363,,,,,,
Armenia,2008,,5.124891,,,,,,
Armenia,2009,,4.7192407,,,,,,
Armenia,2010,,4.637208,,,,,,
Armenia,2011,,4.7663984,,,,,,
Armenia,2012,,4.8916874,,,,,,
Armenia,2013,,5.001015,,,,,,
Armenia,2014,,4.995241,,,,,,
Armenia,2015,,5.2348356,,,,,,
Armenia,2016,,5.2848535,,,,,,
Armenia,2017,,5.4277463,,,,,,
Armenia,2018,,5.337386,,,,,,
Armenia,2019,,,5.149326,,,,,
Armenia,2020,,,5.417218,,,,,
Armenia,2021,,,5.353462,,,,,
Armenia,2022,,,5.162173,,,,,
Armenia,2023,,,5.327713,,,,,
Azerbaijan,1995,3.0135436,,,,,,,
Azerbaijan,2001,,3.652843,,,,,,
Azerbaijan,2002,,6.1280956,,,,,,
Azerbaijan,2003,,6.065952,,,,,,
Azerbaijan,2004,,6.380824,,,,,,
Azerbaijan,2005,,7.094881,,,,,,
Bangladesh,1983,2.132377,,,,,,,
Bangladesh,1985,2.3061216,,,,,,,
Bangladesh,1988,2.024052,,,,,,,
Bangladesh,1991,,2.047387,,,,,,
Bangladesh,1995,,2.2745938,,,,,,
Bangladesh,2000,,,2.2752078,,,,,
Bangladesh,2005,,,2.546851,,,,,
Bangladesh,2010,,,2.785314,,,,,
Bangladesh,2016,,,3.023273,,,,,
Bangladesh,2022,,,,4.1645355,,,,
Barbados,2016,9.245765,,,,,,,
Belarus,1998,,2.230851,,,,,,
Belarus,1999,,2.3301427,,,,,,
Belarus,2000,,2.646435,,,,,,
Belarus,2001,,3.3783948,,,,,,
Belarus,2002,,3.722498,,,,,,
Belarus,2003,,3.97641,,,,,,
Belarus,2004,,4.747451,,,,,,
Belarus,2005,,5.5941653,,,,,,
Belarus,2006,,6.3629007,,,,,,
Belarus,2007,,7.235632,,,,,,
Belarus,2008,,7.8328643,,,,,,
Belarus,2009,,7.991094,,,,,,
Belarus,2010,,8.5879135,,,,,,
Belarus,2011,,9.238137,,,,,,
Belarus,2012,,10.526291,,,,,,
Belarus,2013,,11.753932,,,,,,
Belarus,2014,,11.988612,,,,,,
Belarus,2015,,11.17133,,,,,,
Belarus,2016,,10.924463,,,,,,
Belarus,2017,,10.962676,,,,,,
Belarus,2018,,12.200534,,,,,,
Belarus,2019,,12.820898,,,,,,
