country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8
Albania,1996,5.756649,,,,,,,
Albania,2002,,5.4212823,,,,,,
Albania,2005,,6.331617,,,,,,
Albania,2008,,6.9748726,,,,,,
Albania,2012,,6.644682,,,,,,
Albania,2014,,,6.189861,,,,,
Albania,2015,,,7.918185,,,,,
Albania,2016,,,7.9278755,,,,,
Albania,2017,,,7.8922677,,,,,
Albania,2018,,,,9.263575,,,,
Albania,2019,,,,9.502747,,,,
Albania,2020,,,,9.817254,,,,
Algeria,1988,4.5405746,,,,,,,
Algeria,1995,,4.6525435,,,,,,
Algeria,2011,,,7.151157,,,,,
Angola,2000,3.2866962,,,,,,,
Angola,2008,,3.5381148,,,,,,
Angola,2018,,,2.3770154,,,,,
Armenia,1999,,3.4050148,,,,,,
Armenia,2001,,3.3036559,,,,,,
Armenia,2002,,3.5315588,,,,,,
Armenia,2003,,3.7291129,,,,,,
Armenia,2004,,4.257514,,,,,,
Armenia,2005,,4.835513,,,,,,
Armenia,2006,,5.228325,,,,,,
Armenia,2007,,5.5961475,,,,,,
Armenia,2008,,5.882477,,,,,,
Armenia,2009,,5.411817,,,,,,
Armenia,2010,,5.327894,,,,,,
Armenia,2011,,5.5010986,,,,,,
Armenia,2012,,5.7235465,,,,,,
Armenia,2013,,5.749596,,,,,,
Armenia,2014,,5.8235726,,,,,,
Armenia,2015,,6.168,,,,,,
Armenia,2016,,6.211072,,,,,,
Armenia,2017,,6.2236614,,,,,,
Armenia,2018,,6.210149,,,,,,
Armenia,2019,,,5.997225,,,,,
Armenia,2020,,,6.129866,,,,,
Armenia,2021,,,6.1641784,,,,,
Armenia,2022,,,6.034696,,,,,
Armenia,2023,,,6.1832795,,,,,
Azerbaijan,1995,3.6871593,,,,,,,
Azerbaijan,2001,,4.348183,,,,,,
Azerbaijan,2002,,6.783862,,,,,,
Azerbaijan,2003,,6.848447,,,,,,
Azerbaijan,2004,,7.1373734,,,,,,
Azerbaijan,2005,,7.8473234,,,,,,
Bangladesh,1983,2.473882,,,,,,,
Bangladesh,1985,2.6377454,,,,,,,
Bangladesh,1988,2.3412273,,,,,,,
Bangladesh,1991,,2.3348792,,,,,,
Bangladesh,1995,,2.590821,,,,,,
Bangladesh,2000,,,2.5888312,,,,,
Bangladesh,2005,,,2.9144297,,,,,
Bangladesh,2010,,,3.1961937,,,,,
Bangladesh,2016,,,3.4896443,,,,,
Bangladesh,2022,,,,4.801273,,,,
Barbados,2016,11.190045,,,,,,,
Belarus,1998,,2.6358154,,,,,,
Belarus,1999,,2.8225636,,,,,,
Belarus,2000,,3.1913526,,,,,,
Belarus,2001,,4.01143,,,,,,
Belarus,2002,,4.459056,,,,,,
Belarus,2003,,4.733379,,,,,,
Belarus,2004,,5.4680543,,,,,,
Belarus,2005,,6.604125,,,,,,
Belarus,2006,,7.5791106,,,,,,
Belarus,2007,,8.457157,,,,,,
Belarus,2008,,9.083438,,,,,,
Belarus,2009,,9.298972,,,,,,
Belarus,2010,,10.213043,,,,,,
Belarus,2011,,10.790332,,,,,,
Belarus,2012,,12.161593,,,,,,
Belarus,2013,,13.657369,,,,,,
Belarus,2014,,14.10445,,,,,,
Belarus,2015,,12.958341,,,,,,
Belarus,2016,,12.532606,,,,,,
Belarus,2017,,12.695817,,,,,,
Belarus,2018,,13.991418,,,,,,
Belarus,2019,,14.69916,,,,,,
Belarus,2020,,14.990433,,,,,,
Belize,1995,,4.6907563,,,,,,
Belize,2018,,,,10.418127,,,,
Benin,2003,1.5753057,,,,,,,
Benin,2011,,1.5104501,,,,,,
Benin,2015,,1.53913,,,,,,
Benin,2018,,,2.7039652,,,,,
Benin,2021,,,3.1254692,,,,,
Bhutan,2003,3.4125302,,,,,,,
Bhutan,2007,,4.4638777,,,,,,
Bhutan,2012,,6.115094,,,,,,
Bhutan,2017,,6.6685677,,,,,,
Bhutan,2022,,,12.118809,,,,,
Bosnia and Herzegovina,2001,9.624648,,,,,,,
Bosnia and Herzegovina,2004,13.254597,,,,,,,
Bosnia and Herzegovina,2007,,14.582717,,,,,,
Bosnia and Herzegovina,2011,,14.040325,,,,,,
Botswana,1985,1.8075098,,,,,,,
Botswana,1993,2.1952987,,,,,,,
Botswana,2002,,2.7083213,,,,,,
Botswana,2009,,3.8412519,,,,,,
Botswana,2015,,3.6496787,,,,,,
Bulgaria,1989,20.503883,,,,,,,
Bulgaria,1994,11.792524,,,,,,,
Bulgaria,1995,,,,9.478738,,,,
Bulgaria,1997,,,5.8006186,,,,,
Bulgaria,2001,,,,7.590609,,,,
Bulgaria,2003,,,,,7.6235094,,,
Bulgaria,2007,,,,,10.250461,,,
Burkina Faso,1994,0.7453359,,,,,,,
Burkina Faso,1998,,0.90551245,,,,,,
Burkina Faso,2003,,1.4264827,,,,,,
Burkina Faso,2009,,,1.6410481,,,,,
Burkina Faso,2014,,,,2.0736806,,,,
Burkina Faso,2018,,,,,2.2742171,,,
Burkina Faso,2021,,,,,2.5226548,,,
Burundi,1992,1.2180731,,,,,,,
Burundi,1998,,0.96490306,,,,,,
Burundi,2006,,1.3402381,,,,,,
Burundi,2013,,1.4033276,,,,,,
Burundi,2020,,,1.4526716,,,,,
Cameroon,1996,1.9773222,,,,,,,
Cameroon,2001,,2.959775,,,,,,
Cameroon,2007,,2.664294,,,,,,
Cameroon,2014,,3.0742073,,,,,,
Cameroon,2021,,,3.2602527,,,,,
Cape Verde,2001,2.571681,,,,,,,
Cape Verde,2007,,3.2886593,,,,,,
Cape Verde,2015,,,4.2236047,,,,,
Central African Republic,1992,0.43845233,,,,,,,
Central African Republic,2008,,1.3051835,,,,,,
Central African Republic,2021,,,1.3411388,,,,,
Chad,2003,1.5455458,,,,,,,
Chad,2011,2.1610305,,,,,,,
Chad,2018,,2.5051,,,,,,
Chad,2022,,2.499492,,,,,,
China,1990,,1.3179896,,,,,,
China,1993,,1.4326067,,,,,,
China,1996,,1.7933612,,,,,,
China,1999,,1.801021,,,,,,
China,2002,,2.0876324,,,,,,
China,2005,,2.8222458,,,,,,
China,2008,,3.268168,,,,,,
China,2010,,3.759484,,,,,,
China,2011,,4.2250957,,,,,,
China,2012,,4.6319494,,,,,,
China,2013,,,5.5792594,,,,,
China,2014,,,6.0997577,,,,,
China,2015,,,6.6226544,,,,,
China,2016,,,7.0776234,,,,,
China,2017,,,7.3713374,,,,,
China,2018,,,7.960617,,,,,
China,2019,,,8.475848,,,,,
China,2020,,,8.379181,,,,,
China,2021,,,9.792694,,,,,
China,2022,,,9.720841,,,,,
China (rural),1990,,1.1834741,,,,,,
China (rural),1993,,1.2606895,,,,,,
China (rural),1996,,1.5358915,,,,,,
